YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201708,117226,705999,1,3.51,NE,LA GRANGE,38.44,-85.34,3826400,8520400
201708,117226,705999,2,4.19,NE,LA GRANGE,38.4463,-85.33,3826778,8519800
201708,117226,705999,3,4.17,NE,LA GRANGE,38.4493,-85.3355,3826958,8520130
201708,117226,705999,4,3.46,NNE,LA GRANGE,38.4438,-85.349,3826628,8520940
201708,117226,706000,1,1.48,SSE,PENDLETON,38.45,-85.29,3827000,8517400
201708,117225,704979,1,9.32,SSE,GILLETTE,44.16,-105.45,449600,10527000
201708,117192,704878,1,0.47,W,WINNETT,47,-108.36,4700,10821600
201708,117192,704879,1,0.47,E,WINNETT,47,-108.34,4700,10820400
201708,117222,704973,1,9.36,WNW,IDEAL,43.6,-100.06,4336000,1003600
201708,118067,709625,4,2.04,WSW,GLADSTONE,36.2858,-104.0021,3617148,104126
201708,118067,709626,1,7.04,E,MOSQUERO,35.7995,-103.8368,3547970,10350208
201708,118067,709626,2,8.91,E,MOSQUERO,35.8034,-103.8036,3548204,10348216
201708,118067,709626,3,9.34,E,MOSQUERO,35.7797,-103.7933,3546782,10347598
201708,118067,709626,4,7.34,E,MOSQUERO,35.7786,-103.829,3546716,10349740
201708,118067,709627,1,9.23,S,DAHLIA,34.989,-105.2384,3459340,10514304
201708,118067,709628,1,0.9,SE,LAKE ARTHUR,32.99,-104.36,3259400,10421600
201708,118067,709628,2,1.1,SSW,LAKE ARTHUR,32.9847,-104.3748,3259082,10422488
201708,118067,709628,4,1.83,S,LAKE ARTHUR,32.9736,-104.3715,3258416,10422290
201708,118067,709628,5,1.63,SE,LAKE ARTHUR,32.9819,-104.3519,3258914,10421114
201708,118083,709688,1,2.76,NNE,VICTORIA,44.885,-93.6226,4453100,9337356
201708,118161,710124,1,1.95,W,RED RIVER,36.7085,-105.4451,3642510,10526706
201708,118161,710124,2,1.91,W,RED RIVER,36.7073,-105.4443,3642438,10526658
201708,118161,710124,3,1.86,W,RED RIVER,36.7076,-105.4434,3642456,10526604
201708,118161,710124,4,1.89,W,RED RIVER,36.7093,-105.4441,3642558,10526646
201708,118210,710360,1,2.82,SSW,AMISTAD,35.88,-103.16,3552800,1039600
201708,118210,710361,1,3.84,SSW,AMISTAD,35.87,-103.18,3552200,10310800
201708,118211,710362,1,0,N,GASCON,35.89,-105.45,3553400,10527000
201708,118211,710363,1,1.38,N,POLVADERA,34.22,-106.92,3413200,10655200
201708,118212,710364,1,0,N,(ABQ)ALBUQUERQUE INTL AIRPORT,35.04,-106.62,352400,10637200
201708,119594,717508,1,5.33,ENE,GREEN ISLE,44.71,-93.92,4442600,9355200
201708,119594,717509,1,0.85,SE,HAMEL,45.04,-93.52,452400,9331200
201708,119594,717510,1,0.48,E,(AXN)CHNDLR FLD ALXN,45.87,-95.39,4552200,9523400
201708,117226,706000,2,2.19,SSE,PENDLETON,38.4406,-85.2848,3826436,8517088
201708,117226,706000,3,2.42,N,JERICHO,38.4348,-85.2846,3826088,8517076
201708,117735,707934,1,0.55,E,SENECA,36.63,-103.12,3637800,1037200
201708,117735,707936,1,2.15,NNW,FT SUMNER,34.5,-104.25,3430000,10415000
201708,117735,707938,1,0.57,W,FT SUMNER,34.47,-104.25,3428200,10415000
201708,117735,707943,1,7.47,NE,CLAPHAM,36.25,-103.28,3615000,10316800
201708,117735,707945,1,7.45,NNE,CLAPHAM,36.27,-103.32,3616200,10319200
201708,117735,707946,1,0,N,SEDAN,36.15,-103.13,369000,1037800
201708,117735,707948,1,0,N,SEDAN,36.15,-103.13,369000,1037800
201708,117739,707950,1,4.77,S,(LVS)LAS VEGAS AIRPORT,35.5915,-105.1296,3535490,1057776
201708,117739,707950,2,4.53,S,(LVS)LAS VEGAS AIRPORT,35.5951,-105.1286,3535706,1057716
201708,117739,707950,3,4.6,SSE,(LVS)LAS VEGAS AIRPORT,35.5952,-105.1213,3535712,1057278
201708,117739,707950,4,4.9,SSE,(LVS)LAS VEGAS AIRPORT,35.5913,-105.1185,3535478,1057110
201708,117765,708087,1,0,N,GRENVILLE,36.59,-103.61,3635400,10336600
201708,117765,708088,1,3.64,SSW,MESA,33.93,-104.69,3355800,10441400
201708,117765,708089,1,0,N,MT DORA,36.52,-103.49,3631200,10329400
201708,117765,708090,1,0,N,(CAO)CLAYTON ARPT,36.45,-103.15,3627000,1039000
201708,117765,708091,1,0.56,E,SOFIA,36.45,-103.81,3627000,10348600
201708,117765,708092,1,3.36,E,AMISTAD,35.92,-103.09,3555200,1035400
201708,117765,708093,1,1.32,WSW,LOGAN,35.36,-103.43,3521600,10325800
201708,117765,708094,1,26.95,S,ROSEBUD,35.45,-103.45,3527000,10327000
201708,117765,708095,1,26.95,S,ROSEBUD,35.45,-103.45,3527000,10327000
201708,117779,708102,1,2.57,WNW,GAYLORD,44.5654,-94.2676,4433924,9416056
201708,117779,708102,2,2.42,NNE,WINTHROP,44.5812,-94.3476,4434872,9420856
201708,117779,708104,1,2.51,W,PRIOR LAKE,44.7246,-93.4707,4443476,9328242
201708,117779,708104,2,3.4,WNW,PRIOR LAKE,44.7375,-93.4847,4444250,9329082
201708,117779,708105,1,0.17,E,LESTER PRAIRIE,44.8802,-94.0465,4452812,942790
201708,117779,708105,2,0.13,ENE,LESTER PRAIRIE,44.8804,-94.0475,4452824,942850
201708,117779,708106,1,3.79,SSE,NICOLLET,44.2279,-94.1762,4413674,9410572
201708,117779,708106,2,0.54,WSW,NICOLLET,44.2782,-94.2106,4416692,9412636
201708,117779,708109,1,2.88,SSE,NICOLLET,44.244,-94.1705,4414640,9410230
201708,117779,708109,2,1.14,ESE,NICOLLET,44.2711,-94.1806,4416266,9410836
201708,117779,708111,1,0.47,NNE,NEW SWEDEN,44.4065,-94.1975,4424390,9411850
201708,117779,708111,2,3.94,E,BERNADOTTE,44.4566,-94.2208,4427396,9413248
201708,119753,720858,4,5.67,SW,FRIENDSWOOD,29.4783,-95.4932,2928698,9529592
201708,119753,720469,1,2.9,NNE,LAKE CONROE DAM,30.3872,-95.5275,3023232,9531650
201708,119753,720469,2,2.61,WSW,THE WOODLANDS,30.131,-95.4877,307860,9529262
201708,119753,720469,3,2.28,NW,BOY,30.106,-95.2734,306360,9516404
201708,119753,720469,4,3.84,N,CONROE ARPT,30.405,-95.4108,3024300,9524648
201708,119655,717763,1,1.02,N,WINDSOR,41.5446,-80.9472,4132676,8056832
201708,119655,717764,1,0,N,TIFFIN,41.1,-83.17,416000,8310200
201708,119655,730576,1,0.64,W,NORTH BREWSTER,40.7209,-81.6123,4043254,8136738
201708,119656,717765,1,1,E,TIFFIN,41.1,-83.1508,416000,839048
201708,119656,717766,1,1,E,TIFFIN,41.1,-83.1508,416000,839048
201708,119753,720340,1,2.13,SSW,RICHMOND,29.5499,-95.7579,2932994,9545474
201708,119753,720340,2,1.82,SSE,RICHMOND,29.5559,-95.738,2933354,9544280
201708,119753,720340,3,0.3,N,CRABB,29.5343,-95.7198,2932058,9543188
201708,119753,720340,4,2.05,W,CRABB,29.5317,-95.7541,2931902,9545246
201708,119753,720344,1,2.59,NNW,LEAGUE CITY S S ARPT,29.5162,-95.1416,2930972,958496
201708,119753,720344,2,2.11,NE,LEAGUE CITY,29.5245,-95.0791,2931470,954746
201708,119753,720344,3,3.57,SE,DICKINSON,29.4354,-95.006,2926124,95360
201708,117191,704876,1,3.04,ESE,HEIDELBERG,44.49,-93.54,4429400,9332400
201708,117191,704877,1,0,N,OWATONNA,44.08,-93.22,444800,9313200
201708,117191,704877,2,1.09,SE,OWATONNA,44.0676,-93.2064,444056,9312384
201708,117523,713984,2,10.34,SSE,WAGON MOUND,35.857,-104.6557,3551420,10439342
201708,117523,726098,1,3.66,NW,CLAYTON,36.4893,-103.2241,3629358,10313446
201708,117730,707904,1,7.48,SW,WAGON MOUND,35.92,-104.8,3555200,10448000
201708,117731,707905,1,0.89,NW,SANTA ROSA MUNI ARPT,34.94,-104.64,3456400,10438400
201708,117731,707907,1,1.75,ESE,ALBUQUERQUE,35.1064,-106.6038,356384,10636228
201708,117735,707916,1,3.23,S,ARABELA,33.5333,-105.168,3331998,10510080
201708,117735,707916,2,3.35,S,ARABELA,33.5317,-105.1749,3331902,10510494
201708,119753,720859,1,7.82,NE,FRIENDSWOOD,29.598,-95.316,2935880,9518960
201708,117779,708112,1,6.45,S,GAYLORD,44.4566,-94.2208,4427396,9413248
201708,117779,708112,2,5.66,SSW,GAYLORD,44.4702,-94.2462,4428212,9414772
201708,117779,708114,1,1.23,SW,NEW PRAGUE,44.5359,-93.5852,4432154,9335112
201708,117779,708114,2,1.08,WSW,NEW PRAGUE,44.5436,-93.59,4432616,9335400
201708,117779,713275,1,1.08,WSW,NEW PRAGUE,44.5436,-93.59,4432616,9335400
201708,117779,713275,2,1.46,W,NEW PRAGUE,44.5523,-93.5994,4433138,9335964
201708,117779,713493,2,1.26,NE,NEW SWEDEN,44.412,-94.1809,4424720,9410854
201708,117779,713496,1,2.06,NW,BISCAY,44.8517,-94.309,4451102,9418540
201708,117779,713496,2,2.61,WNW,BISCAY,44.8508,-94.3246,4451048,9419476
201708,117779,713497,1,1.29,SW,GAYLORD,44.5377,-94.2398,4432262,9414388
201708,117779,713497,2,1.31,WNW,GAYLORD,44.5573,-94.2447,4433438,9414682
201708,117779,717671,1,0.36,E,SHAKOPEE,44.8009,-93.5128,4448054,9330768
201708,117779,717671,2,0.38,E,SHAKOPEE,44.7995,-93.5124,4447970,9330744
201708,117779,717671,3,0.64,E,SHAKOPEE,44.8001,-93.507,4448006,9330420
201708,117779,717671,4,0.61,ENE,SHAKOPEE,44.8018,-93.5078,4448108,9330468
201708,117779,717673,1,4.02,WNW,MORTON,44.58,-95.05,4434800,953000
201708,117779,717674,1,0.98,W,REDWOOD FALLS ARPT,44.55,-95.1,4433000,956000
201708,117779,717675,1,0.98,W,MORTON,44.55,-95,4433000,9500
201708,117779,717676,1,4.86,N,MINNESOTA FALLS,44.87,-95.48,4452200,9528800
201708,117779,717677,1,0.23,SSW,REDWOOD FALLS ARPT,44.5467,-95.081,4432802,954860
201708,117779,717678,1,4.4,SSE,BECHYN,44.59,-95.05,4435400,953000
201708,117779,717680,1,1.9,NW,REDWOOD FALLS,44.5507,-95.1253,4433042,957518
201708,117779,717680,2,4.64,N,BELVIEW,44.6668,-95.3194,4440008,9519164
201708,117779,717680,3,1.76,N,SEAFORTH,44.5054,-95.3284,4430324,9519704
201708,119753,720677,2,3.19,WSW,KATY,29.7803,-95.8482,2946818,9550892
201708,117328,705669,1,0,N,DULCE,36.93,-107,3655800,10700
201708,117328,705670,1,2.68,NW,ALBUQUERQUE,35.15,-106.66,359000,10639600
201708,117328,705671,1,12.74,SE,TOLAR,34.3,-103.8,3418000,10348000
201708,117328,705672,1,3.5,S,PORTALES,34.13,-103.32,347800,10319200
201708,117328,705673,1,0.57,E,DORA,33.93,-103.32,3355800,10319200
201708,117328,705674,1,5.46,N,ROGERS,34.0585,-103.2413,343510,10314478
201708,117328,705675,1,3.63,N,DORA,33.9822,-103.3223,3358932,10319338
201708,117328,706512,1,7.14,ESE,ELIDA,33.9195,-103.5379,3355170,10332274
201708,117328,706512,2,3.35,NW,CAUSEY,33.9162,-103.1589,3354972,1039534
201708,117328,706512,3,2.79,WNW,ARCH,34.1348,-103.1754,348088,10310524
201708,117328,706512,4,6.18,SSE,FLOYD,34.1392,-103.5338,348352,10332028
201708,118067,709623,2,7.82,SSW,YATES,36.028,-103.9609,361680,10357654
201708,118067,709623,3,7.43,S,YATES,36.0236,-103.9193,361416,10355158
201708,118067,709623,4,5.82,S,YATES,36.0458,-103.8977,362748,10353862
201708,118067,709623,5,5.13,SW,YATES,36.0713,-103.9564,364278,10357384
201708,118067,709624,1,0,N,CLOVIS,34.41,-103.2,3424600,10312000
201708,118067,709625,2,3.03,ENE,GLADSTONE,36.3132,-103.9181,3618792,10355086
201708,118067,709625,3,4.27,ESE,GLADSTONE,36.2872,-103.895,3617232,10353700
201708,117731,707906,1,2.15,NNE,EDGEWOOD,35.1,-106.19,356000,10611400
201708,117765,708096,1,6.74,W,NARA VISA,35.61,-103.22,3536600,10313200
201708,117779,713493,1,0.85,ESE,NEW SWEDEN,44.3939,-94.1851,4423634,9411106
201708,117779,717768,2,11.76,N,GIBBON,44.7002,-94.5186,4442012,9431116
201708,118067,709628,3,1.88,SSW,LAKE ARTHUR,32.9734,-104.3772,3258404,10422632
201708,119753,721098,2,2.56,E,INDUSTRY,29.966,-96.4775,2957960,9628650
201708,119753,720859,2,3.95,W,ALGOA,29.4068,-95.2652,2924408,9515912
201708,119753,720859,3,3.45,NNE,ALGOA,29.4477,-95.1831,2926862,9510986
201708,119753,720859,4,8.49,NW,LEAGUE CITY,29.5905,-95.1955,2935430,9511730
201708,119753,720860,1,2.93,SSE,HOCKLEY,29.9887,-95.8392,2959322,9550352
201708,119753,720860,2,3.1,SW,HOUSTON HULL ARPT,29.6026,-95.6909,2936156,9541454
201708,119753,720860,3,0.36,ESE,GARDEN VILLAS,29.6477,-95.3146,2938862,9518876
201708,119753,720860,4,0.58,N,SPRING,30.0883,-95.419,305298,9525140
201708,119753,720862,1,9,ENE,FRIENDSWOOD,29.5736,-95.2789,2934416,9516734
201708,119753,720862,2,1.67,SE,ARCADIA,29.3607,-95.1334,2921642,958004
201708,119753,720862,3,0.83,SW,NADEAU HGTS,29.3704,-94.9384,2922224,9456304
201708,119753,720862,4,4.39,WNW,CLEAR LAKE SHORES,29.5753,-95.097,2934518,955820
201708,119753,720878,1,1.72,NNW,LEAGUE CITY S S ARPT,29.5039,-95.1382,2930234,958292
201708,119753,720878,2,2.65,NNW,LEAGUE CTY SPCLND AR,29.5327,-95.0731,2931962,954386
201708,119753,720878,3,1.82,E,DICKINSON,29.4716,-95.0197,2928296,951182
201708,119753,720878,4,3.63,SSE,LEAGUE CITY S S ARPT,29.4347,-95.0995,2926082,955970
201708,119753,721081,1,9.3,NW,LEAGUE CITY S S ARPT,29.561,-95.2535,2933660,9515210
201708,119753,721081,2,8.06,NW,LEAGUE CITY,29.5842,-95.1928,2935052,9511568
201708,119753,721081,3,2.52,WNW,LEAGUE CITY,29.52,-95.1351,2931200,958106
201708,119753,721081,4,8.16,NW,ALGOA,29.4916,-95.2855,2929496,9517130
201708,119753,721087,1,3.04,S,SHEPHERD,30.4561,-95.018,3027366,951080
201708,119753,721087,2,3.79,SE,NAPIER,30.4633,-94.9526,3027798,9457156
201708,119753,721087,3,4.21,NE,LAKE LIVINGSTON DAM,30.6716,-94.9483,3040296,9456898
201708,119753,721087,4,2.28,WNW,CAMILLA,30.6144,-95.1045,3036864,956270
201708,119753,720344,4,3.45,NNW,ALTA LOMA,29.4157,-95.1032,2924942,956192
201708,119753,720464,1,1.82,WNW,WILLIS,30.4284,-95.509,3025704,9530540
201708,119753,720464,2,0.93,NNW,WILLIS,30.432,-95.4872,3025920,9529232
201708,119753,720464,3,0.55,SSW,WILLIS,30.4125,-95.4831,3024750,9528986
201708,119753,720464,4,1.42,WSW,WILLIS,30.4115,-95.5018,3024690,9530108
201708,119753,720465,1,2.9,N,LEAGUE CITY,29.542,-95.0988,2932520,955928
201708,119753,720465,2,0.28,NW,LEAGUE CTY SPCLND AR,29.503,-95.053,2930180,953180
201708,119753,720465,3,1.46,E,LEAGUE CITY,29.4967,-95.076,2929802,954560
201708,119753,720465,4,2.67,N,LEAGUE CITY,29.5382,-95.1059,2932292,956354
201708,117476,706510,1,0.89,NW,SANTA ROSA MUNI ARPT,34.94,-104.64,3456400,10438400
201708,117476,706511,1,0.74,NNW,ROMEROVILLE,35.5297,-105.2456,3531782,10514736
201708,117477,706520,1,3.47,NNE,WAGON MOUND,36.0491,-104.6967,362946,10441802
201708,117478,706524,1,2.07,S,LAS VEGAS,35.57,-105.22,3534200,10513200
201708,117478,706532,1,21.48,S,TECOLOTITO,34.9192,-105.1629,3455152,1059774
201708,117735,707916,3,3.75,S,ARABELA,33.5257,-105.1686,3331542,10510116
201708,117735,707916,4,3.5,S,ARABELA,33.53,-105.1602,3331800,1059612
201708,117735,707932,1,0.55,E,SENECA,36.63,-103.12,3637800,1037200
201708,117779,717680,4,2.89,WNW,GILFILLAN,44.481,-95.0565,4428860,953390
201708,117779,717680,5,5.36,NNE,MORGAN,44.4907,-94.8752,4429442,9452512
201708,117779,717681,1,0.75,ESE,MORTON,44.544,-94.9672,4432640,9458032
201708,117779,717681,2,5.84,S,FAIRFAX,44.4471,-94.6973,4426826,9441838
201708,117779,717681,3,3.72,SW,BUFFALO LAKE,44.6854,-94.6623,4441124,9439738
201708,117779,717681,4,3.42,NNE,MINNESOTA FALLS,44.8418,-95.4327,4450508,9525962
201708,117779,717681,5,3.37,SSE,MINNESOTA FALLS,44.7551,-95.443,4445306,9526580
201708,117779,717682,1,1.47,NNW,REDWOOD FALLS,44.55,-95.11,4433000,956600
201708,117779,717683,1,0.24,SSW,REDWOOD FALLS ARPT,44.5468,-95.0815,4432808,954890
201708,117779,717762,1,0.81,W,FRANKLIN,44.5302,-94.8965,4431812,9453790
201708,117779,717762,2,0.49,E,FRANKLIN,44.5296,-94.87,4431776,9452200
201708,117779,717768,1,11.34,N,GIBBON,44.694,-94.5097,4441640,9430582
201708,117779,717769,1,11.67,N,GIBBON,44.6983,-94.5015,4441898,9430090
201708,117779,717769,2,11.95,N,GIBBON,44.7028,-94.5086,4442168,9430516
201708,117779,720196,1,4.83,SSE,SEARLES,44.17,-94.38,4410200,9422800
201708,117780,708097,1,19.43,NE,DES MOINES,36.94,-103.56,3656400,10333600
201708,118067,709622,1,28.24,S,ROSEBUD,35.4366,-103.5317,3526196,10331902
201708,118067,709622,2,26.14,SSW,ROSEBUD,35.4692,-103.5424,3528152,10332544
201708,118067,709622,3,24.12,SSW,ROSEBUD,35.5113,-103.5946,3530678,10335676
201708,118067,709622,4,21.44,SSW,ROSEBUD,35.5451,-103.5686,3532706,10334116
201708,118067,709622,6,27.91,S,ROSEBUD,35.4387,-103.5067,3526322,10330402
201708,118067,709623,1,6.51,SW,YATES,36.0686,-103.9883,364116,10359298
201708,119753,720858,1,2.42,WNW,TOMBALL,30.1123,-95.658,306738,9539480
201708,119753,720858,2,10.32,N,HUFFMAN,30.1693,-95.0757,3010158,954542
201708,119753,720858,3,6.48,S,NASSAU BAY,29.4374,-95.0977,2926244,955862
201708,117523,707799,1,0,N,MELROSE,34.43,-103.63,3425800,10337800
201708,117523,707799,2,2.72,NE,(CVS)CANNON AFB,34.4115,-103.2914,3424690,10317484
201708,117523,707799,3,4.3,SSE,(CVS)CANNON AFB,34.3254,-103.2838,3419524,10317028
201708,117523,707799,4,6.13,S,MELROSE,34.3413,-103.6327,3420478,10337962
201708,117523,707807,1,15.32,ESE,(4CR)CORONA,34.17,-105.35,3410200,10521000
201708,117523,707812,1,4.45,ENE,ROMEROVILLE,35.55,-105.17,3533000,10510200
201708,117523,707815,1,0,N,LAS VEGAS,35.6,-105.22,3536000,10513200
201708,117523,707819,1,4.15,N,WAGON MOUND,36.06,-104.71,363600,10442600
201708,117523,707822,1,0,N,(LVS)LAS VEGAS AIRPORT,35.66,-105.14,3539600,1058400
201708,117523,707828,1,0,N,(LVS)LAS VEGAS AIRPORT,35.66,-105.14,3539600,1058400
201708,117523,707829,1,0.89,NW,BUEYEROS,35.99,-103.69,3559400,10341400
201708,117523,707833,1,0.56,W,SANCHEZ,35.63,-104.44,3537800,10426400
201708,117523,707835,1,0.56,W,SANCHEZ,35.63,-104.44,3537800,10426400
201708,117523,707909,1,3.2,ENE,MONTEZUMA,35.6752,-105.2322,3540512,10513932
201708,117523,713984,1,10.09,SSE,WAGON MOUND,35.8595,-104.6608,3551570,10439648
201708,117721,707865,1,0.5,W,PIEDMONT,44.23,-103.4,4413800,10324000
201708,117721,707866,1,0,N,BLACK HAWK,44.15,-103.31,449000,10318600
201708,117721,707868,1,2,N,JOHNSON SIDING,44.109,-103.43,446540,10325800
201708,117721,707869,1,1.02,N,HISEGA,44.0647,-103.4014,443882,10324084
201708,117721,707871,1,1.06,ESE,RAPID CITY,44.0728,-103.2111,444368,10312666
201708,117721,707872,1,1,N,HISEGA,44.0645,-103.4,443870,10324000
201708,117721,707873,1,4,N,RAPID CITY,44.1379,-103.23,448274,10313800
201708,117721,707875,1,1,N,RAPID CITY,44.0945,-103.23,445670,10313800
201708,117721,707876,1,1.74,SW,RAPID CITY,44.0626,-103.2553,443756,10315318
201708,117721,707877,1,3.33,SSW,RAPID CITY,44.0373,-103.2612,442238,10315672
201708,117721,707878,1,1.35,SW,RAPID CITY,44.0667,-103.2499,444002,10314994
201708,117721,707883,1,3.23,ESE,RAPID CITY,44.062,-103.17,443720,10310200
201708,117721,707885,1,2,SSE,RAPID CITY,44.0533,-103.2146,443198,10312876
201708,117721,707886,1,2.32,WSW,RAPID CITY,44.0639,-103.2709,443834,10316254
201708,117721,707886,2,2.7,SW,RAPID CITY,44.0498,-103.2645,442988,10315870
201708,117721,717058,1,3.87,N,JOHNSON SIDING,44.1361,-103.4304,448166,10325824
201708,117721,717452,1,3.28,ESE,RAPID CITY,44.06,-103.17,443600,10310200
201708,117721,717454,1,0,N,RAPID CITY,44.08,-103.23,444800,10313800
201708,117721,717457,1,2,NNE,RAPID CITY,44.1067,-103.2146,446402,10312876
201708,117721,718207,1,2,NNE,RAPID CITY,44.1067,-103.2146,446402,10312876
201708,117726,707890,1,1,N,ROCKYFORD,43.5145,-102.5,4330870,10230000
201708,117726,707892,1,0,N,SHARPS CORNER,43.38,-102.4,4322800,10224000
201708,117726,707894,1,2,NNW,PORCUPINE,43.2569,-102.3447,4315414,10220682
201708,117726,707895,1,5,NE,PORCUPINE,43.2812,-102.2597,4316872,10215582
201708,117726,707896,1,5.08,E,PORCUPINE,43.24,-102.23,4314400,10213800
201708,117726,707898,1,2,S,PORCUPINE,43.2011,-102.33,4312066,10219800
201708,117726,718182,1,0.5,W,ROCKYFORD,43.5,-102.51,4330000,10230600
201708,117726,718182,2,4.07,ENE,ROCKYFORD,43.53,-102.43,4331800,10225800
201708,117726,718182,3,3.1,ENE,PORCUPINE,43.24,-102.27,4314400,10216200
201708,117726,718182,4,2.89,NW,PORCUPINE,43.26,-102.37,4315600,10222200
201708,117726,718183,1,0.5,W,ROCKYFORD,43.5,-102.51,4330000,10230600
201708,117726,718183,2,4.07,ENE,ROCKYFORD,43.53,-102.43,4331800,10225800
201708,117726,718183,3,3.1,ENE,PORCUPINE,43.24,-102.27,4314400,10216200
201708,117726,718183,4,2.89,NW,PORCUPINE,43.26,-102.37,4315600,10222200
201708,117727,708392,1,15.1,NNW,BELLE FOURCHE AIRPORT,44.935,-103.967,4456100,10358020
201708,117727,708393,1,15.1,NNW,BELLE FOURCHE AIRPORT,44.935,-103.967,4456100,10358020
201708,117727,708394,1,4,S,NEWELL,44.6521,-103.42,4439126,10325200
201708,118769,713515,1,0.59,NE,SOUTH BREWSTER,41.7569,-70.0433,4145414,702598
201708,118769,713515,2,0.22,NNW,EAST BREWSTER,41.773,-70.0512,4146380,703072
201708,118769,713515,3,1.02,NW,WEST BREWSTER,41.7619,-70.1117,4145714,706702
201708,118769,713515,4,0.09,ESE,WEST BREWSTER,41.7493,-70.0986,4144958,705916
201708,118769,716826,1,0,N,DENNIS,41.73,-70.2,4143800,7012000
201708,118769,716826,2,1.14,SSW,WEST HARWICH,41.6543,-70.1271,4139258,707626
201708,118769,716826,3,0.77,N,WEST HARWICH,41.681,-70.1182,4140860,707092
201708,118769,716826,4,0.77,SE,EAST DENNIS,41.7215,-70.1604,4143290,709624
201708,118769,716832,1,0.49,SSW,CAHOON HOLLOW,41.9441,-69.9851,4156646,6959106
201708,118769,716832,2,0.7,E,WELLFLEET,41.9281,-70.0166,4155686,70996
201708,118769,716832,3,0.29,SW,SOUTH WELLFLEET,41.9166,-70.0032,4154996,70192
201708,118769,716832,4,0.06,S,LECOUNT HOLLOW,41.9192,-69.9798,4155152,6958788
201708,118769,716834,1,0.52,W,CHATHAM,41.68,-69.96,4140800,6957600
201708,118769,716834,2,0.47,WNW,CHATHAM,41.6814,-69.9589,4140884,6957534
201708,118769,716834,3,0.41,W,CHATHAM,41.6807,-69.9579,4140842,6957474
201708,118769,716834,4,0.45,W,CHATHAM,41.6801,-69.9587,4140806,6957522
201708,118769,716835,1,1.24,SSW,DENNIS,41.7131,-70.208,4142786,7012480
201708,118769,716835,2,1.35,S,DENNIS,41.7107,-70.2038,4142642,7012228
201708,118769,716835,3,0.56,ENE,YARMOUTH,41.7029,-70.22,4142174,7013200
201708,118769,716835,4,0.84,ENE,YARMOUTH PORT,41.7025,-70.254,4142150,7015240
201708,118769,716835,5,1.01,ENE,YARMOUTH PORT,41.7051,-70.2517,4142306,7015102
201708,118769,717014,1,0.86,SW,NORTH BRISTOL,41.66,-70.94,4139600,7056400
201708,118769,717014,2,0.42,S,ACUSHNET,41.6739,-70.9199,4140434,7055194
201708,118769,717014,3,2.05,ENE,SOUTH DARTMOUTH,41.6143,-70.9152,4136858,7054912
201708,118769,717014,4,1.75,NE,SOUTH DARTMOUTH,41.6144,-70.922,4136864,7055320
201708,118790,713598,1,2.57,E,CASA GRANDE ARPT,32.9442,-111.7262,3256652,11143572
201708,118790,713598,2,2.23,NE,CASA GRANDE,32.9033,-111.7234,3254198,11143404
201708,118790,713598,3,2.84,NW,CASA GRANDE,32.9041,-111.7897,3254246,11147382
201708,118790,713598,4,0.87,W,CASA GRANDE ARPT,32.9517,-111.7849,3257102,11147094
201708,118791,713600,1,4.15,SSW,PALM SPGS,33.3422,-111.5497,3320532,11132982
201708,118791,713600,2,5.44,SE,PALM SPGS,33.3524,-111.4549,3321144,11127294
201708,118791,713600,3,2.4,ENE,GOLDFIELD,33.4625,-111.4412,3327750,11126472
201708,118791,713600,4,3.22,N,APACHE JCT,33.4659,-111.5401,3327954,11132406
201708,118832,713863,1,1.38,N,PERKINS,45.99,-87.07,4559400,874200
201708,118832,713908,1,3.4,ESE,ONOLA,46.46,-86.93,4627600,8655800
201708,118834,713921,1,1.96,NE,MOTT ISLAND,48.12,-88.57,487200,8834200
201708,118834,713923,1,6.62,ESE,NADEAU,45.59,-87.42,4535400,8725200
201708,118834,713926,1,1.46,SSW,CEDAR RIVER,45.4,-87.38,4524000,8722800
201708,118872,714216,1,8.67,SW,AUGUSTINE POND ARPT,46.03,-68.72,461800,6843200
201708,118872,714217,1,8.67,SW,AUGUSTINE POND ARPT,46.03,-68.72,461800,6843200
201708,118873,714221,1,2.81,N,(MLT)MILLINOCKET ARP,45.69,-68.69,4541400,6841400
201708,118873,714221,2,3.92,W,GRINDSTONE,45.72,-68.66,4543200,6839600
201708,118873,714223,1,2,SW,GOLDEN RIDGE,45.91,-68.36,4554600,6821600
201708,118873,714223,2,1.68,SW,GOLDEN RIDGE,45.91,-68.35,4554600,6821000
201708,118875,714224,1,0,N,HOULTON,46.12,-67.83,467200,6749800
201708,118876,714225,1,1.2,NE,CHASE MILLS,44.76,-67.33,4445600,6719800
201708,118876,714227,1,1.69,SE,HALLS MILLS,44.75,-67.25,4445000,6715000
201708,118876,714228,1,2.55,ESE,HALLS MILLS,44.76,-67.22,4445600,6713200
201708,118876,714229,1,0,N,WHITING,44.78,-67.17,4446800,6710200
201708,118938,714521,1,1.18,SE,TRENARY,46.19,-86.95,4611400,8657000
201708,118938,714522,1,0.84,SW,TRENARY,46.19,-86.98,4611400,8658800
201708,118939,714530,1,3.5,S,SEELEY,32.75,-115.69,3245000,11541400
201708,118939,714531,1,2.15,SSW,SEELEY,32.77,-115.69,3246200,11541400
