EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
721322,JACKSON CO.,MORALES,08/26/2017,245,Flash Flood, , ,0,0,100000,0,TX,CST-6, ,119753,C,239,HGX,0,0,County Official,Heavy Rain / Tropical System, , ,12,WSW,10,WSW,EL TORO,08/26/2017,530,29.0959,-96.9598,28.8869,-96.8486,"Numerous roads and bridges north of Highway 59 and west of FM 822 were inundated with flood waters.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",67
720674,HARRIS CO.,LAKE HOUSTON,08/26/2017,330,Tornado, ,EF0,0,0,100000,0,TX,CST-6, ,119753,C,201,HGX,0,0,Broadcast Media, ,1.02,30,2,S,2,SW,LAKE HOUSTON,08/26/2017,332,29.9243,-95.1516,29.9347,-95.1704,"Report of tornado touchdown resulting in damage to trees, fences and roofs in Lakeshore and Summerwood subdivisions. Tornado initially sighted by the public over southern portions of Lake Houston.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",68
720677,WALLER CO.,KATY,08/26/2017,357,Tornado, ,EF1,0,0,200000,0,TX,CST-6, ,119753,C,473,HGX,0,0,Emergency Manager, ,0.4,50,3,WSW,3,WSW,KATY,08/26/2017,400,29.7756,-95.8442,29.7803,-95.8482,"Tornado appeared to touch down at an RV and boat storage facility then cross Interstate 10. It then damaged Pepperl Fuchs facility on north side of Interstate. Tornado crossed from Fort Bend into Waller County.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",69
767338,FORT BEND CO.,KATY,08/26/2017,400,Tornado, ,EF1,0,0,800000,0,TX,CST-6, ,119753,C,157,HGX,0,0,Emergency Manager, ,0.32,50,3,WSW,3,WSW,KATY,08/26/2017,401,29.776,-95.844,29.78,-95.8466,"Tornado touched down near Trailer World RV and Boat Storage facility then crossed Interstate 10. It did minor damage to Bucees car wash area then ripped large air conditioning units off top of Pepperl Fuchs buiding. Finally in damaged awnings near Builders First building. Tornado crossed from Fort Bend into Waller County. This entry documents Fort Bend County segment.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",70
720676,WALLER CO.,KATY,08/26/2017,401,Tornado, ,EF1,0,0,500000,0,TX,CST-6, ,119753,C,473,HGX,0,0,Emergency Manager, ,0.58,50,3,WSW,3,WSW,KATY,08/26/2017,402,29.78,-95.8466,29.787,-95.852,"Tornado touched down near Trailer World RV and Boat Storage facility then crossed Interstate 10. It did minor damage to Bucees car wash area then ripped large air conditioning units off top of Pepperl-Fuchs building. Finally in damaged awnings near Builders First building before lifting. Tornado crossed from Fort Bend into Waller County. This entry documents Waller County segment.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",71
720343,MATAGORDA CO.,PLEDGER,08/26/2017,545,Flash Flood, , ,0,0,0,0,TX,CST-6, ,119753,C,321,HGX,0,0,Department of Highways,Heavy Rain / Tropical System, , ,23,WNW,6,NW,(PSX)PALACIOS MUNI A,08/26/2017,815,29.3896,-96.221,28.7826,-96.3171,"Flooded and impassable roadways with sections of SH 60 from FM 2668 and FM 521 near Wadsworth. Portions of SH 35 near Bay City were flooded.||The El Dorado, Oak Grove, and Tres Palacios subdivisions along the Tres Palacios River flooded. Major flooding occurred in Bay City along the Colorado River as levees were over topped by two feet.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",72
720342,HARRIS CO.,LOUETTA,08/26/2017,600,Flash Flood, , ,0,0,0,0,TX,CST-6, ,119753,C,201,HGX,0,0,Department of Highways,Heavy Rain / Tropical System, , ,1,WSW,1,NNE,JERSEY VILLAGE,08/26/2017,1600,29.8889,-95.5996,29.8904,-95.566,"Sections of US 290 were closed due to flooding between the 610 Loop and FM 529 in Jersey Village.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",73
720344,GALVESTON CO.,LEAGUE CITY S S ARPT,08/26/2017,700,Flash Flood, , ,0,0,0,0,TX,CST-6, ,119753,C,167,HGX,0,0,Emergency Manager,Heavy Rain / Tropical System, , ,3,NNW,3,NNW,ALTA LOMA,08/29/2017,2259,29.5162,-95.1416,29.4157,-95.1032,"Numerous roads were flooded and impassable across northern and western Galveston County.||Approximately 7,000 homes and 125 businesses were impacted by flood waters across the county. Clear Creek measured record levels that lead to the widespread flooding throughout Friendswood and League City. Major flooding occurred along the Dickinson Bayou; from Cemetery Road to east of Highway 3 along FM 517. Flood waters inundated sections of Interstate 45, Bay Area Boulevard, FM 528, FM 518 and numerous primary and secondary county roads.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",74
720678,BRAZOS CO.,ENRIGHT,08/26/2017,705,Tornado, ,EF0,0,0,0,0,TX,CST-6, ,119753,C,41,HGX,0,0,Broadcast Media, ,0.16,20,2,WSW,2,WSW,ENRIGHT,08/26/2017,706,30.4803,-96.315,30.4823,-96.3165,"Tree down at property on Olympia Buddy Road. A brief spin up.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",75
720464,MONTGOMERY CO.,WILLIS,08/26/2017,800,Flash Flood, , ,0,0,0,0,TX,CST-6, ,119753,C,339,HGX,0,0,Department of Highways,Heavy Rain / Tropical System, , ,2,WNW,1,WSW,WILLIS,08/26/2017,1100,30.4284,-95.509,30.4115,-95.5018,"Water was reported over sections of I-45 northbound where TXDOT reported flooding at the FM 1097 intersection.||Record pool levels on Lake Conroe required downstream releases that flooded numerous downstream homes, businesses and vehicles. Major flooding occurred along the San Jacinto River and the east Fork of the San Jacinto and its tributaries inundated tens to hundreds of residential subdivisions. There were hundreds of flooded homes along Lake, Spring, Peach and Caney Creeks.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",76
720469,MONTGOMERY CO.,LAKE CONROE DAM,08/26/2017,800,Flash Flood, , ,0,0,0,0,TX,CST-6, ,119753,C,339,HGX,0,0,Law Enforcement,Heavy Rain / Tropical System, , ,3,NNE,4,N,CONROE ARPT,08/26/2017,1030,30.3872,-95.5275,30.405,-95.4108,"There were impassable roads due to high water at Horseshoe Circle and Painted Blvd off the Grand Parkway, 19000 block of David Memorial from Sam's Club to Shenandoah Park, the 11000 block of River Oaks Drive, the 45 northbound lanes at Highway 242 and Hines Road in Willis.||Record pool levels on Lake Conroe required downstream releases that flooded numerous downstream homes, businesses and vehicles. Major flooding occurred along the San Jacinto River and the east Fork of the San Jacinto and its tributaries inundated tens to hundreds of residential subdivisions. There were hundreds of flooded homes along Lake, Spring, Peach and Caney Creeks.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",77
728401,MONTGOMERY CO.,SHENANDOAH,08/26/2017,808,Flash Flood, , ,0,0,0,0,TX,CST-6, ,119753,C,339,HGX,0,0,Department of Highways,Heavy Rain / Tropical System, , ,1,WSW,2,WNW,WILLIS,08/26/2017,1000,30.1642,-95.4726,30.4249,-95.5062,"Heavy rain from first rain band caused flash flooding on portions of Interstate 45 between The Woodlands and Conroe with several reports of roads impassable.","Harvey made landfall as a category 4 hurricane near Rockport, Texas during the evening of August 25th. The storm then weakened to a tropical storm and slowed,  looping back and tracking over SE Texas then back over the Gulf of Mexico making a second landfall along the Louisiana coast during the early morning hours of August 30th. Over that 5 day period over Southeast Texas TS Harvey produced catastrophic flooding with a large area of 30 to 60 inches of rain, 23 tornadoes, tropical storm force winds and a moderate storm surge near Matagorda Bay.  In some of the heavier bands rain fell at a rate of over 5 inches per hour. This copious record amount of rain over a  led to catastrophic flooding. Thousands of homes, businesses, and roads were flooded due to flash flooding and sheet flow from long duration intense rain. Main stem rivers and adjoining tributaries, creeks and bayous reached full capacity and came out of their banks and this also contributed to the massive flooding across southeastern Texas.",78
720274,BASTROP (ZONE), ,08/26/2017,914,Tropical Storm, , ,0,0,0,0,TX,CST-6, ,120216,Z,193,EWX,0,0,Official NWS Observations, , , , , , , , ,08/27/2017,713, , , , ,"Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. ||A number of places in Fayette, Lavaca, and Bastrop Counties received 20 or more inches of rain. Tropical storm force winds with estimated gusts up to 60 mph caused damage across the region. Trees and branches were knocked down by the winds. Some of these in turn knocked down power lines causing power outages. 100 People were evacuated in Bastrop County.  Rainfall over the far western side of Bastrop County was about 12 inches, while the Smithville area had a 7 day rain total of nearly 24 inches.  The Colorado River at Smithville crested near 32 feet on August 28, flooding about 60 homes in the Smithville area.  There were about 150 low water crossings underwater and many roads were damaged.  Overall estimates to damage in the county are about 1.5 million dollars, about a million of that coming from damage to roads and bridges.","Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. The maximum sustained winds were 46 mph recorded at Austin Bergstrom International Airport and at two private weather stations, one near Yorktown and the other near Smiley. The maximum recorded wind gusts were 58 mph at New Braunfels Airport, Randolph AFB, and at a private weather station near Smiley. The highest rainfall total was 29.19 inches outside of LaGrange in Fayette County. A number of places in Fayette, Lavaca, and Bastrop Counties received 20 or more inches of rain. Tropical storm force winds with estimated gusts up to 60 mph caused damage across the region. Trees and branches were knocked down by the winds. Some of these in turn knocked down power lines causing power outages in Bastrop, Comal, Hays, and Guadalupe Counties. At one point, 15,000 customers in Comal County were without power. There was also some minor structural damage in Caldwell, Comal, and Lavaca Counties. Maximum rainfall totals in these counties ranged from 4.67 inches in Bexar to 29.19 in Fayette. Flooding and flash flooding forced 608 people to be evacuated from their homes. Most of these, 400, were in Fayette County.",79
720278,FAYETTE (ZONE), ,08/26/2017,914,Tropical Storm, , ,0,0,0,0,TX,CST-6, ,120216,Z,209,EWX,0,0,Official NWS Observations, , , , , , , , ,08/27/2017,713, , , , ,"Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. ||Tropical Storm force winds and winds gusts caused minor tree damage.  A few trees were uprooted. The highest rainfall total was 29.19 inches outside of LaGrange in Fayette County. Most locations in Fayette County received 20 or more inches of rain.  Heavy rain and flooding caused the evacuation of about 400 residents as the Colorado River at LaGrange rose to 54.2 feet. This was the third highest crest ever. Much of the city below Waters Street was flooded. Schools in the Fayetteville Independent School District sustained $80,000 damage. There were roughly 400 impacted homes across the county, 200 had substantial flood damage, 150 moderate damage, and 50 minor damage.  About 2 dozen businesses in and near LaGrange sustained major flood damage.  Flooding was mainly along the Colorado River from Bastrop County all the way through Fayette County.  Additional flooding and homes flooded along Buckners Creek in LaGrange and Cummins Creek near Round Top area. 5 to 6 homes flooded near Fayetteville.  Infrastructure loss from roads and bridges across the county is about $500K.  Insured/uninsured losses is unknown but is likely in the tens of millions.","Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. The maximum sustained winds were 46 mph recorded at Austin Bergstrom International Airport and at two private weather stations, one near Yorktown and the other near Smiley. The maximum recorded wind gusts were 58 mph at New Braunfels Airport, Randolph AFB, and at a private weather station near Smiley. The highest rainfall total was 29.19 inches outside of LaGrange in Fayette County. A number of places in Fayette, Lavaca, and Bastrop Counties received 20 or more inches of rain. Tropical storm force winds with estimated gusts up to 60 mph caused damage across the region. Trees and branches were knocked down by the winds. Some of these in turn knocked down power lines causing power outages in Bastrop, Comal, Hays, and Guadalupe Counties. At one point, 15,000 customers in Comal County were without power. There was also some minor structural damage in Caldwell, Comal, and Lavaca Counties. Maximum rainfall totals in these counties ranged from 4.67 inches in Bexar to 29.19 in Fayette. Flooding and flash flooding forced 608 people to be evacuated from their homes. Most of these, 400, were in Fayette County.",80
798844,LEE CO.,FEDOR,08/26/2017,914,Flood, , ,0,0,250000,0,TX,CST-6, ,120216,C,287,EWX,0,0,Emergency Manager,Heavy Rain / Tropical System, , ,1,SW,3,SW,OLD DIME BOX,08/27/2017,713,30.3153,-97.0564,30.3539,-96.8829,"The largest impact across Lee County with Harvey was the rainfall where as much as 20 inches fell near Giddings.  The southern half of the county experienced the worst flooding with 25 homes being impacted, many of those having experienced major damage.  The tropical storm force winds did bring some trees down across the county.  Damage from the flooding is estimated to be near 250K dollars.","Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. The maximum sustained winds were 46 mph recorded at Austin Bergstrom International Airport and at two private weather stations, one near Yorktown and the other near Smiley. The maximum recorded wind gusts were 58 mph at New Braunfels Airport, Randolph AFB, and at a private weather station near Smiley. The highest rainfall total was 29.19 inches outside of LaGrange in Fayette County. A number of places in Fayette, Lavaca, and Bastrop Counties received 20 or more inches of rain. Tropical storm force winds with estimated gusts up to 60 mph caused damage across the region. Trees and branches were knocked down by the winds. Some of these in turn knocked down power lines causing power outages in Bastrop, Comal, Hays, and Guadalupe Counties. At one point, 15,000 customers in Comal County were without power. There was also some minor structural damage in Caldwell, Comal, and Lavaca Counties. Maximum rainfall totals in these counties ranged from 4.67 inches in Bexar to 29.19 in Fayette. Flooding and flash flooding forced 608 people to be evacuated from their homes. Most of these, 400, were in Fayette County.",81
720283,LAVACA (ZONE), ,08/26/2017,914,Tropical Storm, , ,0,0,100000,0,TX,CST-6, ,120216,Z,225,EWX,0,0,Official NWS Observations, , , , , , , , ,08/27/2017,713, , , , ,"Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. ||The area received sustained Tropical Storm force winds with many gusts well over 50 mph.  Several trees were down across the county including some structural damage noted in Yoakum and Shiner.  The Navidad River reached record heights at both Sublime and Speaks.  The high water mainly affected floodplain and no structures were directly impacted.  Some roads were closed due to high water in the river, but also from the high rain totals across the county.  The highest rain total was 20 inches of rain near Shiner.  Other areas to the south likely received 15 to 20  inches based on radar estimates.","Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. The maximum sustained winds were 46 mph recorded at Austin Bergstrom International Airport and at two private weather stations, one near Yorktown and the other near Smiley. The maximum recorded wind gusts were 58 mph at New Braunfels Airport, Randolph AFB, and at a private weather station near Smiley. The highest rainfall total was 29.19 inches outside of LaGrange in Fayette County. A number of places in Fayette, Lavaca, and Bastrop Counties received 20 or more inches of rain. Tropical storm force winds with estimated gusts up to 60 mph caused damage across the region. Trees and branches were knocked down by the winds. Some of these in turn knocked down power lines causing power outages in Bastrop, Comal, Hays, and Guadalupe Counties. At one point, 15,000 customers in Comal County were without power. There was also some minor structural damage in Caldwell, Comal, and Lavaca Counties. Maximum rainfall totals in these counties ranged from 4.67 inches in Bexar to 29.19 in Fayette. Flooding and flash flooding forced 608 people to be evacuated from their homes. Most of these, 400, were in Fayette County.",82
720276,CALDWELL (ZONE), ,08/26/2017,914,Tropical Storm, , ,0,0,0,0,TX,CST-6, ,120216,Z,208,EWX,0,0,Official NWS Observations, , , , , , , , ,08/27/2017,713, , , , ,"Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. ||Winds gusted to well over 50 mph across Caldwell County bringing some minor damage to trees and buildings.  Minor structural damage was noted. The highest rainfall totals recorded across Caldwell County were between 15-20 inches across mainly north and east sections of the County.  A few people were evacuated downstream of a small dam. ||Heavy rain from Tropical Storm Harvey caused major flooding around the county. At one time, 140 roads were closed the most ever recorded. The emergency manager estimated that 75% of the county's roads were damaged by flooding. The cost of the damage to roads and dams was estimated at $10 million. There were 18 homes destroyed and another 198 damaged by flood water with a total cost of $2.85 million.","Hurricane Harvey moved onshore as a Category 4 hurricane over San Jose Island east of Rockport during the late evening of August 25th. Harvey moved inland entering southern DeWitt County during the morning of August 26th  as a Category 1 hurricane. It continued to weaken as it moved farther inland eventually reaching south central Gonzales County as a tropical storm during the late evening of August 26th. The center of the storm made a loop through Gonzales, Karnes, and DeWitt Counties before exiting our County Warning Area during the afternoon of August 27th moving into Victoria County. The maximum sustained winds were 46 mph recorded at Austin Bergstrom International Airport and at two private weather stations, one near Yorktown and the other near Smiley. The maximum recorded wind gusts were 58 mph at New Braunfels Airport, Randolph AFB, and at a private weather station near Smiley. The highest rainfall total was 29.19 inches outside of LaGrange in Fayette County. A number of places in Fayette, Lavaca, and Bastrop Counties received 20 or more inches of rain. Tropical storm force winds with estimated gusts up to 60 mph caused damage across the region. Trees and branches were knocked down by the winds. Some of these in turn knocked down power lines causing power outages in Bastrop, Comal, Hays, and Guadalupe Counties. At one point, 15,000 customers in Comal County were without power. There was also some minor structural damage in Caldwell, Comal, and Lavaca Counties. Maximum rainfall totals in these counties ranged from 4.67 inches in Bexar to 29.19 in Fayette. Flooding and flash flooding forced 608 people to be evacuated from their homes. Most of these, 400, were in Fayette County.",83
