OBJECTID_1,GEOID,STATE,STUSAB,STATE_NAME,COUNTY,NAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
2241,48287,48,TX,Texas,287,Lee,7792,6159,79.04,1633,20.96,4958,80.5,1062,21.42,2020,40.74,792,15.97,494,9.96,441,8.89,149,3.01,1201,19.5,275,22.9,386,32.14,284,23.65,184,15.32,27,2.25,45,3.75,1337,21.71,2406,39.06,1076,17.47,678,11.01,468,7.6,194,3.15,1988,93,1.19,338,4.34,1858,23.84,5503,70.62,5.8,6.1,4.9,5503,70.62,87,1.12,285,3.66,122,1.57,79,1.01,1716,22.02,4958,3866,77.97,33,0.67,44,0.89,0,0,0,0,1015,20.47,1201,582,48.46,34,2.83,232,19.32,79,6.58,79,6.58,195,16.24,1451,29.27,1806,36.43,1318,26.58,383,7.72,264,21.98,467,38.88,365,30.39,105,8.74,470,39.13,1715,27.85,2273,36.91,1683,27.33,488,7.92,1,0.08,1,100,0,0,0,0,0,0,0,0,121,10.07,3,2.48,20,16.53,98,80.99,0,0,0,0,372,30.97,0,0,30,8.06,236,63.44,78,20.97,28,7.53,707,58.87,0,0,102,14.43,173,24.47,281,39.75,151,21.36,176,14.65,76,6.33,331,27.56,120,9.99,271,22.56,14,1.17,0,0,34,2.83,0,0,0,0,179,14.9,654,51,1.03,76,1.53,941,18.98,3890,78.46,1,0.08,121,10.07,372,30.97,707,58.87,162800,201900,144600,4487,1667,5,0,0,1134,22.87,5,0.1,0,0,0,0,3819,77.03,533,44.38,0,0,0,0,0,0,668,55.62,2210914028,267315.0411
2259,48151,48,TX,Texas,151,Fisher,2236,1676,74.96,560,25.04,1263,75.36,379,30.01,495,39.19,183,14.49,85,6.73,82,6.49,39,3.09,413,24.64,108,26.15,123,29.78,98,23.73,19,4.6,65,15.74,0,0,487,29.06,618,36.87,281,16.77,104,6.21,147,8.77,39,2.33,1969,19,0.85,64,2.86,707,31.62,1446,64.67,5.7,6,4.9,1922,85.96,26,1.16,107,4.79,9,0.4,0,0,172,7.69,1263,1162,92,4,0.32,6,0.48,0,0,0,0,91,7.21,413,274,66.34,22,5.33,86,20.82,9,2.18,0,0,22,5.33,109,8.63,121,9.58,749,59.3,284,22.49,4,0.97,65,15.74,304,73.61,40,9.69,344,83.29,113,6.74,186,11.1,1053,62.83,324,19.33,0,0,0,0,0,0,0,0,0,0,0,0,27,6.54,6,22.22,17,62.96,0,0,4,14.81,0,0,163,39.47,23,14.11,35,21.47,87,53.37,9,5.52,9,5.52,223,54,17,7.62,8,3.59,121,54.26,0,0,77,34.53,230,55.69,60,14.53,20,4.84,4,0.97,0,0,0,0,9,2.18,0,0,0,0,4,0.97,86,20.82,380,4,0.32,24,1.9,322,25.49,913,72.29,0,0,27,6.54,163,39.47,223,54,63900,98300,56200,1395,275,6,0,0,125,9.9,6,0.48,0,0,0,0,1132,89.63,150,36.32,0,0,0,0,0,0,263,63.68,3310553986,230096.3793
2260,48153,48,TX,Texas,153,Floyd,2966,2184,73.63,782,26.37,1631,74.68,380,23.3,614,37.65,255,15.63,109,6.68,181,11.1,92,5.64,553,25.32,149,26.94,132,23.87,116,20.98,77,13.92,79,14.29,0,0,529,24.22,746,34.16,371,16.99,186,8.52,260,11.9,92,4.21,1965,60,2.02,155,5.23,885,29.84,1866,62.91,5.7,6.1,4.6,2583,87.09,9,0.3,185,6.24,65,2.19,11,0.37,113,3.81,1631,1539,94.36,9,0.55,3,0.18,0,0,0,0,80,4.9,553,310,56.06,0,0,159,28.75,65,11.75,11,1.99,8,1.45,59,3.62,164,10.06,1016,62.29,392,24.03,16,2.89,163,29.48,266,48.1,108,19.53,374,67.63,75,3.43,327,14.97,1282,58.7,500,22.89,37,6.69,0,0,0,0,0,0,37,100,0,0,56,10.13,15,26.79,30,53.57,11,19.64,0,0,0,0,249,45.03,0,0,66,26.51,69,27.71,28,11.24,86,34.54,211,38.16,0,0,58,27.49,99,46.92,9,4.27,45,21.33,268,48.46,58,10.49,6,1.08,16,2.89,0,0,16,2.89,21,3.8,0,0,0,0,37,6.69,131,23.69,426,0,0,25,1.53,372,22.81,1234,75.66,37,6.69,56,10.13,249,45.03,211,38.16,70300,85000,55500,1820,364,0,0,0,218,13.37,0,0,0,0,0,0,1413,86.63,146,26.4,0,0,0,0,0,0,407,73.6,3755996700,245562.931
2261,48155,48,TX,Texas,155,Foard,829,509,61.4,320,38.6,420,82.51,133,31.67,180,42.86,64,15.24,25,5.95,15,3.57,3,0.71,89,17.49,23,25.84,61,68.54,0,0,0,0,5,5.62,0,0,156,30.65,241,47.35,64,12.57,25,4.91,20,3.93,3,0.59,1966,4,0.48,97,11.7,229,27.62,499,60.19,5.2,5.4,4.1,666,80.34,3,0.36,62,7.48,0,0,0,0,98,11.82,420,392,93.33,3,0.71,0,0,0,0,0,0,25,5.95,89,44,49.44,0,0,45,50.56,0,0,0,0,0,0,11,2.62,78,18.57,172,40.95,159,37.86,10,11.24,4,4.49,62,69.66,13,14.61,75,84.27,21,4.13,82,16.11,234,45.97,172,33.79,0,0,0,0,0,0,0,0,0,0,0,0,29,32.58,13,44.83,10,34.48,6,20.69,0,0,0,0,28,31.46,0,0,14,50,3,10.71,2,7.14,9,32.14,32,35.96,0,0,0,0,10,31.25,10,31.25,12,37.5,53,59.55,0,0,3,3.37,0,0,0,0,10,11.24,2,2.25,0,0,0,0,0,0,21,23.6,333,0,0,33,7.86,90,21.43,297,70.71,0,0,29,32.58,28,31.46,32,35.96,48500,85800,42100,396,113,0,0,0,85,20.24,0,0,0,0,0,0,335,79.76,28,31.46,0,0,0,0,0,0,61,68.54,2671964019,291134.5302
2262,48157,48,TX,Texas,157,Fort Bend,260936,248299,95.16,12637,4.84,192555,77.55,21538,11.19,57797,30.02,36961,19.2,45220,23.48,20298,10.54,10741,5.58,55744,22.45,14563,26.12,14193,25.46,10002,17.94,9176,16.46,4690,8.41,3120,5.6,36101,14.54,71990,28.99,46963,18.91,54396,21.91,24988,10.06,13861,5.58,1997,2645,1.01,13730,5.26,23725,9.09,220836,84.63,6.9,7.4,4.8,220905,84.66,5169,1.98,2730,1.05,11807,4.52,13173,5.05,7152,2.74,192555,184665,95.9,3137,1.63,298,0.15,117,0.06,160,0.08,4178,2.17,55744,27511,49.35,1477,2.65,2300,4.13,10411,18.68,11848,21.25,2197,3.94,107827,56,59845,31.08,23281,12.09,1602,0.83,24538,44.02,19918,35.73,9883,17.73,1405,2.52,11288,20.25,132365,53.31,79763,32.12,33164,13.36,3007,1.21,1603,2.88,14,0.87,5,0.31,262,16.34,1176,97712.41,146,9.11,11436,20.52,65,0.57,212,1.85,2542,22.23,8424,73.66,193,1.69,14332,25.71,90,0.63,189,1.32,2241,15.64,11078,77.3,734,5.12,28373,50.9,111,0.39,125,0.44,1739,6.13,23034,81.18,3364,11.86,1594,2.86,1009,1.81,1567,2.81,1827,3.28,3031,5.44,4486,8.05,10678,19.16,10290,18.46,10595,19.01,6230,11.18,4437,7.96,1286,821,0.43,774,0.4,6941,3.6,184019,95.57,1603,2.88,11436,20.52,14332,25.71,28373,50.9,277600,282300,267300,181070,63477,3586,157,9,40333,20.95,1208,0.63,149,0.08,9,0,150856,78.34,23144,41.52,2378,4.27,8,0.01,0,0,30214,54.2,3038872234,299258.0887
2263,48159,48,TX,Texas,159,Franklin,5841,3960,67.8,1881,32.2,3285,82.95,615,18.72,1547,47.09,418,12.72,406,12.36,184,5.6,115,3.5,675,17.05,223,33.04,144,21.33,124,18.37,75,11.11,59,8.74,50,7.41,838,21.16,1691,42.7,542,13.69,481,12.15,243,6.14,165,4.17,1985,173,2.96,277,4.74,1282,21.95,4109,70.35,5.6,5.9,4.7,4917,84.18,95,1.63,107,1.83,23,0.39,85,1.46,614,10.51,3285,2888,87.91,69,2.1,0,0,0,0,0,0,328,9.98,675,356,52.74,26,3.85,96,14.22,23,3.41,40,5.93,134,19.85,977,29.74,1220,37.14,810,24.66,278,8.46,92,13.63,323,47.85,204,30.22,56,8.3,260,38.52,1069,26.99,1543,38.96,1014,25.61,334,8.43,44,6.52,0,0,0,0,44,100,0,0,0,0,42,6.22,10,23.81,6,14.29,21,50,5,11.9,0,0,229,33.93,0,0,5,2.18,206,89.96,3,1.31,15,6.55,360,53.33,0,0,0,0,191,53.06,115,31.94,54,15,149,22.07,144,21.33,172,25.48,64,9.48,55,8.15,5,0.74,12,1.78,0,0,0,0,5,0.74,69,10.22,612,52,1.58,174,5.3,583,17.75,2476,75.37,44,6.52,42,6.22,229,33.93,360,53.33,144300,172000,134900,3100,806,46,8,0,547,16.65,6,0.18,8,0.24,0,0,2724,82.92,259,38.37,40,5.93,0,0,0,0,376,55.7,1092712677,177867.1332
2264,48161,48,TX,Texas,161,Freestone,9565,6736,70.42,2829,29.58,5208,77.32,1240,23.81,2040,39.17,682,13.1,631,12.12,378,7.26,237,4.55,1528,22.68,481,31.48,360,23.56,411,26.9,125,8.18,135,8.84,16,1.05,1721,25.55,2400,35.63,1093,16.23,756,11.22,513,7.62,253,3.76,1985,105,1.1,502,5.25,2331,24.37,6627,69.28,5.4,5.6,4.9,6727,70.33,20,0.21,175,1.83,137,1.43,21,0.22,2485,25.98,5208,3847,73.87,9,0.17,0,0,0,0,0,0,1352,25.96,1528,806,52.75,11,0.72,106,6.94,126,8.25,21,1.37,458,29.97,1415,27.17,1783,34.24,1657,31.82,353,6.78,173,11.32,761,49.8,328,21.47,266,17.41,594,38.87,1588,23.57,2544,37.77,1985,29.47,619,9.19,17,1.11,0,0,0,0,9,52.94,3,300,5,29.41,160,10.47,19,11.88,37,23.13,62,38.75,0,0,42,26.25,432,28.27,19,4.4,22,5.09,345,79.86,1,0.23,45,10.42,919,60.14,0,0,3,0.33,379,41.24,131,14.25,406,44.18,554,36.26,150,9.82,189,12.37,49,3.21,33,2.16,27,1.77,28,1.83,0,0,0,0,0,0,498,32.59,492,20,0.38,229,4.4,825,15.84,4134,79.38,17,1.11,160,10.47,432,28.27,919,60.14,116800,139300,104700,5106,1608,19,3,0,1050,20.16,10,0.19,2,0.04,0,0,4146,79.61,558,36.52,9,0.59,1,0.07,0,0,960,62.83,3201480705,298707.5345
2265,48215,48,TX,Texas,215,Hidalgo,281380,243878,86.67,37502,13.33,165793,67.98,23453,14.15,43585,26.29,27783,16.76,30156,18.19,21491,12.96,19325,11.66,78085,32.02,17655,22.61,18714,23.97,14226,18.22,12020,15.39,8393,10.75,7077,9.06,41108,16.86,62299,25.55,42009,17.23,42176,17.29,29884,12.25,26402,10.83,1997,6668,2.37,25581,9.09,78726,27.98,170405,60.56,5,5.3,4.1,185382,65.88,4452,1.58,25824,9.18,15263,5.42,6974,2.48,43485,15.45,165793,139365,84.06,2111,1.27,954,0.58,151,0.09,72,0.04,23140,13.96,78085,29237,37.44,1924,2.46,20920,26.79,12022,15.4,5998,7.68,7984,10.22,69428,41.88,62621,37.77,29690,17.91,4054,2.45,33715,43.18,27544,35.27,14897,19.08,1929,2.47,16826,21.55,103143,42.29,90165,36.97,44587,18.28,5983,2.45,3282,4.2,225,6.86,642,19.56,1797,54.75,334,31900.46,284,8.65,11706,14.99,1554,13.28,2827,24.15,6192,52.9,507,4.33,626,5.35,35466,45.42,1190,3.36,4070,11.48,23713,66.86,4240,11.96,2253,6.35,27631,35.39,457,1.65,2081,7.53,11261,40.75,9185,33.24,4647,16.82,22503,28.82,12806,16.4,10989,14.07,8914,11.42,5336,6.83,2284,2.93,4719,6.04,1694,2.17,707,0.91,323,0.41,7810,10,598,2181,1.32,5891,3.55,28844,17.4,128877,77.73,3282,4.2,11706,14.99,35466,45.42,27631,35.39,90000,121600,72500,151035,80349,11823,646,25,45850,27.65,5012,3.02,297,0.18,0,0,114634,69.14,34499,44.18,6811,8.72,349,0.45,25,0.03,36401,46.62,5128451349,388382.0603
2266,48217,48,TX,Texas,217,Hill,16409,13094,79.8,3315,20.2,9527,72.76,2184,22.92,3646,38.27,1416,14.86,1249,13.11,598,6.28,434,4.56,3567,27.24,1151,32.27,891,24.98,751,21.05,392,10.99,249,6.98,133,3.73,3335,25.47,4537,34.65,2167,16.55,1641,12.53,847,6.47,567,4.33,1980,452,2.75,1507,9.18,4563,27.81,9887,60.25,5.5,5.8,4.5,12182,74.24,138,0.84,656,4,416,2.54,222,1.35,2795,17.03,9527,7844,82.33,42,0.44,6,0.06,13,0.14,0,0,1622,17.03,3567,1752,49.12,96,2.69,559,15.67,362,10.15,189,5.3,609,17.07,2763,29,2973,31.21,2470,25.93,1321,13.87,613,17.19,1193,33.45,1437,40.29,324,9.08,1761,49.37,3376,25.78,4166,31.82,3907,29.84,1645,12.56,145,4.07,8,5.52,38,26.21,57,39.31,28,2800,14,9.66,689,19.32,49,7.11,215,31.2,362,52.54,7,1.02,56,8.13,1321,37.03,15,1.14,148,11.2,822,62.23,181,13.7,155,11.73,1412,39.59,26,1.84,38,2.69,573,40.58,448,31.73,327,23.16,955,26.77,595,16.68,645,18.08,322,9.03,227,6.36,151,4.23,105,2.94,15,0.42,0,0,0,0,552,15.48,590,119,1.25,462,4.85,2226,23.37,6720,70.54,145,4.07,689,19.32,1321,37.03,1412,39.59,112200,149500,88600,9628,3147,291,28,0,1881,19.74,108,1.13,25,0.26,0,0,7513,78.86,1266,35.49,183,5.13,3,0.08,0,0,2115,59.29,3559612206,306465.0317
2267,48219,48,TX,Texas,219,Hockley,9392,8071,85.93,1321,14.07,5901,73.11,1490,25.25,2021,34.25,903,15.3,768,13.01,355,6.02,364,6.17,2170,26.89,739,34.06,471,21.71,378,17.42,300,13.82,155,7.14,127,5.85,2229,27.62,2492,30.88,1281,15.87,1068,13.23,510,6.32,491,6.08,1976,77,0.82,609,6.48,2390,25.45,6316,67.25,5.3,5.6,4.3,6989,74.41,41,0.44,357,3.8,340,3.62,125,1.33,1540,16.4,5901,4839,82,27,0.46,8,0.14,18,0.31,44,0.75,965,16.35,2170,1214,55.94,14,0.65,317,14.61,237,10.92,72,3.32,316,14.56,851,14.42,1674,28.37,2838,48.09,538,9.12,279,12.86,636,29.31,1045,48.16,210,9.68,1255,57.83,1130,14,2310,28.62,3883,48.11,748,9.27,16,0.74,0,0,6,37.5,0,0,10,1000,0,0,359,16.54,56,15.6,70,19.5,213,59.33,0,0,20,5.57,908,41.84,43,4.74,100,11.01,582,64.1,51,5.62,132,14.54,887,40.88,0,0,28,3.16,304,34.27,386,43.52,169,19.05,842,38.8,364,16.77,143,6.59,216,9.95,147,6.77,17,0.78,102,4.7,1,0.05,17,0.78,0,0,321,14.79,515,6,0.1,107,1.81,1099,18.62,4689,79.46,16,0.74,359,16.54,908,41.84,887,40.88,92900,124900,70800,6206,1734,131,0,0,1085,18.39,32,0.54,0,0,0,0,4784,81.07,649,29.91,99,4.56,0,0,0,0,1422,65.53,3401412846,233316.4218
2268,48221,48,TX,Texas,221,Hood,26651,23215,87.11,3436,12.89,18462,79.53,3555,19.26,8673,46.98,2938,15.91,1909,10.34,872,4.72,515,2.79,4753,20.47,1833,38.57,1286,27.06,655,13.78,607,12.77,146,3.07,226,4.75,5388,23.21,9959,42.9,3593,15.48,2516,10.84,1018,4.39,741,3.19,1990,354,1.33,1408,5.28,5015,18.82,19874,74.57,5.5,5.9,4.5,18946,71.09,522,1.96,572,2.15,739,2.77,893,3.35,4979,18.68,18462,15340,83.09,109,0.59,16,0.09,48,0.26,0,0,2949,15.97,4753,1551,32.63,341,7.17,449,9.45,474,9.97,766,16.12,1172,24.66,7007,37.95,7510,40.68,3467,18.78,478,2.59,1541,32.42,2023,42.56,1032,21.71,157,3.3,1189,25.02,8548,36.82,9533,41.06,4499,19.38,635,2.74,146,3.07,62,42.47,12,8.22,16,10.96,46,2911.64,10,6.85,881,18.54,68,7.72,10,1.14,505,57.32,276,31.33,22,2.5,1618,34.04,47,2.9,30,1.85,547,33.81,924,57.11,70,4.33,2108,44.35,49,2.32,29,1.38,786,37.29,983,46.63,261,12.38,655,13.78,368,7.74,586,12.33,457,9.61,350,7.36,449,9.45,737,15.51,472,9.93,126,2.65,190,4,363,7.64,837,152,0.82,314,1.7,2346,12.71,15650,84.77,146,3.07,881,18.54,1618,34.04,2108,44.35,208700,223200,183700,17587,5312,247,69,0,3097,16.77,63,0.34,7,0.04,0,0,15295,82.85,2215,46.6,184,3.87,62,1.3,0,0,2292,48.22,1592612931,166526.9655
2269,48223,48,TX,Texas,223,Hopkins,15441,13514,87.52,1927,12.48,9347,69.17,2028,21.7,3634,38.88,1218,13.03,1791,19.16,418,4.47,258,2.76,4167,30.83,1234,29.61,1125,27,636,15.26,453,10.87,584,14.01,135,3.24,3262,24.14,4759,35.22,1854,13.72,2244,16.61,1002,7.41,393,2.91,1976,271,1.76,1367,8.85,3272,21.19,10531,68.2,5.5,5.8,4.7,11437,74.07,239,1.55,396,2.56,843,5.46,479,3.1,2047,13.26,9347,7789,83.33,80,0.86,0,0,8,0.09,0,0,1470,15.73,4167,2340,56.16,159,3.82,360,8.64,598,14.35,465,11.16,245,5.88,2517,26.93,2959,31.66,2814,30.11,1057,11.31,817,19.61,907,21.77,1831,43.94,612,14.69,2443,58.63,3334,24.67,3866,28.61,4645,34.37,1669,12.35,179,4.3,0,0,88,49.16,77,43.02,3,300,11,6.15,845,20.28,69,8.17,67,7.93,675,79.88,31,3.67,3,0.36,1297,31.13,24,1.85,44,3.39,895,69.01,93,7.17,241,18.58,1846,44.3,8,0.43,4,0.22,615,33.32,859,46.53,360,19.5,773,18.55,661,15.86,526,12.62,609,14.61,426,10.22,106,2.54,330,7.92,47,1.13,34,0.82,40,0.96,615,14.76,663,64,0.68,275,2.94,1486,15.9,7522,80.48,179,4.3,845,20.28,1297,31.13,1846,44.3,119600,128800,112000,10231,3161,112,10,0,1711,18.31,35,0.37,0,0,0,0,7601,81.32,1450,34.8,77,1.85,10,0.24,0,0,2630,63.11,2937098579,281677.0118
2270,48225,48,TX,Texas,225,Houston,11804,8234,69.76,3570,30.24,5797,70.4,1609,27.76,2364,40.78,748,12.9,749,12.92,252,4.35,75,1.29,2437,29.6,918,37.67,591,24.25,467,19.16,140,5.74,146,5.99,175,7.18,2527,30.69,2955,35.89,1215,14.76,889,10.8,398,4.83,250,3.04,1976,134,1.14,921,7.8,4092,34.67,6657,56.4,5.2,5.5,4.4,8336,70.62,74,0.63,432,3.66,126,1.07,124,1.05,2712,22.98,5797,4676,80.66,37,0.64,4,0.07,0,0,0,0,1080,18.63,2437,1349,55.35,0,0,383,15.72,105,4.31,124,5.09,476,19.53,1001,17.27,1641,28.31,2440,42.09,715,12.33,212,8.7,773,31.72,1203,49.36,249,10.22,1452,59.58,1213,14.73,2414,29.32,3643,44.24,964,11.71,36,1.48,23,63.89,0,0,13,36.11,0,0,0,0,467,19.16,20,4.28,130,27.84,215,46.04,45,9.64,57,12.21,1028,42.18,5,0.49,230,22.37,636,61.87,24,2.33,133,12.94,906,37.18,11,1.21,38,4.19,511,56.4,126,13.91,220,24.28,1127,46.25,356,14.61,263,10.79,213,8.74,23,0.94,0,0,7,0.29,0,0,0,0,38,1.56,410,16.82,458,39,0.67,50,0.86,1556,26.84,4152,71.62,36,1.48,467,19.16,1028,42.18,906,37.18,107500,134800,95900,5614,2405,200,15,0,1262,21.77,19,0.33,0,0,0,0,4516,77.9,1143,46.9,181,7.43,15,0.62,0,0,1098,45.06,4401983147,373814.9598
2271,48227,48,TX,Texas,227,Howard,13200,11354,86.02,1846,13.98,7536,66.37,2040,27.07,2430,32.25,1180,15.66,955,12.67,712,9.45,219,2.91,3818,33.63,1633,42.77,837,21.92,599,15.69,499,13.07,169,4.43,81,2.12,3673,32.35,3267,28.77,1779,15.67,1454,12.81,881,7.76,300,2.64,1969,133,1.01,1510,11.44,3464,26.24,8093,61.31,5.4,5.8,4.4,9986,75.65,298,2.26,349,2.64,648,4.91,852,6.45,1067,8.08,7536,6756,89.65,20,0.27,24,0.32,0,0,0,0,736,9.77,3818,1981,51.89,278,7.28,193,5.06,538,14.09,676,17.71,152,3.98,698,9.26,1120,14.86,4476,59.39,1242,16.48,394,10.32,677,17.73,2408,63.07,339,8.88,2747,71.95,1092,9.62,1797,15.83,6884,60.63,1581,13.92,77,2.02,8,10.39,0,0,35,45.45,30,1322.08,4,5.19,1061,27.79,84,7.92,220,20.74,619,58.34,89,8.39,49,4.62,1293,33.87,23,1.78,17,1.31,748,57.85,462,35.73,43,3.33,1387,36.33,17,1.23,58,4.18,527,38,543,39.15,242,17.45,734,19.22,538,14.09,370,9.69,351,9.19,646,16.92,356,9.32,233,6.1,135,3.54,77,2.02,40,1.05,338,8.85,726,19,0.25,121,1.61,1404,18.63,5992,79.51,77,2.02,1061,27.79,1293,33.87,1387,36.33,103500,145100,79500,8658,2601,89,6,0,1139,15.11,39,0.52,6,0.08,0,0,6352,84.29,1462,38.29,50,1.31,0,0,0,0,2306,60.4,3287752283,229339.5559
2289,48163,48,TX,Texas,163,Frio,5991,4673,78,1318,22,3123,66.83,797,25.52,1041,33.33,491,15.72,543,17.39,166,5.32,85,2.72,1550,33.17,509,32.84,432,27.87,202,13.03,195,12.58,191,12.32,21,1.35,1306,27.95,1473,31.52,693,14.83,738,15.79,357,7.64,106,2.27,1988,38,0.63,532,8.88,1546,25.81,3875,64.68,5.4,5.7,4.8,4143,69.15,130,2.17,231,3.86,67,1.12,118,1.97,1302,21.73,3123,2607,83.48,31,0.99,0,0,0,0,0,0,485,15.53,1550,692,44.65,56,3.61,162,10.45,49,3.16,118,7.61,473,30.52,531,17,938,30.04,1395,44.67,259,8.29,237,15.29,819,52.84,465,30,29,1.87,494,31.87,768,16.43,1757,37.6,1860,39.8,288,6.16,38,2.45,0,0,12,31.58,4,10.53,0,0,22,57.89,155,10,2,1.29,19,12.26,110,70.97,0,0,24,15.48,545,35.16,30,5.5,4,0.73,251,46.06,65,11.93,195,35.78,812,52.39,4,0.49,115,14.16,165,20.32,209,25.74,319,39.29,303,19.55,142,9.16,115,7.42,122,7.87,46,2.97,55,3.55,144,9.29,0,0,63,4.06,0,0,560,36.13,629,0,0,288,9.22,535,17.13,2300,73.65,38,2.45,155,10,545,35.16,812,52.39,86000,116700,68900,3639,957,77,0,0,538,17.23,3,0.1,0,0,0,0,2582,82.68,419,27.03,74,4.77,0,0,0,0,1057,68.19,3844690237,249239.7207
