INSPECTION_ID,PROPERTY_ID,PROPERTY_NAME,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAME,COUNTY_CODE,STATE_NAME,STATE_CODE,ZIP,LATITUDE,LONGITUDE,LOCATION_QUALITY,INSPECTION_SCORE,INSPECTION_DATE
500202,800020943,HOUSTON HEIGHTS TOWERS,330 W 19th St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77008,29.802731,-95.402271,R,90,3/11/2013
500215,800219268,ALEMEDA VILLAS,2950 Alemeda St,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76108,32.732178,-97.48509,R,98,4/9/2013
500216,800216487,VISTAS of PINNACLE PARK,4599 W Davis St,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75211,32.749934,-96.897882,R,99,4/22/2013
500220,800021399,SUNSET HILLS APARTMENTS,900 Sunset Hls,San Augustine,,99999,San Augustine,405,TX,48,75972,31.539601,-94.121389,R,92,4/11/2013
500303,800226778,EAGLEBROOK,10855 Eagle Dr,Mont Belvieu,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Chambers,071,TX,48,77523,29.850617,-94.860692,R,98,1/22/2013
500544,800218285,DEER PARK APTS,5403 Sayle St,Greenville,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Hunt,231,TX,48,75402,33.115132,-96.11597,R,93,12/10/2013
500556,800021331,SETTEGAST HEIGHTS,7373 N Wayside Dr,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77028,29.828492,-95.284703,R,93,12/27/2013
500603,800217185,Villa Rodriguez,3270 Nacogdoches Rd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78217,29.527592,-98.435403,R,94,9/16/2013
500745,800217460,Springdale Estates Apts,1046 Springdale Rd,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78721,30.270265,-97.692739,R,92,11/25/2013
500830,800020749,CRICKET COURT,1102 58th St,Lubbock,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79412,33.541747,-101.847703,R,91,10/24/2013
500941,800220981,BRADFORD PLACE APTS,3501 Fm 3218,Commerce,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Hunt,231,TX,48,75428,33.225166,-95.889303,R,96,9/5/2013
500993,800213179,SILVER CREEK II,8359 Harwood Rd,North Richland Hills,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76180,32.842671,-97.204825,R,93,7/11/2013
501461,800220901,"NORTH PARK APTS, PHASE II",5603 Central Fwy,Wichita Falls,"Wichita Falls, TX Metropolitan Statistical Area",48660,Wichita,485,TX,48,76305,33.984565,-98.539865,R,92,9/3/2013
501484,800227184,ENCORE ON ALSBURY APTS,1350 SW Alsbury Blvd,Burleson,"Fort Worth-Arlington, TX Metropolitan Division",23104,Johnson,251,TX,48,76028,32.536832,-97.363472,R,99,6/18/2013
501840,800073899,TIMBERS OF TERRELL APTS.,201 Timber Ct,Terrell,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Kaufman,257,TX,48,75160,32.744757,-96.300294,R,93,2/20/2014
501955,800073897,CREEKWOOD PLACE APARTMENTS,485 Rolling Hills Pl,Lancaster,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75146,32.599694,-96.818446,R,90,5/14/2013
501971,800214067,INWOOD ON THE PARK,5720 Forest Park Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75235,32.819705,-96.840218,R,95,5/15/2013
502058,800074310,DAYTON PARK APARTMENTS,4490 N Cleveland St,Dayton,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Liberty,291,TX,48,77535,30.080423,-94.911409,R,93,8/19/2013
502091,800020772,CHRISTIAN VILLAGE,4225 Billie Bolin Dr,San Angelo,"San Angelo, TX Metropolitan Statistical Area",41660,Tom Green,451,TX,48,76904,31.421347,-100.48019,R,85,1/9/2014
502122,800073844,CLAREMONT APARTMENTS,2472 Highland Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75228,32.797854,-96.709602,R,90,9/11/2013
502279,800020646,ALICE VILLAGE APARTMENTS,123 Terrell St,Alice,"Alice, TX Micropolitan Statistical Area",10860,Jim Wells,249,TX,48,78332,27.761311,-98.077275,R,92,11/20/2013
502291,800216496,WEDGEWOOD SOUTH ASSISTED LIVING FACILITY,9812 Vinton Ave,Lubbock,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79424,33.504631,-101.918086,R,92,10/21/2013
502344,800074071,SILVER CREEK,8359 Harwood Rd,North Richland Hills,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76180,32.842671,-97.204825,R,91,7/11/2013
502377,800021140,NORTHRIDGE RET CENTER,100 NE 27th St,Lamesa,"Lamesa, TX Micropolitan Statistical Area",29500,Dawson,115,TX,48,79331,32.758921,-101.946552,R,94,10/25/2013
502393,800227499,Blanco Park Apartments,,SAN MARCOS,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Hays,209,TX,48,78666,29.8809,-97.9435,T,94,3/26/2014
502544,800021329,Sea Gulf Villa,416 N Chaparral St,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78401,27.795258,-97.393952,R,86,12/9/2015
502611,800231335,THE POINTE AT TIMBERGLEN,3737 Timberglen Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,75287,33.004697,-96.851296,R,90,6/21/2013
502647,800231716,Dieter Commons II,1531 George Dieter Dr,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79936,31.74802,-106.302056,R,92,3/10/2014
502648,800227443,RESERVE AT SANDSTONE RANCH,11200 Sean Haggerty Dr,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79934,31.935133,-106.424736,R,83,12/3/2013
502657,800226767,Stoney Brook of Belton,,BELTON,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,027,TX,48,76513,31.0732,-97.4909,T,94,6/19/2013
502749,800046124,COLLINS PARK AT BEAR CREEK,2001 Highway 360,Euless,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76039,32.862682,-97.065213,R,66,10/13/2015
502761,800021309,ROYAL PALMS APARTMENTS,5601 Royal Palms St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77021,29.697744,-95.33117,R,90,11/1/2013
502780,800020684,BAYSHORE TOWERS,3219 Burke Rd,Pasadena,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77504,29.663162,-95.186187,R,98,8/20/2013
502784,800226884,FRANKLIN AT STONE OAK,,SAN ANTONIO,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78259,29.6239,-98.4329,T,81,11/29/2013
502794,800218902,SPHINX AT MURDEAUX VILLAS,125 S Murdeaux Ln,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75217,32.712043,-96.693412,R,99,5/29/2013
503205,800021346,Sinton West Apts,111 S Chiltipin St,Sinton,"Corpus Christi, TX Metropolitan Statistical Area",18580,San Patricio,409,TX,48,78387,28.03661,-97.518159,R,98,3/5/2013
503206,800021560,Wurzbach Manor Apts/115-N1010,4363 W Dean Pannill Dr Apt E,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78229,29.522767,-98.569198,R,91,11/15/2013
503217,800021210,PARKVIEW PLACE,6402 Hartford Ave,Lubbock,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79413,33.535675,-101.885746,R,100,8/8/2013
503230,800046288,PRINCE HALL GARDENS 2,4820 E Berry St,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76105,32.711826,-97.249693,R,99,5/30/2013
503392,800021298,Rockwell Manor,2735 Rockwell Cir,Brownsville,"Brownsville-Harlingen, TX Metropolitan Statistical Area",15180,Cameron,061,TX,48,78521,25.929972,-97.483315,R,98,6/17/2013
503393,800020790,RIVERPOINTE APTS,1173 Benedict Dr,San Angelo,"San Angelo, TX Metropolitan Statistical Area",41660,Tom Green,451,TX,48,76903,31.45912,-100.419413,R,95,8/9/2013
503423,800234037,Bay Vista Apartments Phase I,522 Hancock Ave,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78404,27.7829,-97.396046,R,56,3/22/2016
503540,800020662,PALOMINO PLACE APARTMENTS,4400 W Airport Blvd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77045,29.642686,-95.44114,R,70,3/25/2013
503671,800020697,BLUE WATER GARDEN,612 Irving St,Hereford,"Hereford, TX Micropolitan Statistical Area",25820,Deaf Smith,117,TX,48,79045,34.827611,-102.385493,R,95,12/4/2013
503713,800233899,WELLINGTON PLACE APTS,230 S Macarthur Blvd,Coppell,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75019,32.966793,-96.958668,R,96,7/12/2013
503747,800218975,Lakes at Westview Apartments,1900 Westview Blvd,Conroe,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Montgomery,339,TX,48,77304,30.326405,-95.481272,R,94,8/19/2015
503753,800226843,Lookout Hollow Apts.Phase 1(One),16505 Lookout Hollow Cir,Selma,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78154,29.5719,-98.3084,B,94,9/27/2013
503803,800021104,MISSIONARY VILLAGE APARTMENTS,4002 Corder St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77021,29.685465,-95.36235,R,83,4/12/2013
503824,800231679,The Esplanade,5813 Esplanade Dr,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78414,27.687172,-97.377286,R,54,4/18/2016
503852,800021518,Weslaco Village Apts,1601 S Bridge Ave,Weslaco,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78596,26.143123,-97.982122,R,98,10/29/2013
503859,800020753,CEDAR GREEN LIVING CENTER,1020 Pecan Crossing Dr,Desoto,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75115,32.607136,-96.827228,R,91,4/22/2013
503937,800210849,Seven Pines Apts,8027 S Zarzamora St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78224,29.346672,-98.534324,R,92,3/29/2013
503991,800046511,STONECREEK APARTMENTS,20000 Saums Rd,Katy,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77449,29.801224,-95.723955,R,90,11/15/2013
504079,800224412,CHADWICK APARTMENTS,13900 Chadwick Pkwy,Northlake,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,76262,33.020782,-97.263769,R,99,6/21/2013
504081,800210532,MAPLE TRAIL APTS,315 N Greenville Ave,Allen,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Collin,085,TX,48,75002,33.105719,-96.658454,R,81,4/24/2013
504087,800219330,BRIDGES ON KINSEY,4411 Kinsey Dr,Tyler,"Tyler, TX Metropolitan Statistical Area",46340,Smith,423,TX,48,75703,32.301596,-95.315308,R,99,6/12/2013
504088,800216951,BLUE LAKE VILLAS,155 Lakeside Dr,Waxahachie,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Ellis,139,TX,48,75165,32.427675,-96.844673,R,83,9/26/2013
504105,800219139,DAKOTA ARMS APTS,6703 82nd St,Lubbock,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79424,33.519607,-101.962216,R,96,5/22/2013
504118,800223043,CITY PARK LOFTS,1703 S Ervay St,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75215,32.770632,-96.788445,R,99,12/9/2013
504144,800020740,CASA INC.,3201 Sondra Dr,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76107,32.756928,-97.36341,R,100,12/11/2013
504155,800215629,FLATS at FIVE MILE CREEK,423 E Ledbetter Dr,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75216,32.68533,-96.818986,R,93,9/4/2013
504175,800021318,Samuel Place,4315 Carroll Ln,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78411,27.737826,-97.398149,R,99,7/24/2013
504208,800021429,THE PINEMONT (aka) GOOD SHEPHERD VILLAGE,6000 Pinemont Dr,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77092,29.840558,-95.478176,R,99,2/1/2013
504213,800233554,"HORIZONS AT FOSSIL CREEK, THE",5800 Sandshell Dr,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76137,32.851787,-97.310486,R,97,5/15/2013
504247,800046851,"Oak Terrace Apts, Phase II",902 S Loop 499,Harlingen,"Brownsville-Harlingen, TX Metropolitan Statistical Area",15180,Cameron,061,TX,48,78550,26.186769,-97.664833,R,92,10/29/2013
504259,800225846,LEGACY LANDING APTS,2200 Legacy Ln,Belton,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,027,TX,48,76513,31.0863,-97.4779,B,92,6/11/2013
504307,800221952,GREY WOLF ESTATES,11211 Gray Wolf Trl,College Station,"College Station-Bryan, TX Metropolitan Statistical Area",17780,Brazos,041,TX,48,77845,30.569654,-96.34924,R,91,9/24/2013
504333,800234464,Prestonwood Rehabilitation,2460 Marsh Ln,Plano,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,75093,33.034589,-96.850824,R,83,12/16/2013
504371,800021134,NORTHCREST APARTMENTS,1002 N Main St,Big Spring,"Big Spring, TX Micropolitan Statistical Area",13700,Howard,227,TX,48,79720,32.262624,-101.48148,R,77,8/20/2013
504382,800216891,THE BOULDERS,575 NE Loop 820,Hurst,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76053,32.816491,-97.207208,R,90,7/12/2013
504457,800222470,WOODLANDS APARTMENTS,150 Medical Dr,Boerne,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Kendall,259,TX,48,78006,29.799305,-98.720424,R,84,12/5/2013
504474,800234717,Royal Oaks Apartments,3101 N 8th St,McAllen,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78501,26.231053,-98.223777,R,99,11/19/2013
504522,800021080,MANOR CREST APARTMENTS,1401 San Andres Dr,Odessa,"Odessa, TX Metropolitan Statistical Area",36220,Ector,135,TX,48,79763,31.862311,-102.398444,R,93,8/21/2013
504587,800020932,HAPPY HARBOR APARTMENTS,900 Parkway St,La Porte,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77571,29.659479,-95.0093,R,58,12/10/2013
504686,800227716,The Ranch at SH 123 Apts.,3063 N Hwy 123 Byp,Seguin,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Guadalupe,187,TX,48,78155,29.604213,-97.954703,4,96,1/10/2014
504718,800216856,"ARBORS ON WINTERGREEN, THE",400 E Wintergreen Rd,Desoto,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75115,32.618342,-96.84959,R,99,9/12/2013
504754,800221054,THE AVENUE APTS,,NEDERLAND,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Jefferson,245,TX,48,77627,29.9679,-94.0063,T,92,3/25/2014
504792,800227588,The Huntington @ Buda,,BUDA,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Hays,209,TX,48,78610,30.0619,-97.7972,T,99,9/13/2013
504794,800211095,The Trails of White Rock,1111 Beachview St,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75218,32.831663,-96.706071,R,100,9/12/2013
504859,800210533,AUSTIN BLUFF APTS,7070 W Camp Wisdom Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75236,32.664101,-96.947079,R,91,9/25/2014
504869,800227272,CAMBRIDGE VILLAGE APARTMENTS,12945 S Post Oak Rd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77045,29.639729,-95.463347,R,96,4/1/2014
504955,800226986,LAFAYETTE GREEN APARTMENTS,8327 W Tidwell Rd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77040,29.850658,-95.519737,R,95,1/13/2014
505025,800223242,NAVIGATION POINTE APARTMENTS,909 S Navigation Blvd,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78405,27.771631,-97.452865,R,99,10/21/2013
505042,800234256,STONE CREEK APARTMENTS,3035 Lake Arthur Dr,Port Arthur,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Jefferson,245,TX,48,77642,29.936437,-93.974931,R,98,10/28/2013
505073,800217033,"Claremont, The",971 E Sanford St,Arlington,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76011,32.742921,-97.092409,R,93,4/9/2013
505079,800216212,MARIPOSA VILLAS,1531 Duncanville Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75211,32.729177,-96.909846,R,97,5/29/2013
505121,800020673,GOLDBERG B'NAI B'RITH TOWERS,10909 Fondren Rd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77096,29.662188,-95.508218,R,97,9/22/2014
505149,800221060,HILLTOP OAKS APARTMENTS,6130 Ingram Rd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78238,29.46619,-98.606032,R,91,11/13/2013
505674,800215807,VERANDAS at CITY VIEW,7301 Oakmont Blvd,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76132,32.661887,-97.419337,R,94,6/1/2013
507356,800021158,OAK HAVEN APTS. (ELDERLY),11211 Resource Pkwy,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77089,29.587876,-95.207108,R,98,7/19/2013
507912,800024190,WOODSIDE VILLAGE,703 Bumpas St,McKinney,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Collin,085,TX,48,75069,33.189116,-96.603166,R,100,8/27/2013
507994,800021232,PINE CREEK APTS,1511 Gay Ave,Jacksonville,"Jacksonville, TX Micropolitan Statistical Area",27380,Cherokee,073,TX,48,75766,31.945651,-95.264871,R,90,8/29/2013
508122,800020913,GRANADA TERRACE,1301 Avenue A,South Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77587,29.666717,-95.216657,R,98,9/12/2013
508264,800021110,Mount Carmel Village,2504 New York Dr,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78702,30.27312,-97.713881,R,94,9/24/2013
508344,800021531,WESTWOOD MANOR APTS.,116 N Western Hills Dr,Howe,"Sherman-Denison, TX Metropolitan Statistical Area",43300,Grayson,181,TX,48,75459,33.507334,-96.62295,R,96,8/26/2013
508432,800020944,HENDERSON HEIGHTS,9401 Stonewall Rd,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79924,31.878053,-106.427876,R,97,1/15/2014
508498,800020720,Candleridge Apartments,7979 W Military Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78227,29.425644,-98.625383,R,96,9/6/2013
508550,800020876,Farm Labor Housing,400 4th St,Poteet,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Atascosa,013,TX,48,78065,29.040019,-98.576388,R,96,9/4/2013
508608,800021303,Roseville Apts,4139 E Houston St,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78220,29.424976,-98.416108,R,96,9/17/2013
508661,800021202,PARK TERRACE,2400 McCurdy St,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76104,32.717405,-97.298696,R,96,8/22/2013
508804,800021522,West Durango Plaza,5635 W Cesar E Chavez Blvd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78237,29.427845,-98.563587,R,97,9/19/2013
509099,800020660,ARBOR COURT  aka SKYWAY APARTMENTS,802 Seminar Dr,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77060,29.949475,-95.387866,R,93,9/18/2013
509122,800020802,COUNTRY PLACE,1300 Courtland Rd,Atlanta,,99999,Cass,067,TX,48,75551,33.133837,-94.17751,R,82,2/24/2014
509279,800021012,La Hacienda Apartments,,ELSA,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78543,26.300972,-97.987545,R,90,8/14/2013
509285,800021524,HIGHLAND WEST,302 W Main St,Olney,,99999,Young,503,TX,48,76374,33.370766,-98.756168,R,94,3/5/2014
509363,800020803,NUEVA VISTA,2401 Lillie St,San Angelo,"San Angelo, TX Metropolitan Statistical Area",41660,Tom Green,451,TX,48,76903,31.478391,-100.461841,R,95,3/4/2014
509391,800020948,HERVEY HEIGHTS,4949 Alps Dr,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79904,31.865332,-106.424912,R,97,1/14/2014
509489,800021264,Crockett Pine Ridge Manor,1100 S Commerce St,Crockett,,99999,Houston,225,TX,48,75835,31.299828,-95.472443,R,97,10/29/2013
509512,800079740,CORONA DEL VALLE,5453 Ridge St,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79932,31.857884,-106.57884,R,93,8/12/2013
509575,800020664,Armory Housing Project,101 Armory Rd,Mercedes,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78570,26.162308,-97.920726,R,94,8/13/2013
509582,800020923,Guild Park Apartments,779 W Mayfield Blvd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78211,29.361776,-98.537185,R,95,9/16/2013
509626,800020687,BELLE OAKS,1100 Shady Ln,Belton,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,027,TX,48,76513,31.042766,-97.453181,R,90,9/27/2013
509631,800021079,MAGNOLIA ACRES,108 Deborah Dr,Angleton,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Brazoria,039,TX,48,77515,29.182261,-95.407051,R,100,9/11/2013
509728,800021002,COURTWOOD APTS,400 S Austin Rd,Eagle Lake,,99999,Colorado,089,TX,48,77434,29.59003,-96.344297,R,99,9/9/2013
509803,800021538,William Booth Gardens,2710 W Ashby Pl,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78201,29.451655,-98.537514,R,92,9/23/2013
510048,800021430,"VILLAGES OF WACO, THE",1100 N 6th St,Waco,"Waco, TX Metropolitan Statistical Area",47380,McLennan,309,TX,48,76707,31.562265,-97.140875,R,90,9/11/2013
510088,800021334,Shady Oaks Apartments,501 E Janis Dr,Georgetown,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Williamson,491,TX,48,78628,30.659293,-97.679338,R,100,9/25/2013
510112,800021347,SITGRAVES COMPLEX,10100 Hedgerow Ct,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79925,31.794247,-106.345792,R,94,1/16/2014
510139,800021358,SOUTHGATE VILLAGE,134 Luther St,College Station,"College Station-Bryan, TX Metropolitan Statistical Area",17780,Brazos,041,TX,48,77840,30.600382,-96.334661,R,92,9/10/2013
510224,800046871,La Luz Apts,240 S King St,Raymondville,"Raymondville, TX Micropolitan Statistical Area",39700,Willacy,489,TX,48,78580,26.480343,-97.793721,R,96,6/17/2013
510255,800233082,La Vista Apartments,1615 Redwood Rd,San Marcos,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Hays,209,TX,48,78666,29.844989,-97.939285,R,92,6/28/2013
510975,800024175,CEDAR GLEN APARTMENTS,2906 E Kiest Blvd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75216,32.726751,-96.786046,R,52,8/28/2013
510978,800213978,Villas At Costa Brava Apts,7333 Potranco Rd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78251,29.455311,-98.63411,R,90,11/8/2013
511756,800212877,CLIFF VIEW VILLAGE II,2425 Simpson Stuart Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75241,32.663382,-96.782611,R,89,1/16/2014
511785,800215233,"WOODLANDS, TEXAS SUPPORTIVE HOUSING",8500 N Windvale Cir,Conroe,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Montgomery,339,TX,48,77384,30.22705,-95.507864,R,98,12/12/2013
511842,800223965,DISCIPLES PLACE VILLAGE,3055 State Highway 31 E,Tyler,"Tyler, TX Metropolitan Statistical Area",46340,Smith,423,TX,48,75702,32.348058,-95.261144,R,98,12/9/2013
511843,800211504,Ernest M. Olivares Senior Community Residences,1003 Vera Cruz,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78207,29.416416,-98.51383,R,93,1/30/2014
511934,800021242,PLANO COMMUNITY HOMES III,3905 American Dr,Plano,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Collin,085,TX,48,75075,33.024516,-96.767828,R,98,1/13/2014
511939,800225003,PILGRIM PLACE III,5055 Sunflower St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77033,29.66907,-95.350867,R,92,12/30/2013
511966,800074926,Mosaic Housing Corporation IX,13122 Humphrey Dr,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Williamson,491,TX,48,78729,30.451778,-97.76233,R,90,1/7/2014
511986,800213176,Oak Springs Villas,3001 Oak Springs Dr,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78702,30.272897,-97.700981,R,95,12/4/2013
512017,800021289,Rio Manor,600 W Cantu Rd,Del Rio,"Del Rio, TX Micropolitan Statistical Area",19620,Val Verde,465,TX,48,78840,29.386043,-100.923769,R,94,1/15/2014
512025,800217768,VOA PAMELA/MARBLE FALLS,1701 Pamela Ln,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76112,32.754328,-97.204397,R,90,12/2/2013
512029,800222661,DENTON AFFORDABLE HOUSING III,3401 Paisley St,Denton,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,76209,33.220285,-97.095659,R,95,12/11/2013
