INSPECTION_ID,PROPERTY_ID,PROPERTY_NAME,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAME,COUNTY_CODE,STATE_NAME,STATE_CODE,ZIP,LATITUDE,LONGITUDE,LOCATION_QUALITY,INSPECTION_SCORE,INSPECTION_DATE
518998,800227353,Boardwalk at Med Center,7838 Huebner Rd,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78240,29.510802,-98.612486,R,87,8/15/2014
519061,800236455,Reserve at the Fountains,10502 Fountain Lake Dr,Stafford,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Fort Bend,157,TX,48,77477,29.638721,-95.592063,R,80,12/18/2014
519066,800074707,CADILLAC LOFTS,317 Lexington Ave,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78215,29.433583,-98.490543,R,83,12/23/2014
519081,800213690,CHARTERHOUSE at LAKE POINTE,959 Charterhouse Cir,Granbury,"Fort Worth-Arlington, TX Metropolitan Division",23104,Hood,221,TX,48,76048,32.429659,-97.777603,R,96,11/14/2014
519110,800218175,THE FRANKLIN APTS,,HOUSTON,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77064,29.9132,-95.5472,T,92,12/5/2014
519232,800236604,HILLCREST MANOR,1102 N Memphis Ave,Lubbock,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79415,33.612434,-101.896601,R,87,8/26/2014
519237,800020704,BRAZOS BEND VILLA,2020 Rocky Falls Rd,Richmond,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Fort Bend,157,TX,48,77469,29.583904,-95.778109,R,94,8/28/2014
519239,800236949,HICKORY MANOR,1626 Old Hickory Trl,Desoto,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75115,32.62254,-96.86547,R,89,9/24/2014
519284,800222311,Hearthstone Apartments,,MCALLEN,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78503,26.180452,-98.212537,R,90,12/5/2014
519328,800216958,THE FALLS AT BOROUGH PARK,25455 Borough Park Dr,Spring,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Montgomery,339,TX,48,77380,30.131719,-95.446753,R,82,12/15/2014
519339,800227418,ZANG TRIANGLE,390 E Oakenwald St,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75203,32.760222,-96.818524,R,90,12/12/2014
519352,800237035,Autumn Leaves of Arlington,514 Central Park Dr,Arlington,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76014,32.695304,-97.113051,R,99,9/24/2014
519354,800231461,BLUE RIDGE APTS,2818 W Loop 250 N,Midland,"Midland, TX Metropolitan Statistical Area",33260,Midland,329,TX,48,79705,32.035834,-102.124051,R,92,3/12/2014
519369,800217015,HOTEL WOOTEN,1102 N 3rd St,Abilene,"Abilene, TX Metropolitan Statistical Area",10180,Taylor,441,TX,48,79601,32.45173,-99.734139,R,82,8/28/2015
519378,800224734,Twin Rivers Senior Apartments,201 S Glenville Dr,Richardson,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75081,32.943917,-96.704472,R,99,9/8/2014
519382,800222261,"HOMES OF MOUNTAIN CREEK, THE",1350 Skyline Rd,Grand Prairie,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75051,32.735098,-96.98678,R,93,9/9/2014
519383,800223585,VILLAGE CREEK,5151 Mansfield Hwy,Forest Hill,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76119,32.667334,-97.244941,R,86,9/19/2014
519392,800227416,Hebron 121 Station Apartments,880 Union Station Pkwy,Lewisville,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,75057,33.0109,-96.9634,B,99,3/19/2014
519399,800223485,LODGE AT PECAN CREEK,6503 W Shady Shores Rd,Denton,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,76208,33.163353,-97.068015,R,91,7/25/2014
519414,800021206,PARK VILLAGE - BIG SPRING,1905 Wasson Rd,Big Spring,"Big Spring, TX Micropolitan Statistical Area",13700,Howard,227,TX,48,79720,32.216483,-101.488735,R,95,5/23/2014
519417,800045745,CENTERPOINT APARTMENTS,2626 Frankford Rd,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,75287,32.996797,-96.867687,R,88,9/25/2014
519439,800021468,VEGA PLACE APTS,6154 Community Ln,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76133,32.654224,-97.371975,R,91,3/7/2014
519440,800224432,SIENNA TRAILS APARTMENTS,6155 Sienna Trl,Beaumont,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Jefferson,245,TX,48,77708,30.132233,-94.158805,R,87,11/4/2014
519441,800227188,HOUSTON HOUSE,1617 Fannin St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77002,29.751719,-95.367521,R,78,8/7/2014
519444,800231450,WATERCREST PLACE,5016 Watercrest Rd,Killeen,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,027,TX,48,76549,31.114853,-97.794339,R,88,3/31/2016
519564,800020791,TIMES SQUARE ON THE HILL,2100 Southcrest Dr,Fort Worth,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76115,32.670734,-97.349425,R,98,4/25/2014
519661,800021089,Meadow Park Village,1200 Meadow Park,Lockhart,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Caldwell,055,TX,48,78644,29.870106,-97.672392,R,94,3/14/2014
519665,800020786,COLONIAL PARK APARTMENTS,1120 34th St N,Texas City,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Galveston,167,TX,48,77590,29.394876,-94.946671,R,94,9/10/2014
519687,800021561,YALE VILLAGE,5673 Yale St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77076,29.848933,-95.403264,R,92,4/2/2014
519716,800020751,CATHEDRAL GARDEN APTS.,1500 N Garrett Ave,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75206,32.807315,-96.772795,R,80,9/8/2014
519833,800021126,Nolan Terrace,221 Peach St,Luling,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Caldwell,055,TX,48,78648,29.669017,-97.646251,R,95,5/5/2014
519837,800210341,CHESTERFIELD APTS,5700 Median Way,Arlington,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76017,32.656478,-97.194111,R,80,9/9/2014
519850,800046298,MANHATTAN PARK TOWNHOMES,2225 New York Ave,Arlington,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76010,32.708903,-97.080171,R,97,10/30/2014
519918,800020799,Country Club Village,3500 Magic Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78229,29.501659,-98.557818,R,96,5/8/2014
520090,800225491,Lakeview Apartments,,GANADO,,99999,Jackson,239,TX,48,77962,29.030189,-96.505098,R,98,8/4/2014
520135,800225045,GARDENS OF LIVINGSTON,501 Garden Ridge Dr,Livingston,,99999,Polk,373,TX,48,77351,30.726082,-94.94667,R,91,6/5/2014
520136,800214542,Sendero Ridge Apts,2424 Gold Canyon Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78259,29.61188,-98.443894,R,98,9/30/2014
520189,800046122,WELLINGTON ON THE LAKE,3919 Barnett Rd,Wichita Falls,"Wichita Falls, TX Metropolitan Statistical Area",48660,Wichita,485,TX,48,76310,33.872647,-98.577634,R,87,10/1/2014
520225,800020850,EDINBURG VILLAGE APTS,701 S 4th Ave,Edinburg,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78539,26.296586,-98.171329,R,98,10/27/2014
520226,800021447,Trinity Place,1203 Cushing Dr,Round Rock,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Williamson,491,TX,48,78664,30.497572,-97.674787,R,86,7/3/2014
520227,800020957,HIGH POINT VILLAGE PHASE II APTS,5550 Professional Dr,Wichita Falls,"Wichita Falls, TX Metropolitan Statistical Area",48660,Wichita,485,TX,48,76302,33.844608,-98.500788,R,83,11/6/2014
520415,800021567,911 Glenoak Apts,711 Glenoak Dr,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78418,27.643973,-97.300417,R,99,8/6/2014
520460,800073838,RIVERBEND APTS.,1000 River Bend Dr,Lancaster,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75146,32.603897,-96.779406,R,98,10/6/2014
520733,800021052,"REACH UNLIMITED I, INC.",12335 White River Dr,Tomball,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77375,30.043994,-95.606182,R,96,1/30/2014
520821,800020845,ECHAD APTS.,2620 Ruidosa Ave,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75228,32.845923,-96.669154,R,71,3/26/2014
520828,800020722,CANTERBURY APTS,1700 S Lancaster St,Big Spring,"Big Spring, TX Micropolitan Statistical Area",13700,Howard,227,TX,48,79720,32.237799,-101.474363,R,96,5/22/2014
520861,800218291,Oak Grove Apartments,10810 Barely Ln,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77070,29.941647,-95.582162,R,91,4/22/2014
521007,800215633,SETTLER'S RANCH,11100 Fuqua St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77089,29.612332,-95.221816,R,61,7/24/2014
521143,800046120,COUNTRY PLACE APARTMENTS,3316 E Rancier Ave,Killeen,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,027,TX,48,76543,31.117901,-97.697133,R,80,4/24/2015
521183,800216095,VILLAGE ON THE CREEK APTS,2921 Mustang Dr,Grapevine,"Fort Worth-Arlington, TX Metropolitan Division",23104,Tarrant,439,TX,48,76051,32.91986,-97.110419,R,93,9/10/2014
521298,800220468,CRYSTAL CREEK PARK APTS,8101 Honeywood Trl,Port Arthur,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Jefferson,245,TX,48,77642,29.949639,-93.97812,R,94,7/23/2014
521304,800225498,Village Apartments,600 Village Rd,Port Lavaca,"Port Lavaca, TX Micropolitan Statistical Area",38920,Calhoun,057,TX,48,77979,28.638662,-96.634839,R,61,4/25/2016
521382,800210411,ENCLAVE @ CORNERSTONE VILLAGE,15330 Bammel North Houston Rd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77014,29.994337,-95.481587,R,84,5/1/2014
521410,800213727,VILLA of WOLFFORTH,301 E 5th St,Wolfforth,"Lubbock, TX Metropolitan Statistical Area",31180,Lubbock,303,TX,48,79382,33.505184,-102.009424,4,73,11/6/2014
521508,800224487,Walnut Ridge Apartments,,BASTROP,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Bastrop,021,TX,48,78602,30.108,-97.3018,T,91,3/6/2015
522893,800020874,FAIRWAY VILLAGE,6118 Fairway St,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78741,30.229117,-97.703392,R,68,6/12/2014
522906,800021065,Los Encinos,1210 S Center St,Falfurrias,,99999,Brooks,047,TX,48,78355,27.215386,-98.151035,R,95,5/20/2014
522913,800020934,HARMON ELLIOTT COMPLEX,901 W Avenue K,Muleshoe,,99999,Bailey,017,TX,48,79347,34.222265,-102.739358,R,89,6/13/2014
522916,800021093,Memorial Apartments,501 E Jasmine Ave,McAllen,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78501,26.211686,-98.215142,R,95,3/26/2014
522922,800021290,RISING STAR HOUSING AUTHORITY,108 W Mills St,Rising Star,,99999,Eastland,133,TX,48,76471,32.097064,-98.964045,R,99,7/9/2014
522924,800021040,Lavaca Landing,1134 Donna Dr,Hallettsville,,99999,Lavaca,285,TX,48,77964,29.440407,-96.957868,R,90,6/20/2014
522925,800020793,TEXAS COPPERTREE VILLAGE,1415 W Gulf Bank Rd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77088,29.887601,-95.422457,R,92,5/30/2014
522928,800021396,Sunrise Village,2106 Silver Ave,Donna,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78537,26.164169,-98.041293,R,98,3/25/2014
522931,800021294,Riverview Apartments,601 River Rd,San Marcos,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Hays,209,TX,48,78666,29.873685,-97.928452,R,94,5/22/2014
522935,800020817,CUMBY HOUSING AUTHORITY,402 Odom St,Cumby,"Sulphur Springs, TX Micropolitan Statistical Area",44860,Hopkins,223,TX,48,75433,33.131236,-95.838794,R,88,5/13/2014
522938,800021414,TAYLOR-WITTA SENIOR COMPLEX.,125 S Main St,Loraine,,99999,Mitchell,335,TX,48,79532,32.410915,-100.711913,R,86,5/1/2014
522982,800079741,Corona Del Valle,5453 Ridge St,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79932,31.857884,-106.57884,R,91,5/15/2014
522995,800079619,Casa De Oro,200 Tooter Newlin Dr,Sinton,"Corpus Christi, TX Metropolitan Statistical Area",18580,San Patricio,409,TX,48,78387,28.037765,-97.493548,R,96,3/24/2014
522998,800024178,PANOLA APARTMENTS,1100 S Adams St,Carthage,,99999,Panola,365,TX,48,75633,32.140835,-94.347985,R,83,5/14/2014
523002,800079620,OAK GROVE II,1910 Wilson St,Bastrop,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Bastrop,021,TX,48,78602,30.121949,-97.322963,R,81,6/19/2014
523958,800236444,Lebanon Ridge,2355 Lebanon Rd,Frisco,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Denton,121,TX,48,75034,33.12073,-96.87048,R,98,4/9/2014
524171,800236296,Cobblestone Park II Apartments,3800 County Road 94,Manvel,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Brazoria,039,TX,48,77578,29.533521,-95.38374,R,97,9/23/2014
524356,800020891,Quail Park Apartments,9920 Quail Blvd,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78758,30.372361,-97.700074,R,92,7/29/2014
524360,800021472,VILLA BRAZOS APARTMENTS,850 N Avenue J,Freeport,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Brazoria,039,TX,48,77541,28.971584,-95.364471,R,85,7/18/2014
524487,800020784,COLLEGE HEIGHTS,934 E 14th St,Littlefield,,99999,Lamb,279,TX,48,79339,33.913532,-102.326129,R,95,9/26/2014
524516,800024189,PARK GARDENS NORTH,320 Stone Ave,Paris,"Paris, TX Micropolitan Statistical Area",37580,Lamar,277,TX,48,75460,33.691507,-95.552152,R,95,8/29/2014
524686,800021005,KINGS ARMS APARTMENTS,1317 Mahlmann St,Rosenberg,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Fort Bend,157,TX,48,77471,29.554968,-95.787612,R,81,10/23/2014
524692,800021398,SUNSET APARTMENTS,1601 Allen Ln,Texarkana,"Texarkana, TX-AR Metropolitan Statistical Area",45500,Bowie,037,TX,48,75501,33.40589,-94.073333,R,82,10/17/2014
524742,800021299,"ROGERS HOUSING AUTHORITY, CITY OF",704A Rogers Cemetery Rd,Rogers,"Killeen-Temple, TX Metropolitan Statistical Area",28660,Bell,027,TX,48,76569,30.92419,-97.223421,4,86,5/21/2014
524799,800021324,MIRA VISTA,,SANTA ANNA,,99999,Coleman,083,TX,48,76878,31.7236,-99.3078,B,90,5/19/2014
524808,800024176,COTTON CREEK,1027 S Belt Line Rd,Grand Prairie,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75051,32.734691,-96.994063,R,97,10/1/2014
524810,800021562,Seguin Manor,800 N Highway 123 Byp,Seguin,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Guadalupe,187,TX,48,78155,29.575991,-97.942223,R,90,8/12/2014
524858,800020690,BELLSHIRE II & III,907 Bellshire Dr,Conroe,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Montgomery,339,TX,48,77301,30.297616,-95.462969,R,82,10/20/2014
524865,800020969,Houston House,103 Cornwall Dr,Victoria,"Victoria, TX Metropolitan Statistical Area",47020,Victoria,469,TX,48,77904,28.843197,-96.988752,R,95,9/22/2014
524927,800020992,JAYCOM APTS,849 Lafayette Dr,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79907,31.737866,-106.341767,R,96,8/28/2014
524965,800020635,"ABILENE NORTH APT, LTD",2411 N Willis St,Abilene,"Abilene, TX Metropolitan Statistical Area",10180,Taylor,441,TX,48,79603,32.476861,-99.765566,R,95,9/24/2014
524986,800020765,Cherry Hills Apartments,1300 E Calton Rd,Laredo,"Laredo, TX Metropolitan Statistical Area",29700,Webb,479,TX,48,78041,27.541084,-99.480053,R,99,8/13/2014
525030,800021200,TIMBERS EDGE/PARK SHADOWS APTS.,1075 Pinchback Rd,Beaumont,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Jefferson,245,TX,48,77707,30.066752,-94.175286,R,86,10/21/2014
525044,800021444,TRENDWOOD APARTMENTS,1700 Dallas Cir,Waco,"Waco, TX Metropolitan Statistical Area",47380,McLennan,309,TX,48,76704,31.576974,-97.138661,R,80,7/30/2014
525053,800020680,BAY BREEZE,800 Avenue F,Bay City,"Bay City, TX Micropolitan Statistical Area",13060,Matagorda,321,TX,48,77414,28.996353,-95.971097,R,88,10/24/2014
525158,800045993,ROYAL CREST,3558 Wilhurt Ave,Dallas,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75216,32.713434,-96.763717,R,91,9/29/2014
525167,800021092,MEADOWS APARTMENTS,501 Willow Ln,Wharton,"El Campo, TX Micropolitan Statistical Area",20900,Wharton,481,TX,48,77488,29.327293,-96.096445,R,90,10/23/2014
525208,800021400,Sunshine Plaza,455 E Sunshine Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78228,29.472882,-98.550342,R,93,8/6/2014
525277,800021061,LONG DRIVE TOWNHOMES,6767 Long Dr,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77087,29.685846,-95.3073,R,91,4/7/2015
525356,800021223,Pecan Village Apartments,2200 Pecan Blvd,McAllen,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78501,26.218871,-98.23996,R,99,8/11/2014
525445,800020767,CHILDRESS MANOR,1300 7th St NW,Childress,,99999,Childress,075,TX,48,79201,34.436033,-100.208256,R,70,9/23/2014
525720,800021292,River Terrace,210 S King St,Seguin,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Guadalupe,187,TX,48,78155,29.567829,-97.949998,R,95,6/18/2014
525725,800021534,Whitefield Place,4622 Clark Ave,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78223,29.36623,-98.447941,R,95,9/24/2014
525802,800021048,LIBERTY ARMS APTS.,2601 N Broadway Ave,Tyler,"Tyler, TX Metropolitan Statistical Area",46340,Smith,423,TX,48,75702,32.375964,-95.301808,R,86,8/7/2014
525867,800020963,HILLTOP VILLAGE,4919 Timberview Dr,Sherman,"Sherman-Denison, TX Metropolitan Statistical Area",43300,Grayson,181,TX,48,75090,33.686269,-96.580955,R,96,9/12/2014
525873,800021368,Cottage Creek,4840 Ray Bon Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78218,29.491689,-98.386029,R,87,9/22/2014
525901,800021249,Pleasant Hill,2501 Anken Dr,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78741,30.229938,-97.7273,R,81,8/5/2014
525932,800020998,JULIAWOOD HOMES,,GLADEWATER,"Longview, TX Metropolitan Statistical Area",30980,Gregg,183,TX,48,75647,32.533151,-94.950959,R,91,9/26/2014
525966,800020759,CHAI MANOR,406 Wallenberg Dr,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79912,31.815959,-106.522776,R,97,8/29/2014
525996,800020650,AMARILLO GARDENS APARTMENTS,1223 S Roberts St,Amarillo,"Amarillo, TX Metropolitan Statistical Area",11100,Potter,375,TX,48,79102,35.198072,-101.820968,R,92,9/24/2014
525997,800020769,Chisholm Trail Apartments,1525 Chisholm Trl,Round Rock,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Williamson,491,TX,48,78681,30.52121,-97.692111,R,94,6/10/2014
526017,800024170,PECAN CREEK VILLAGE,1100 Lawrence St,Gainesville,"Gainesville, TX Micropolitan Statistical Area",23620,Cooke,097,TX,48,76240,33.636849,-97.137492,R,82,8/6/2014
526025,800020780,CLIFTON HOUSING AUTHORITY,608 N Avenue I,Clifton,,99999,Bosque,035,TX,48,76634,31.786737,-97.581406,R,83,7/28/2014
526164,800020985,INEZ TIMS VILLAGE,800 N Chestnut St,Lufkin,"Lufkin, TX Micropolitan Statistical Area",31260,Angelina,005,TX,48,75901,31.344127,-94.722716,R,98,9/18/2014
526351,800024182,HIGH POINTE VILLAGE II,201 S Clark Rd,Cedar Hill,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75104,32.587352,-96.942749,R,93,9/4/2014
526421,800020708,Briarwood Apartments,1701 Thames Dr,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78412,27.693437,-97.352415,R,99,8/5/2014
526440,800021483,Villa San Luis,201 E Plum St,Laredo,"Laredo, TX Metropolitan Statistical Area",29700,Webb,479,TX,48,78040,27.52397,-99.494788,R,81,8/4/2014
526454,800020986,Ingram Square Apts,5901 Flynn Dr,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78228,29.468826,-98.600744,R,99,9/26/2014
526515,800020881,Figueroa Square Apartments,303 W Avenue J,Robstown,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78380,27.800858,-97.674109,R,98,8/8/2014
526569,800024173,MANNING PARK PLAZA,200 Mauk Cir,Denison,"Sherman-Denison, TX Metropolitan Statistical Area",43300,Grayson,181,TX,48,75020,33.764271,-96.570616,R,100,9/29/2014
526610,800020939,"HAVERSTOCK HILLS PHASE I, II, & III",5621 Aldine Bender Rd,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77032,29.930747,-95.305393,R,83,10/3/2014
526614,800021066,Los Laureles Apts,,EDCOUCH,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",32580,Hidalgo,215,TX,48,78538,26.3319,-98.0089,T,99,8/13/2014
526776,800021148,NORTHWEST VILLAGE,6101 W Interstate 40,Amarillo,"Amarillo, TX Metropolitan Statistical Area",11100,Potter,375,TX,48,79106,35.189318,-101.907519,R,97,9/25/2014
526834,800021176,Oso Bay Apartments,7502 McArdle Rd,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78412,27.69383,-97.333901,R,91,8/5/2014
526878,800021333,SEVILLE APARTMENTS,4325 Crow Rd,Beaumont,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",13140,Jefferson,245,TX,48,77706,30.122157,-94.156277,R,99,10/22/2014
526959,800020967,HOLLY CREEK II,333 Holly Creek Ct,The Woodlands,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Montgomery,339,TX,48,77381,30.1655,-95.500571,R,92,1/16/2015
527135,800219169,"BLUE LAKE VILLAS, PHASE II",155 Lakeside Dr,Waxahachie,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Ellis,139,TX,48,75165,32.427675,-96.844673,R,98,7/24/2014
527138,800217297,WHEATLEY MANOR APTS,5201 Market St,Houston,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",26420,Harris,201,TX,48,77020,29.773111,-95.318817,R,80,8/25/2014
528578,800020856,GATEWAY EAST,1222 Giles Rd,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79915,31.756589,-106.355551,R,98,9/9/2014
528579,800021051,CIEN PALMAS,7845 Lilac Way,El Paso,"El Paso, TX Metropolitan Statistical Area",21340,El Paso,141,TX,48,79915,31.736732,-106.350303,R,97,9/8/2014
528580,800020930,Hampton Port,6130 Wooldridge Rd,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78414,27.68573,-97.3671,R,94,8/8/2014
528581,800020903,GHOLSON HOTEL,215 W Main St,Ranger,,99999,Eastland,133,TX,48,76470,32.470575,-98.681299,R,96,8/20/2014
528584,800021462,VILLAGE OF KAUFMAN,421 E 7th St,Kaufman,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Kaufman,257,TX,48,75142,32.580188,-96.305455,R,96,8/21/2014
528646,800220676,"HAMPTONS AT GREENRIDGE, THE",4200 Old Omen Rd,Tyler,"Tyler, TX Metropolitan Statistical Area",46340,Smith,423,TX,48,75707,32.305258,-95.237635,R,48,11/13/2015
528659,800021186,"The Palms Retirement Center, Inc",525 E Davis St,Harlingen,"Brownsville-Harlingen, TX Metropolitan Statistical Area",15180,Cameron,061,TX,48,78550,26.212778,-97.689527,R,65,5/5/2016
528679,800021028,LAPROMESA,4590 N Texas Ave,Odessa,"Odessa, TX Metropolitan Statistical Area",36220,Ector,135,TX,48,79762,31.887366,-102.385085,R,90,3/30/2016
528690,800020862,Elm Ridge Apartments,1161 Harvey St,Austin,"Austin-Round Rock, TX Metropolitan Statistical Area",12420,Travis,453,TX,48,78702,30.275273,-97.702038,R,92,10/15/2015
528745,800215722,DESOTO RANCH - 2,801 S Polk St,Desoto,"Dallas-Plano-Irving, TX Metropolitan Division",19124,Dallas,113,TX,48,75115,32.579589,-96.840184,R,71,8/11/2015
528746,800216642,Marble Falls Assisted Living,800 Claremont Pkwy,Marble Falls,,99999,Burnet,053,TX,48,78654,30.583012,-98.26889,R,89,5/19/2015
528769,800211078,Lago Del Mar Apts,7550 Country Club Dr,Laredo,"Laredo, TX Metropolitan Statistical Area",29700,Webb,479,TX,48,78041,27.589313,-99.465304,R,82,8/6/2015
528845,800233083,Palacio Residencial & El Paraiso Apts.,1757 Gollihar Rd,Corpus Christi,"Corpus Christi, TX Metropolitan Statistical Area",18580,Nueces,355,TX,48,78416,27.750899,-97.433543,R,95,4/19/2016
528849,800234086,Emeritus at Amber Oaks,4415 Rio D Oro,San Antonio,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",41700,Bexar,029,TX,48,78233,29.551818,-98.404528,R,80,3/5/2015
528970,800214064,SADDLEBROOK WEST,9821 Chapel Rd,Waco,"Waco, TX Metropolitan Statistical Area",47380,McLennan,309,TX,48,76712,31.478081,-97.221418,R,93,12/16/2015
