STATE,COUNTY,RISK_VALUE,RISK_SCORE,RISK_RATNG,SOVI_SCORE,SOVI_RATNG,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE
Texas,Angelina,,,Relatively Low,,,,,,,1.499265329
Texas,Aransas,,,Relatively Moderate,,,,,,,1.181438352
Texas,Archer,,,Very Low,,,,,,,1.119484804
Texas,Armstrong,,,Very Low,,,,,,,1.051217079
Texas,Atascosa,,,Relatively Low,,,,,,,1.423911057
Texas,Austin,,,Relatively Low,,,,,,,1.399178234
Texas,Bailey,,,Relatively Low,,,,,,,1.431921547
Texas,Bandera,,,Relatively Low,,,,,,,1.251969827
Texas,Bastrop,,,Relatively Low,,,,,,,1.255466187
Texas,Baylor,,,Very Low,,,,,,,1.175141405
Texas,Bee,,,Relatively Low,,,,,,,1.518420627
Texas,Bell,,,Relatively Moderate,,,,,,,1.26963503
Texas,Bexar,,,Relatively High,,,,,,,1.343978911
Texas,Blanco,,,Very Low,,,,,,,1.197090092
Texas,Borden,,,Very Low,,,,,,,1.184193015
Texas,Bosque,,,Very Low,,,,,,,1.282077591
Texas,Bowie,,,Relatively Low,,,,,,,1.233238201
Texas,Brazoria,,,Relatively High,,,,,,,1.175315613
Texas,Brazos,,,Relatively Moderate,,,,,,,1.124262849
Texas,Brewster,,,Relatively Low,,,,,,,1.507428811
Texas,Briscoe,,,Very Low,,,,,,,1.268728018
Texas,Brooks,,,Relatively Low,,,,,,,1.819092141
Texas,Brown,,,Relatively Low,,,,,,,1.279149789
Texas,Burleson,,,Very Low,,,,,,,1.198012567
Texas,Burnet,,,Relatively Low,,,,,,,1.209411954
Texas,Caldwell,,,Relatively Low,,,,,,,1.429698021
Texas,Calhoun,,,Relatively Moderate,,,,,,,1.304761644
Texas,Callahan,,,Very Low,,,,,,,1.202625722
Texas,Cameron,,,Relatively High,,,,,,,1.635066161
Texas,Camp,,,Relatively Low,,,,,,,1.517074908
Texas,Carson,,,Relatively Low,,,,,,,0.9308361164
Texas,Cass,,,Relatively Low,,,,,,,1.418161875
Texas,Castro,,,Very Low,,,,,,,1.368035217
Texas,Chambers,,,Relatively Moderate,,,,,,,1.161559468
Texas,Cherokee,,,Relatively Low,,,,,,,1.496577975
Texas,Childress,,,Relatively Moderate,,,,,,,1.167697537
Texas,Clay,,,Very Low,,,,,,,1.112853811
Texas,Cochran,,,Very Low,,,,,,,1.851038694
Texas,Coke,,,Very Low,,,,,,,1.260135522
Texas,Coleman,,,Very Low,,,,,,,1.337520945
Texas,Collin,,,Relatively High,,,,,,,0.9708870508
Texas,Collingsworth,,,Very Low,,,,,,,1.860052824
Texas,Colorado,,,Relatively Low,,,,,,,1.422200457
Texas,Comal,,,Relatively Moderate,,,,,,,1.074323893
Texas,Comanche,,,Relatively Low,,,,,,,1.367670688
Texas,Concho,,,Very Low,,,,,,,1.451395631
Texas,Cooke,,,Relatively Moderate,,,,,,,1.255296203
Texas,Coryell,,,Relatively Low,,,,,,,1.233676682
Texas,Cottle,,,Very Low,,,,,,,1.582522869
Texas,Crane,,,Very Low,,,,,,,1.535809159
Texas,Crockett,,,Very Low,,,,,,,1.482809186
Texas,Crosby,,,Very Low,,,,,,,1.68280445
Texas,Culberson,,,Very Low,,,,,,,1.964412928
Texas,Dallam,,,Very Low,,,,,,,1.288926878
Texas,Dallas,,,Relatively High,,,,,,,1.309287598
Texas,Dawson,,,Very Low,,,,,,,1.436261598
Texas,Deaf Smith,,,Relatively Low,,,,,,,1.545842059
Texas,Delta,,,Very Low,,,,,,,1.124393521
Texas,Denton,,,Relatively High,,,,,,,0.9816322123
Texas,DeWitt,,,Relatively Moderate,,,,,,,1.442964461
Texas,Dickens,,,Very Low,,,,,,,1.640960574
Texas,Dimmit,,,Very Low,,,,,,,1.836818851
Texas,Donley,,,Very Low,,,,,,,1.062261055
Texas,Duval,,,Very Low,,,,,,,1.758804045
Texas,Eastland,,,Relatively Low,,,,,,,1.365085829
Texas,Ector,,,Relatively Moderate,,,,,,,1.423751257
Texas,Edwards,,,Very Low,,,,,,,1.407050848
Texas,Ellis,,,Relatively Low,,,,,,,1.17599788
Texas,El Paso,,,Relatively Moderate,,,,,,,1.596062711
Texas,Erath,,,Relatively Low,,,,,,,1.197237324
Texas,Falls,,,Very Low,,,,,,,1.556158905
Texas,Fannin,,,Relatively Low,,,,,,,1.261312096
Texas,Fayette,,,Relatively Low,,,,,,,1.151336986
Texas,Fisher,,,Very Low,,,,,,,1.202744563
Texas,Floyd,,,Relatively Low,,,,,,,1.45300753
Texas,Foard,,,Very Low,,,,,,,1.408149838
Texas,Fort Bend,,,Relatively High,,,,,,,1.04703664
Texas,Franklin,,,Very Low,,,,,,,1.085239778
Texas,Freestone,,,Very Low,,,,,,,1.341054424
Texas,Frio,,,Very Low,,,,,,,1.655351154
Texas,Gaines,,,Relatively Low,,,,,,,1.544177787
Texas,Galveston,,,Relatively High,,,,,,,1.116541538
Texas,Garza,,,Very Low,,,,,,,1.512656094
Texas,Gillespie,,,Relatively Low,,,,,,,1.255848038
Texas,Glasscock,,,Very Low,,,,,,,1.159043074
Texas,Goliad,,,Relatively Low,,,,,,,1.397799442
Texas,Gonzales,,,Relatively Moderate,,,,,,,1.590875891
Texas,Gray,,,Relatively Low,,,,,,,1.333889283
Texas,Grayson,,,Relatively Moderate,,,,,,,1.225624011
Texas,Gregg,,,Relatively Moderate,,,,,,,1.385096178
Texas,Grimes,,,Relatively Low,,,,,,,1.305538163
Texas,Guadalupe,,,Relatively Moderate,,,,,,,1.159287871
Texas,Hale,,,Relatively Low,,,,,,,1.51447147
Texas,Hall,,,Very Low,,,,,,,1.843733907
Texas,Hamilton,,,Very Low,,,,,,,1.309205664
Texas,Hansford,,,Very Low,,,,,,,1.50517185
Texas,Hardeman,,,Very Low,,,,,,,1.558315396
Texas,Hardin,,,Relatively Moderate,,,,,,,1.20611379
Texas,Harris,,,Very High,,,,,,,1.324294473
Texas,Harrison,,,Relatively Low,,,,,,,1.378974975
Texas,Hartley,,,Relatively Low,,,,,,,1.426300049
Texas,Haskell,,,Very Low,,,,,,,1.648881916
Texas,Hays,,,Relatively Moderate,,,,,,,1.241705956
Texas,Hemphill,,,Relatively Low,,,,,,,1.653835058
Texas,Henderson,,,Relatively Low,,,,,,,1.314917037
Texas,Hidalgo,,,Relatively High,,,,,,,1.74146618
Texas,Hill,,,Relatively Low,,,,,,,1.357958205
Texas,Hockley,,,Relatively Low,,,,,,,1.456906975
Texas,Hood,,,Relatively Low,,,,,,,1.113034728
Texas,Hopkins,,,Relatively Low,,,,,,,1.331545639
Texas,Houston,,,Very Low,,,,,,,1.411840612
Texas,Howard,,,Relatively Low,,,,,,,1.31964869
Texas,Hudspeth,,,Very Low,,,,,,,1.994027257
Texas,Hunt,,,Relatively Moderate,,,,,,,1.372750151
Texas,Hutchinson,,,Relatively Low,,,,,,,1.244402438
Texas,Irion,,,Very Low,,,,,,,1.120861173
Texas,Jack,,,Very Low,,,,,,,1.340526391
Texas,Jackson,,,Relatively Moderate,,,,,,,1.405231861
Texas,Jasper,,,Relatively Low,,,,,,,1.436210661
Texas,Jeff Davis,,,Very Low,,,,,,,1.326329827
Texas,Jefferson,,,Relatively High,,,,,,,1.33024067
Texas,Jim Hogg,,,Very Low,,,,,,,1.887621487
Texas,Jim Wells,,,Relatively Moderate,,,,,,,1.444647562
Texas,Johnson,,,Relatively Moderate,,,,,,,1.17369876
Texas,Jones,,,Very Low,,,,,,,1.300302223
Texas,Karnes,,,Relatively Low,,,,,,,1.324716408
Texas,Kaufman,,,Relatively Low,,,,,,,1.196787838
Texas,Kendall,,,Relatively Low,,,,,,,1.081237766
Texas,Kenedy,,,Very Low,,,,,,,1.688010454
Texas,Kent,,,Very Low,,,,,,,1.015855074
Texas,Kerr,,,Relatively Low,,,,,,,1.342804969
Texas,Kimble,,,Very Low,,,,,,,1.192402303
Texas,King,,,Very Low,,,,,,,1.121561408
Texas,Kinney,,,Very Low,,,,,,,1.540501714
Texas,Kleberg,,,Relatively Moderate,,,,,,,1.468875043
Texas,Knox,,,Very Low,,,,,,,1.479324098
Texas,Lamar,,,Relatively Low,,,,,,,1.344788345
Texas,Lamb,,,Relatively Low,,,,,,,1.562080449
Texas,Lampasas,,,Very Low,,,,,,,1.205359445
Texas,La Salle,,,Very Low,,,,,,,1.471834569
Texas,Lavaca,,,Relatively Low,,,,,,,1.252165233
Texas,Lee,,,Very Low,,,,,,,1.293983671
Texas,Leon,,,Very Low,,,,,,,1.337710019
Texas,Liberty,,,Relatively Moderate,,,,,,,1.508936038
Texas,Limestone,,,Very Low,,,,,,,1.516517755
Texas,Lipscomb,,,Very Low,,,,,,,1.489910028
Texas,Live Oak,,,Very Low,,,,,,,1.392638098
Texas,Llano,,,Relatively Low,,,,,,,1.168007734
Texas,Loving,,,Very Low,,,,,,,0.9210190177
Texas,Lubbock,,,Relatively High,,,,,,,1.168854949
Texas,Lynn,,,Very Low,,,,,,,1.388209235
Texas,McCulloch,,,Very Low,,,,,,,1.320704652
Texas,McLennan,,,Relatively Moderate,,,,,,,1.29479061
Texas,McMullen,,,Very Low,,,,,,,1.425833821
Texas,Madison,,,Very Low,,,,,,,1.447007138
Texas,Marion,,,Very Low,,,,,,,1.372615605
Texas,Martin,,,Very Low,,,,,,,1.181425289
Texas,Mason,,,Very Low,,,,,,,1.185099681
Texas,Matagorda,,,Relatively Moderate,,,,,,,1.349061349
Texas,Maverick,,,Relatively Low,,,,,,,1.887922638
Texas,Medina,,,Relatively Low,,,,,,,1.254019069
Texas,Menard,,,Very Low,,,,,,,1.597710609
Texas,Midland,,,Relatively Moderate,,,,,,,1.152801071
Texas,Milam,,,Relatively Low,,,,,,,1.460401296
Texas,Mills,,,Very Low,,,,,,,1.26213478
Texas,Mitchell,,,Very Low,,,,,,,1.357740542
Texas,Montague,,,Relatively Low,,,,,,,1.232552536
Texas,Montgomery,,,Relatively High,,,,,,,1.068129808
Texas,Moore,,,Relatively Low,,,,,,,1.342823274
Texas,Morris,,,Relatively Low,,,,,,,1.354720074
Texas,Motley,,,Very Low,,,,,,,1.285257459
Texas,Nacogdoches,,,Relatively Moderate,,,,,,,1.342729742
Texas,Navarro,,,Relatively Moderate,,,,,,,1.526001406
Texas,Newton,,,Very Low,,,,,,,1.423940792
Texas,Nolan,,,Relatively Low,,,,,,,1.456664551
Texas,Nueces,,,Relatively High,,,,,,,1.2601639
Texas,Ochiltree,,,Relatively Low,,,,,,,1.31541174
Texas,Oldham,,,Very Low,,,,,,,1.086815357
Texas,Orange,,,Relatively High,,,,,,,1.253792817
Texas,Palo Pinto,,,Relatively Low,,,,,,,1.256580271
Texas,Panola,,,Relatively Low,,,,,,,1.305276647
Texas,Parker,,,Relatively Moderate,,,,,,,1.07231275
Texas,Parmer,,,Relatively Low,,,,,,,1.54269445
Texas,Pecos,,,Very Low,,,,,,,1.400715977
Texas,Polk,,,Relatively Low,,,,,,,1.484538867
Texas,Potter,,,Relatively Moderate,,,,,,,1.405181516
Texas,Presidio,,,Very Low,,,,,,,1.979903476
Texas,Rains,,,Very Low,,,,,,,1.252484103
Texas,Randall,,,Relatively Moderate,,,,,,,1.033774267
Texas,Reagan,,,Very Low,,,,,,,1.364450693
Texas,Real,,,Very Low,,,,,,,1.591441154
Texas,Red River,,,Very Low,,,,,,,1.260822667
Texas,Reeves,,,Very Low,,,,,,,1.602355929
Texas,Refugio,,,Relatively Low,,,,,,,1.497252736
Texas,Roberts,,,Very Low,,,,,,,0.9429346919
Texas,Robertson,,,Very Low,,,,,,,1.37372746
Texas,Rockwall,,,Relatively Low,,,,,,,0.8619902938
Texas,Runnels,,,Very Low,,,,,,,1.206018934
Texas,Rusk,,,Relatively Low,,,,,,,1.392295237
Texas,Sabine,,,Very Low,,,,,,,1.319513332
Texas,San Augustine,,,Very Low,,,,,,,1.488805885
Texas,San Jacinto,,,Relatively Low,,,,,,,1.291545303
Texas,San Patricio,,,Relatively Moderate,,,,,,,1.39488005
Texas,San Saba,,,Very Low,,,,,,,1.390807697
Texas,Schleicher,,,Very Low,,,,,,,1.410475016
Texas,Scurry,,,Relatively Low,,,,,,,1.494836266
Texas,Shackelford,,,Very Low,,,,,,,1.499762177
Texas,Shelby,,,Relatively Low,,,,,,,1.652619858
Texas,Sherman,,,Very Low,,,,,,,1.453333616
Texas,Smith,,,Relatively Low,,,,,,,1.247759206
Texas,Somervell,,,Very Low,,,,,,,1.137885412
Texas,Starr,,,Relatively Moderate,,,,,,,1.96156965
Texas,Stephens,,,Very Low,,,,,,,1.483762503
Texas,Sterling,,,Very Low,,,,,,,1.06782186
Texas,Stonewall,,,Very Low,,,,,,,1.305868864
Texas,Sutton,,,Very Low,,,,,,,1.659550309
Texas,Swisher,,,Relatively Low,,,,,,,1.474504437
Texas,Tarrant,,,Relatively High,,,,,,,1.191938731
Texas,Taylor,,,Relatively Moderate,,,,,,,1.178539834
Texas,Terrell,,,Very Low,,,,,,,1.008838773
Texas,Terry,,,Very Low,,,,,,,1.532447794
Texas,Throckmorton,,,Very Low,,,,,,,1.157464385
Texas,Titus,,,Relatively Low,,,,,,,1.499680373
Texas,Tom Green,,,Relatively Low,,,,,,,1.21176778
Texas,Travis,,,Relatively High,,,,,,,1.081842987
Texas,Trinity,,,Relatively Low,,,,,,,1.501672372
Texas,Tyler,,,Relatively Low,,,,,,,1.402023013
Texas,Upshur,,,Relatively Low,,,,,,,1.284401772
Texas,Upton,,,Very Low,,,,,,,1.266306581
Texas,Uvalde,,,Relatively Low,,,,,,,1.573305609
Texas,Val Verde,,,Relatively Low,,,,,,,1.539569894
Texas,Van Zandt,,,Relatively Low,,,,,,,1.258850134
Texas,Victoria,,,Relatively Moderate,,,,,,,1.396017991
Texas,Walker,,,Relatively Low,,,,,,,1.324808126
Texas,Waller,,,Relatively Low,,,,,,,1.283162065
Texas,Ward,,,Very Low,,,,,,,1.451706075
Texas,Washington,,,Relatively Low,,,,,,,1.29570942
Texas,Webb,,,Relatively Low,,,,,,,1.667774162
Texas,Wharton,,,Relatively Moderate,,,,,,,1.526994219
Texas,Wheeler,,,Relatively Low,,,,,,,1.513785973
Texas,Wichita,,,Relatively Low,,,,,,,1.242314663
Texas,Wilbarger,,,Relatively Low,,,,,,,1.384370662
Texas,Willacy,,,Relatively Moderate,,,,,,,1.801016903
Texas,Williamson,,,Relatively Moderate,,,,,,,0.9676327057
Texas,Wilson,,,Relatively Low,,,,,,,1.293454544
Texas,Winkler,,,Very Low,,,,,,,1.269915563
Texas,Wise,,,Relatively Low,,,,,,,1.222834507
Texas,Wood,,,Very Low,,,,,,,1.27825878
Texas,Yoakum,,,Relatively Low,,,,,,,1.482060197
Texas,Young,,,Relatively Low,,,,,,,1.263223235
Texas,Zapata,,,Very Low,,,,,,,1.963005828
Texas,Zavala,,,Very Low,,,,,,,1.829299919
,,,,,,,,,,,
,,,,,,,,,,,
STATE,COUNTY,,,RISK_RATNG,,,,,,,CRF_VALUE
Texas,Anderson,,,Relatively Low,,,,,,,1.370186479
Texas,Andrews,,,Very Low,,,,,,,1.308992364
Texas,Angelina,,,Relatively Low,,,,,,,1.499265329
Texas,Aransas,,,Relatively Moderate,,,,,,,1.181438352
Texas,Archer,,,Very Low,,,,,,,1.119484804
Texas,Armstrong,,,Very Low,,,,,,,1.051217079
Texas,Atascosa,,,Relatively Low,,,,,,,1.423911057
Texas,Austin,,,Relatively Low,,,,,,,1.399178234
Texas,Bailey,,,Relatively Low,,,,,,,1.431921547
Texas,Bandera,,,Relatively Low,,,,,,,1.251969827
Texas,Bastrop,,,Relatively Low,,,,,,,1.255466187
Texas,Baylor,,,Very Low,,,,,,,1.175141405
Texas,Bee,,,Relatively Low,,,,,,,1.518420627
Texas,Bell,,,Relatively Moderate,,,,,,,1.26963503
Texas,Bexar,,,Relatively High,,,,,,,1.343978911
Texas,Blanco,,,Very Low,,,,,,,1.197090092
Texas,Borden,,,Very Low,,,,,,,1.184193015
Texas,Bosque,,,Very Low,,,,,,,1.282077591
Texas,Bowie,,,Relatively Low,,,,,,,1.233238201
Texas,Brazoria,,,Relatively High,,,,,,,1.175315613
Texas,Brazos,,,Relatively Moderate,,,,,,,1.124262849
Texas,Brewster,,,Relatively Low,,,,,,,1.507428811
Texas,Briscoe,,,Very Low,,,,,,,1.268728018
Texas,Brooks,,,Relatively Low,,,,,,,1.819092141
Texas,Brown,,,Relatively Low,,,,,,,1.279149789
Texas,Burleson,,,Very Low,,,,,,,1.198012567
Texas,Burnet,,,Relatively Low,,,,,,,1.209411954
Texas,Caldwell,,,Relatively Low,,,,,,,1.429698021
Texas,Calhoun,,,Relatively Moderate,,,,,,,1.304761644
Texas,Callahan,,,Very Low,,,,,,,1.202625722
Texas,Cameron,,,Relatively High,,,,,,,1.635066161
Texas,Camp,,,Relatively Low,,,,,,,1.517074908
Texas,Carson,,,Relatively Low,,,,,,,0.9308361164
Texas,Cass,,,Relatively Low,,,,,,,1.418161875
Texas,Castro,,,Very Low,,,,,,,1.368035217
Texas,Chambers,,,Relatively Moderate,,,,,,,1.161559468
Texas,Cherokee,,,Relatively Low,,,,,,,1.496577975
Texas,Childress,,,Relatively Moderate,,,,,,,1.167697537
Texas,Clay,,,Very Low,,,,,,,1.112853811
Texas,Cochran,,,Very Low,,,,,,,1.851038694
Texas,Coke,,,Very Low,,,,,,,1.260135522
Texas,Coleman,,,Very Low,,,,,,,1.337520945
Texas,Collin,,,Relatively High,,,,,,,0.9708870508
Texas,Collingsworth,,,Very Low,,,,,,,1.860052824
Texas,Colorado,,,Relatively Low,,,,,,,1.422200457
Texas,Comal,,,Relatively Moderate,,,,,,,1.074323893
Texas,Comanche,,,Relatively Low,,,,,,,1.367670688
Texas,Concho,,,Very Low,,,,,,,1.451395631
Texas,Cooke,,,Relatively Moderate,,,,,,,1.255296203
Texas,Coryell,,,Relatively Low,,,,,,,1.233676682
Texas,Cottle,,,Very Low,,,,,,,1.582522869
Texas,Crane,,,Very Low,,,,,,,1.535809159
Texas,Crockett,,,Very Low,,,,,,,1.482809186
Texas,Crosby,,,Very Low,,,,,,,1.68280445
Texas,Culberson,,,Very Low,,,,,,,1.964412928
Texas,Dallam,,,Very Low,,,,,,,1.288926878
Texas,Dallas,,,Relatively High,,,,,,,1.309287598
Texas,Dawson,,,Very Low,,,,,,,1.436261598
Texas,Deaf Smith,,,Relatively Low,,,,,,,1.545842059
Texas,Delta,,,Very Low,,,,,,,1.124393521
Texas,Denton,,,Relatively High,,,,,,,0.9816322123
Texas,DeWitt,,,Relatively Moderate,,,,,,,1.442964461
Texas,Dickens,,,Very Low,,,,,,,1.640960574
Texas,Dimmit,,,Very Low,,,,,,,1.836818851
Texas,Donley,,,Very Low,,,,,,,1.062261055
Texas,Duval,,,Very Low,,,,,,,1.758804045
Texas,Eastland,,,Relatively Low,,,,,,,1.365085829
Texas,Ector,,,Relatively Moderate,,,,,,,1.423751257
Texas,Edwards,,,Very Low,,,,,,,1.407050848
Texas,Ellis,,,Relatively Low,,,,,,,1.17599788
Texas,El Paso,,,Relatively Moderate,,,,,,,1.596062711
Texas,Erath,,,Relatively Low,,,,,,,1.197237324
Texas,Falls,,,Very Low,,,,,,,1.556158905
Texas,Fannin,,,Relatively Low,,,,,,,1.261312096
Texas,Fayette,,,Relatively Low,,,,,,,1.151336986
Texas,Fisher,,,Very Low,,,,,,,1.202744563
Texas,Floyd,,,Relatively Low,,,,,,,1.45300753
Texas,Foard,,,Very Low,,,,,,,1.408149838
Texas,Fort Bend,,,Relatively High,,,,,,,1.04703664
Texas,Franklin,,,Very Low,,,,,,,1.085239778
Texas,Freestone,,,Very Low,,,,,,,1.341054424
Texas,Frio,,,Very Low,,,,,,,1.655351154
Texas,Gaines,,,Relatively Low,,,,,,,1.544177787
Texas,Galveston,,,Relatively High,,,,,,,1.116541538
Texas,Garza,,,Very Low,,,,,,,1.512656094
Texas,Gillespie,,,Relatively Low,,,,,,,1.255848038
Texas,Glasscock,,,Very Low,,,,,,,1.159043074
Texas,Goliad,,,Relatively Low,,,,,,,1.397799442
Texas,Gonzales,,,Relatively Moderate,,,,,,,1.590875891
Texas,Gray,,,Relatively Low,,,,,,,1.333889283
Texas,Grayson,,,Relatively Moderate,,,,,,,1.225624011
Texas,Gregg,,,Relatively Moderate,,,,,,,1.385096178
Texas,Grimes,,,Relatively Low,,,,,,,1.305538163
Texas,Guadalupe,,,Relatively Moderate,,,,,,,1.159287871
Texas,Hale,,,Relatively Low,,,,,,,1.51447147
Texas,Hall,,,Very Low,,,,,,,1.843733907
Texas,Hamilton,,,Very Low,,,,,,,1.309205664
Texas,Hansford,,,Very Low,,,,,,,1.50517185
Texas,Hardeman,,,Very Low,,,,,,,1.558315396
Texas,Hardin,,,Relatively Moderate,,,,,,,1.20611379
Texas,Harris,,,Very High,,,,,,,1.324294473
Texas,Harrison,,,Relatively Low,,,,,,,1.378974975
Texas,Hartley,,,Relatively Low,,,,,,,1.426300049
Texas,Haskell,,,Very Low,,,,,,,1.648881916
Texas,Hays,,,Relatively Moderate,,,,,,,1.241705956
Texas,Hemphill,,,Relatively Low,,,,,,,1.653835058
Texas,Henderson,,,Relatively Low,,,,,,,1.314917037
Texas,Hidalgo,,,Relatively High,,,,,,,1.74146618
Texas,Hill,,,Relatively Low,,,,,,,1.357958205
Texas,Hockley,,,Relatively Low,,,,,,,1.456906975
Texas,Hood,,,Relatively Low,,,,,,,1.113034728
Texas,Hopkins,,,Relatively Low,,,,,,,1.331545639
Texas,Houston,,,Very Low,,,,,,,1.411840612
Texas,Howard,,,Relatively Low,,,,,,,1.31964869
Texas,Hudspeth,,,Very Low,,,,,,,1.994027257
Texas,Hunt,,,Relatively Moderate,,,,,,,1.372750151
Texas,Hutchinson,,,Relatively Low,,,,,,,1.244402438
Texas,Irion,,,Very Low,,,,,,,1.120861173
Texas,Jack,,,Very Low,,,,,,,1.340526391
Texas,Jackson,,,Relatively Moderate,,,,,,,1.405231861
Texas,Jasper,,,Relatively Low,,,,,,,1.436210661
Texas,Jeff Davis,,,Very Low,,,,,,,1.326329827
Texas,Jefferson,,,Relatively High,,,,,,,1.33024067
Texas,Jim Hogg,,,Very Low,,,,,,,1.887621487
Texas,Jim Wells,,,Relatively Moderate,,,,,,,1.444647562
Texas,Johnson,,,Relatively Moderate,,,,,,,1.17369876
Texas,Jones,,,Very Low,,,,,,,1.300302223
Texas,Karnes,,,Relatively Low,,,,,,,1.324716408
Texas,Kaufman,,,Relatively Low,,,,,,,1.196787838
Texas,Kendall,,,Relatively Low,,,,,,,1.081237766
Texas,Kenedy,,,Very Low,,,,,,,1.688010454
Texas,Kent,,,Very Low,,,,,,,1.015855074
Texas,Kerr,,,Relatively Low,,,,,,,1.342804969
Texas,Kimble,,,Very Low,,,,,,,1.192402303
Texas,King,,,Very Low,,,,,,,1.121561408
Texas,Kinney,,,Very Low,,,,,,,1.540501714
Texas,Kleberg,,,Relatively Moderate,,,,,,,1.468875043
Texas,Knox,,,Very Low,,,,,,,1.479324098
Texas,Lamar,,,Relatively Low,,,,,,,1.344788345
Texas,Lamb,,,Relatively Low,,,,,,,1.562080449
Texas,Lampasas,,,Very Low,,,,,,,1.205359445
Texas,La Salle,,,Very Low,,,,,,,1.471834569
Texas,Lavaca,,,Relatively Low,,,,,,,1.252165233
Texas,Lee,,,Very Low,,,,,,,1.293983671
Texas,Leon,,,Very Low,,,,,,,1.337710019
Texas,Liberty,,,Relatively Moderate,,,,,,,1.508936038
Texas,Limestone,,,Very Low,,,,,,,1.516517755
Texas,Lipscomb,,,Very Low,,,,,,,1.489910028
Texas,Live Oak,,,Very Low,,,,,,,1.392638098
Texas,Llano,,,Relatively Low,,,,,,,1.168007734
Texas,Loving,,,Very Low,,,,,,,0.9210190177
Texas,Lubbock,,,Relatively High,,,,,,,1.168854949
Texas,Lynn,,,Very Low,,,,,,,1.388209235
Texas,McCulloch,,,Very Low,,,,,,,1.320704652
Texas,McLennan,,,Relatively Moderate,,,,,,,1.29479061
Texas,McMullen,,,Very Low,,,,,,,1.425833821
Texas,Madison,,,Very Low,,,,,,,1.447007138
Texas,Marion,,,Very Low,,,,,,,1.372615605
Texas,Martin,,,Very Low,,,,,,,1.181425289
Texas,Mason,,,Very Low,,,,,,,1.185099681
Texas,Matagorda,,,Relatively Moderate,,,,,,,1.349061349
Texas,Maverick,,,Relatively Low,,,,,,,1.887922638
Texas,Medina,,,Relatively Low,,,,,,,1.254019069
Texas,Menard,,,Very Low,,,,,,,1.597710609
Texas,Midland,,,Relatively Moderate,,,,,,,1.152801071
Texas,Milam,,,Relatively Low,,,,,,,1.460401296
Texas,Mills,,,Very Low,,,,,,,1.26213478
Texas,Mitchell,,,Very Low,,,,,,,1.357740542
Texas,Montague,,,Relatively Low,,,,,,,1.232552536
Texas,Montgomery,,,Relatively High,,,,,,,1.068129808
Texas,Moore,,,Relatively Low,,,,,,,1.342823274
Texas,Morris,,,Relatively Low,,,,,,,1.354720074
Texas,Motley,,,Very Low,,,,,,,1.285257459
Texas,Nacogdoches,,,Relatively Moderate,,,,,,,1.342729742
Texas,Navarro,,,Relatively Moderate,,,,,,,1.526001406
Texas,Newton,,,Very Low,,,,,,,1.423940792
Texas,Nolan,,,Relatively Low,,,,,,,1.456664551
Texas,Nueces,,,Relatively High,,,,,,,1.2601639
Texas,Ochiltree,,,Relatively Low,,,,,,,1.31541174
Texas,Oldham,,,Very Low,,,,,,,1.086815357
Texas,Orange,,,Relatively High,,,,,,,1.253792817
Texas,Palo Pinto,,,Relatively Low,,,,,,,1.256580271
Texas,Panola,,,Relatively Low,,,,,,,1.305276647
Texas,Parker,,,Relatively Moderate,,,,,,,1.07231275
Texas,Parmer,,,Relatively Low,,,,,,,1.54269445
Texas,Pecos,,,Very Low,,,,,,,1.400715977
Texas,Polk,,,Relatively Low,,,,,,,1.484538867
Texas,Potter,,,Relatively Moderate,,,,,,,1.405181516
Texas,Presidio,,,Very Low,,,,,,,1.979903476
Texas,Rains,,,Very Low,,,,,,,1.252484103
Texas,Randall,,,Relatively Moderate,,,,,,,1.033774267
Texas,Reagan,,,Very Low,,,,,,,1.364450693
Texas,Real,,,Very Low,,,,,,,1.591441154
Texas,Red River,,,Very Low,,,,,,,1.260822667
Texas,Reeves,,,Very Low,,,,,,,1.602355929
Texas,Refugio,,,Relatively Low,,,,,,,1.497252736
Texas,Roberts,,,Very Low,,,,,,,0.9429346919
Texas,Robertson,,,Very Low,,,,,,,1.37372746
Texas,Rockwall,,,Relatively Low,,,,,,,0.8619902938
Texas,Runnels,,,Very Low,,,,,,,1.206018934
Texas,Rusk,,,Relatively Low,,,,,,,1.392295237
Texas,Sabine,,,Very Low,,,,,,,1.319513332
Texas,San Augustine,,,Very Low,,,,,,,1.488805885
Texas,San Jacinto,,,Relatively Low,,,,,,,1.291545303
Texas,San Patricio,,,Relatively Moderate,,,,,,,1.39488005
Texas,San Saba,,,Very Low,,,,,,,1.390807697
Texas,Schleicher,,,Very Low,,,,,,,1.410475016
Texas,Scurry,,,Relatively Low,,,,,,,1.494836266
Texas,Shackelford,,,Very Low,,,,,,,1.499762177
Texas,Shelby,,,Relatively Low,,,,,,,1.652619858
Texas,Sherman,,,Very Low,,,,,,,1.453333616
Texas,Smith,,,Relatively Low,,,,,,,1.247759206
Texas,Somervell,,,Very Low,,,,,,,1.137885412
Texas,Starr,,,Relatively Moderate,,,,,,,1.96156965
Texas,Stephens,,,Very Low,,,,,,,1.483762503
Texas,Sterling,,,Very Low,,,,,,,1.06782186
Texas,Stonewall,,,Very Low,,,,,,,1.305868864
Texas,Sutton,,,Very Low,,,,,,,1.659550309
Texas,Swisher,,,Relatively Low,,,,,,,1.474504437
