source,sumlevel,geoid,name,st,cnty,T1_est1,T1_est2,T1_est3,T1_est4,T1_est5,T1_est6,T1_est7,T1_est8,T1_est9,T1_est10,T1_est11,T1_est12,T1_est13,T1_est14,T1_est15,T1_est16,T1_est17,T1_est18,T1_est19,T1_est20,T1_est21,T1_est22,T1_est23,T1_est24,T1_est25,T1_est26,T1_est27,T1_est28,T1_est29,T1_est30,T1_est31,T1_est32,T1_est33,T1_est34,T1_est35,T1_est36,T1_est37,T1_est38,T1_est39,T1_est40,T1_est41,T1_est42,T1_est43,T1_est44,T1_est45,T1_est46,T1_est47,T1_est48,T1_est49,T1_est50,T1_est51,T1_est52,T1_est53,T1_est54,T1_est55,T1_est56,T1_est57,T1_est58,T1_est59,T1_est60,T1_est61,T1_est62,T1_est63,T1_est64,T1_est65,T1_est66,T1_est67,T1_est68,T1_est69,T1_est70,T1_est71,T1_est72,T1_est73,T1_est74,T1_est75,T1_est76,T1_est77,T1_est78,T1_est79,T1_est80,T1_est81,T1_est82,T1_est83,T1_est84,T1_est85,T1_est86,T1_est87,T1_est88,T1_est89,T1_est90,T1_est91,T1_est92,T1_est93,T1_est94,T1_est95,T1_est96,T1_est97,T1_est98,T1_est99,T1_est100,T1_est101,T1_est102,T1_est103,T1_est104,T1_est105,T1_est106,T1_est107,T1_est108,T1_est109,T1_est110,T1_est111,T1_est112,T1_est113,T1_est114,T1_est115,T1_est116,T1_est117,T1_est118,T1_est119,T1_est120,T1_est121,T1_est122,T1_est123,T1_est124,T1_est125,T1_est126,T1_est127,T1_est128,T1_est129,T1_est130,T1_est131,T1_est132,T1_est133,T1_est134,T1_est135,T1_est136,T1_est137,T1_est138,T1_est139,T1_est140,T1_est141,T1_est142,T1_est143,T1_est144,T1_est145,T1_est146,T1_est147,T1_est148,T1_est149,T1_est150,T1_est151,T1_est152,T1_est153,T1_est154,T1_est155,T1_est156,T1_est157,T1_est158,T1_est159,T1_est160,T1_est161,T1_est162,T1_est163,T1_est164,T1_est165,T1_est166,T1_est167,T1_est168,T1_est169,T1_est170,T1_est171,T1_est172,T1_est173,T1_est174,T1_est175,T1_est176,T1_est177,T1_est178,T1_est179,T1_est180,T1_est181,T1_est182,T1_est183,T1_est184,T1_est185,T1_est186,T1_est187,T1_est188,T1_est189,T1_est190,T1_est191,T1_est192,T1_est193,T1_est194,T1_est195,T1_est196,T1_est197,T1_est198,T1_est199,T1_est200,T1_est201,T1_est202,T1_est203,T1_est204,T1_est205,T1_est206,T1_est207,T1_est208,T1_est209,T1_est210,T1_est211,T1_est212,T1_est213,T1_est214,T1_est215,T1_est216,T1_est217,T1_est218,T1_est219,T1_est220,T1_est221,T1_est222,T1_est223,T1_est224,T1_est225,T1_est226,T1_est227,T1_est228,T1_est229,T1_est230,T1_est231,T1_est232,T1_est233,T1_est234,T1_est235,T1_est236,T1_est237,T1_est238,T1_est239,T1_est240,T1_est241,T1_est242,T1_est243,T1_est244,T1_est245,T1_est246,T1_est247,T1_est248,T1_est249,T1_moe1,T1_moe2,T1_moe3,T1_moe4,T1_moe5,T1_moe6,T1_moe7,T1_moe8,T1_moe9,T1_moe10,T1_moe11,T1_moe12,T1_moe13,T1_moe14,T1_moe15,T1_moe16,T1_moe17,T1_moe18,T1_moe19,T1_moe20,T1_moe21,T1_moe22,T1_moe23,T1_moe24,T1_moe25,T1_moe26,T1_moe27,T1_moe28,T1_moe29,T1_moe30,T1_moe31,T1_moe32,T1_moe33,T1_moe34,T1_moe35,T1_moe36,T1_moe37,T1_moe38,T1_moe39,T1_moe40,T1_moe41,T1_moe42,T1_moe43,T1_moe44,T1_moe45,T1_moe46,T1_moe47,T1_moe48,T1_moe49,T1_moe50,T1_moe51,T1_moe52,T1_moe53,T1_moe54,T1_moe55,T1_moe56,T1_moe57,T1_moe58,T1_moe59,T1_moe60,T1_moe61,T1_moe62,T1_moe63,T1_moe64,T1_moe65,T1_moe66,T1_moe67,T1_moe68,T1_moe69,T1_moe70,T1_moe71,T1_moe72,T1_moe73,T1_moe74,T1_moe75,T1_moe76,T1_moe77,T1_moe78,T1_moe79,T1_moe80,T1_moe81,T1_moe82,T1_moe83,T1_moe84,T1_moe85,T1_moe86,T1_moe87,T1_moe88,T1_moe89,T1_moe90,T1_moe91,T1_moe92,T1_moe93,T1_moe94,T1_moe95,T1_moe96,T1_moe97,T1_moe98,T1_moe99,T1_moe100,T1_moe101,T1_moe102,T1_moe103,T1_moe104,T1_moe105,T1_moe106,T1_moe107,T1_moe108,T1_moe109,T1_moe110,T1_moe111,T1_moe112,T1_moe113,T1_moe114,T1_moe115,T1_moe116,T1_moe117,T1_moe118,T1_moe119,T1_moe120,T1_moe121,T1_moe122,T1_moe123,T1_moe124,T1_moe125,T1_moe126,T1_moe127,T1_moe128,T1_moe129,T1_moe130,T1_moe131,T1_moe132,T1_moe133,T1_moe134,T1_moe135,T1_moe136,T1_moe137,T1_moe138,T1_moe139,T1_moe140,T1_moe141,T1_moe142,T1_moe143,T1_moe144,T1_moe145,T1_moe146,T1_moe147,T1_moe148,T1_moe149,T1_moe150,T1_moe151,T1_moe152,T1_moe153,T1_moe154,T1_moe155,T1_moe156,T1_moe157,T1_moe158,T1_moe159,T1_moe160,T1_moe161,T1_moe162,T1_moe163,T1_moe164,T1_moe165,T1_moe166,T1_moe167,T1_moe168,T1_moe169,T1_moe170,T1_moe171,T1_moe172,T1_moe173,T1_moe174,T1_moe175,T1_moe176,T1_moe177,T1_moe178,T1_moe179,T1_moe180,T1_moe181,T1_moe182,T1_moe183,T1_moe184,T1_moe185,T1_moe186,T1_moe187,T1_moe188,T1_moe189,T1_moe190,T1_moe191,T1_moe192,T1_moe193,T1_moe194,T1_moe195,T1_moe196,T1_moe197,T1_moe198,T1_moe199,T1_moe200,T1_moe201,T1_moe202,T1_moe203,T1_moe204,T1_moe205,T1_moe206,T1_moe207,T1_moe208,T1_moe209,T1_moe210,T1_moe211,T1_moe212,T1_moe213,T1_moe214,T1_moe215,T1_moe216,T1_moe217,T1_moe218,T1_moe219,T1_moe220,T1_moe221,T1_moe222,T1_moe223,T1_moe224,T1_moe225,T1_moe226,T1_moe227,T1_moe228,T1_moe229,T1_moe230,T1_moe231,T1_moe232,T1_moe233,T1_moe234,T1_moe235,T1_moe236,T1_moe237,T1_moe238,T1_moe239,T1_moe240,T1_moe241,T1_moe242,T1_moe243,T1_moe244,T1_moe245,T1_moe246,T1_moe247,T1_moe248,T1_moe249
2013thru2017,50,05000US48089,"Colorado County, Texas",48,89,7605,6240,1150,275,130,85,0,0,0,65,0,180,135,25,0,0,0,15,0,340,135,95,0,30,0,80,0,50,50,0,0,0,0,0,0,305,200,20,0,0,0,85,0,4965,160,30,45,0,0,0,85,0,295,190,35,0,0,0,75,0,665,540,65,0,0,0,60,0,595,475,95,0,0,0,25,0,3250,2560,160,4,0,0,520,10,130,130,105,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,475,100,45,25,0,0,0,15,15,130,30,75,4,0,0,25,0,135,0,30,0,0,0,105,0,10,10,4,0,0,0,0,0,95,80,15,0,0,0,4,0,865,100,70,25,0,0,0,10,0,60,25,35,0,0,0,0,0,205,75,55,0,0,0,80,0,125,60,4,0,0,0,60,0,380,155,45,0,0,0,180,0,25,25,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,343,218,130,71,62,25,25,25,63,25,84,67,34,25,25,25,30,25,144,74,85,25,48,25,51,25,43,43,25,25,25,25,25,25,126,103,28,25,25,25,60,25,317,87,24,43,25,25,25,71,25,111,91,34,25,25,25,70,25,159,143,58,25,25,25,45,25,183,146,110,25,25,25,27,25,288,229,68,20,25,25,128,16,98,98,90,25,25,25,25,33,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,269,187,48,29,33,25,25,25,25,11,70,26,59,12,25,25,27,25,117,25,33,25,25,25,114,25,17,17,3,25,25,25,25,25,108,105,23,25,25,25,14,25,184,54,45,30,25,25,25,15,25,44,26,35,25,25,25,25,25,85,46,49,25,25,25,53,25,76,68,13,25,25,25,56,25,138,76,57,25,25,25,100,25,31,31,13,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
2013thru2017,50,05000US48091,"Comal County, Texas",48,91,47255,35605,6955,1370,1015,10,4,0,0,300,40,1110,820,10,0,0,0,275,0,1605,1235,0,0,0,0,370,0,840,560,0,0,0,0,220,60,2030,1590,125,10,0,0,300,0,28430,225,110,0,25,0,0,85,0,745,535,0,0,0,0,210,0,2470,1930,0,0,0,0,500,40,2065,1410,20,15,10,0,600,15,22925,19035,550,105,15,15,2930,275,220,220,205,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11650,5265,1240,675,0,0,0,0,505,60,1730,880,20,15,0,0,750,65,1445,1065,30,30,0,0,320,0,445,355,10,0,0,0,50,30,405,255,0,0,0,0,135,15,6185,200,125,10,0,0,0,60,0,295,120,0,0,0,0,175,0,870,440,45,0,0,0,385,0,1055,520,0,0,0,0,535,0,3770,2800,95,75,0,0,675,125,200,200,165,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,685,522,263,202,17,28,31,31,124,32,209,198,24,31,31,31,107,31,217,185,31,31,31,31,111,31,208,186,31,31,31,31,100,50,326,272,92,17,31,31,117,31,791,107,71,31,32,31,31,71,31,193,162,31,31,31,31,104,31,327,296,31,31,31,31,168,33,273,244,33,23,15,31,180,26,784,727,122,56,29,30,331,122,94,94,94,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,670,554,261,203,31,31,31,31,169,54,342,233,28,27,31,31,279,57,304,235,38,36,31,31,160,31,176,156,22,31,31,31,68,34,148,113,31,31,31,31,81,23,501,127,106,23,31,31,31,65,31,141,68,31,31,31,31,127,31,235,147,46,31,31,31,198,31,286,175,31,31,31,31,220,31,430,402,73,63,31,31,192,106,106,106,96,31,31,31,31,54,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
2013thru2017,50,05000US48093,"Comanche County, Texas",48,93,5105,4000,895,290,225,0,0,15,0,50,0,155,90,0,0,0,0,65,0,220,170,0,0,0,0,50,0,45,20,0,4,0,0,15,0,190,105,0,0,10,0,75,0,3015,70,25,0,0,0,0,45,0,195,145,0,0,0,0,50,0,515,440,25,0,0,0,50,0,375,280,10,10,4,0,75,0,1860,1620,0,10,4,0,225,0,95,95,75,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,360,150,85,0,0,0,0,65,0,80,50,4,0,0,0,20,0,95,65,0,0,0,0,30,0,15,15,0,0,0,0,0,0,25,20,0,0,0,0,4,0,690,25,25,0,0,0,0,0,0,85,85,0,0,0,0,4,0,180,125,0,0,0,0,45,15,105,80,0,0,0,0,25,0,295,195,0,0,0,0,100,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,252,172,119,77,21,21,20,21,75,21,79,39,21,21,21,21,64,21,75,61,21,21,21,21,44,21,40,20,21,11,21,21,34,21,88,49,21,21,18,21,76,21,218,59,20,21,21,21,21,56,21,66,55,21,21,21,21,47,21,125,107,35,21,21,21,44,21,106,71,14,18,9,21,68,21,177,166,21,15,21,21,81,21,59,59,55,21,6,21,21,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,186,97,70,42,21,21,21,21,58,21,56,52,16,21,21,21,21,21,78,69,21,21,21,21,32,21,29,29,21,21,21,21,21,21,29,29,21,21,21,21,9,21,155,29,29,21,21,21,21,21,21,53,54,21,21,21,21,5,21,90,66,21,21,21,21,54,21,47,45,21,21,21,21,19,21,117,85,21,21,21,21,82,21,49,49,49,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
2013thru2017,50,05000US48095,"Concho County, Texas",48,95,790,565,120,35,20,0,0,0,0,15,4,50,20,0,0,0,0,35,0,25,25,0,0,0,0,4,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,25,20,0,0,0,0,4,4,60,35,0,0,0,0,25,0,55,45,0,0,0,0,15,0,305,255,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,70,25,15,0,0,0,0,10,0,25,20,0,0,0,0,4,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,45,25,0,0,0,0,20,0,35,20,0,0,4,0,10,0,50,30,0,0,0,0,20,0,10,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,103,51,25,13,13,13,13,13,20,13,32,14,13,13,13,13,28,13,22,23,13,13,13,13,3,13,3,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,90,13,13,13,13,13,13,13,13,18,16,13,13,13,13,13,13,29,26,13,13,13,13,21,13,31,27,13,13,13,13,16,13,71,58,13,13,13,13,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,64,42,24,21,13,13,13,13,14,13,23,23,13,13,13,13,15,13,25,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,52,12,12,13,13,13,13,13,13,14,14,13,13,13,13,13,13,26,20,13,13,13,13,17,13,28,25,13,13,6,13,14,13,31,22,13,13,13,13,23,13,14,14,14,13,13,13,13,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2013thru2017,50,05000US48097,"Cooke County, Texas",48,97,15185,10455,1875,345,205,20,0,4,0,115,0,360,315,10,0,0,0,30,4,500,455,4,0,4,0,35,0,125,55,4,20,0,0,45,4,540,495,0,4,0,0,35,4,8555,55,10,15,0,30,0,4,0,340,265,20,0,0,0,55,0,995,805,15,0,35,10,130,4,635,570,15,0,15,0,35,4,6530,5935,75,35,40,0,420,30,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,1800,520,340,15,10,0,0,140,15,650,435,55,0,0,0,150,10,530,315,55,90,0,0,15,45,30,30,0,0,0,0,0,0,70,45,0,0,0,0,25,0,2840,185,130,4,0,30,0,25,0,345,220,4,4,0,0,120,0,740,530,65,0,10,25,110,0,455,370,15,0,0,0,70,0,1110,950,10,10,0,0,145,0,90,90,90,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,440,274,107,61,24,28,28,28,89,28,121,122,18,28,28,28,34,4,149,131,9,28,17,28,62,28,76,24,18,35,28,28,52,1,157,151,28,14,28,28,38,3,398,44,12,21,28,39,28,6,28,88,69,23,28,28,28,53,28,207,181,17,28,32,15,77,4,149,127,21,28,24,28,40,2,324,297,54,36,29,28,141,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,486,314,146,124,17,19,28,28,82,33,203,138,47,28,28,28,121,15,165,113,58,79,28,28,24,50,35,35,28,28,28,28,28,28,47,39,28,28,28,28,27,28,379,83,63,7,28,41,28,27,28,133,106,2,28,28,28,95,28,171,131,57,28,22,36,73,28,156,133,22,28,28,28,68,28,237,200,14,19,28,28,119,28,71,71,72,28,3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2013thru2017,50,05000US48099,"Coryell County, Texas",48,99,22425,12915,2580,615,345,40,4,0,0,180,45,525,350,65,10,0,0,90,10,630,405,20,0,0,0,210,0,395,215,80,10,0,0,75,20,410,375,20,10,0,0,4,0,10275,110,85,0,0,0,0,20,4,515,390,20,30,0,0,70,4,1100,945,15,15,4,0,90,30,1185,890,120,40,4,0,60,75,7365,5765,580,80,30,25,770,115,60,60,55,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9510,3930,835,490,70,20,4,4,215,30,1465,950,125,15,0,10,295,65,1165,790,95,4,4,15,195,60,280,160,30,0,0,4,80,4,185,130,0,0,0,45,4,0,5425,185,100,30,0,0,0,20,35,190,125,15,0,0,0,15,40,1050,640,175,15,0,0,200,20,1080,620,185,0,20,0,235,20,2920,1890,445,20,35,15,390,125,150,150,90,4,20,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,453,331,169,120,31,7,31,31,84,59,170,137,60,21,31,31,66,14,170,114,33,31,31,31,118,31,123,99,58,13,31,31,45,24,124,120,16,16,31,31,8,31,448,56,43,31,31,31,31,33,7,118,94,32,30,31,31,64,3,206,196,15,25,8,31,61,39,182,149,73,43,13,31,44,51,385,357,107,45,27,27,179,52,35,35,33,31,12,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,597,416,187,132,45,23,10,5,110,23,266,220,67,16,31,16,125,57,199,168,50,15,4,27,82,48,88,72,27,31,31,18,56,7,96,90,31,31,31,35,14,31,537,104,88,34,31,31,31,26,35,78,52,20,31,31,31,18,49,243,160,91,18,31,31,114,24,223,185,108,31,37,31,96,24,416,333,133,26,48,20,143,83,76,76,61,13,32,31,31,23,22,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
2013thru2017,50,05000US48101,"Cottle County, Texas",48,101,665,435,70,25,4,4,0,0,0,15,0,15,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,10,0,15,0,0,0,0,0,15,0,365,4,4,0,0,0,0,0,0,30,4,4,0,0,0,15,0,80,50,0,0,4,0,30,0,35,15,0,0,0,0,20,0,220,195,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,70,55,15,10,0,0,0,10,20,0,0,0,0,0,0,0,0,15,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,45,4,30,0,0,0,10,0,20,10,10,0,0,0,0,0,45,15,20,0,0,0,15,0,4,4,0,0,0,0,0,0,20,20,4,0,0,0,0,0,20,20,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,69,35,24,1,7,13,13,13,23,13,13,12,13,13,13,13,5,13,13,13,13,13,13,13,13,13,20,11,13,13,13,13,22,13,23,13,13,13,13,13,23,13,63,1,1,13,13,13,13,13,13,20,13,12,13,13,13,18,13,36,28,13,13,3,13,25,13,27,11,13,13,13,13,27,13,46,47,13,13,13,13,24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,64,39,35,18,23,13,13,13,19,23,13,13,13,13,13,13,13,13,22,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,56,37,11,31,13,13,13,19,13,25,14,21,13,13,13,13,13,46,14,35,13,13,13,24,13,6,6,13,13,13,13,13,13,16,14,13,13,13,13,13,13,25,25,1,13,13,13,13,26,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2013thru2017,50,05000US48103,"Crane County, Texas",48,103,1480,1160,160,70,40,0,0,0,0,30,0,40,10,0,0,0,0,35,0,15,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,985,25,20,0,0,0,0,4,0,45,45,0,0,0,0,0,0,155,80,0,0,0,0,75,0,85,45,0,0,0,0,40,0,675,290,4,0,0,0,375,4,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,115,55,10,0,0,0,0,45,0,15,4,0,0,0,0,10,0,20,10,0,0,0,0,10,0,15,10,0,0,0,0,4,0,15,15,0,0,0,0,0,0,200,4,0,0,0,0,0,4,0,35,0,0,0,0,0,35,0,60,25,10,0,0,0,30,0,4,0,0,0,0,0,4,0,95,25,10,0,0,0,60,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,78,54,46,35,13,13,13,13,26,13,29,14,13,13,13,13,24,13,20,14,13,13,13,13,14,13,13,13,13,13,13,13,13,13,36,13,13,13,13,13,36,13,84,25,23,13,13,13,13,9,13,24,24,13,13,13,13,13,13,54,37,13,13,13,13,35,13,47,39,13,13,13,13,32,13,83,51,8,13,13,13,70,7,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,78,44,38,15,13,13,13,13,34,13,18,2,13,13,13,13,14,13,21,20,13,13,13,13,16,13,18,15,13,13,13,13,11,13,18,18,13,13,13,13,13,13,69,2,13,13,13,13,13,2,13,36,13,13,13,13,13,36,13,40,21,16,13,13,13,33,13,6,13,13,13,13,13,6,13,38,22,16,13,13,13,33,13,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2013thru2017,50,05000US48105,"Crockett County, Texas",48,105,1410,1025,180,80,50,0,0,0,0,30,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,850,20,20,0,0,0,0,0,0,105,70,0,0,0,0,35,0,75,0,0,0,0,0,75,0,20,0,0,0,0,0,20,0,625,250,20,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,140,50,50,0,0,0,0,0,0,80,15,0,0,0,0,65,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,65,0,0,0,0,75,0,30,30,0,0,0,0,0,0,70,30,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,147,91,61,51,13,13,13,13,38,13,68,13,13,13,13,13,68,13,13,13,13,13,13,13,13,13,51,13,13,13,13,13,51,13,13,13,13,13,13,13,13,13,159,33,33,13,13,13,13,13,13,67,49,13,13,13,13,45,13,52,13,13,13,13,13,52,13,33,13,13,13,13,13,33,13,156,68,33,13,13,13,124,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,138,88,56,56,13,13,13,13,13,13,68,23,13,13,13,13,70,13,23,13,13,13,13,13,23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,111,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,91,72,13,13,13,13,54,13,27,27,13,13,13,13,13,13,67,45,13,13,13,13,51,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2013thru2017,50,05000US48107,"Crosby County, Texas",48,107,2065,1415,280,95,35,0,0,0,0,60,0,100,55,4,0,0,0,40,0,60,25,4,0,0,0,35,0,15,10,4,0,0,0,4,0,4,4,0,0,0,0,0,0,1125,40,25,0,0,0,0,0,15,125,40,4,0,0,0,80,0,230,140,0,0,0,0,90,0,110,60,0,0,0,0,50,0,620,430,10,0,0,0,180,0,10,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,205,100,20,15,0,0,0,60,0,45,4,10,0,0,0,35,0,35,4,15,0,0,0,15,0,15,4,0,0,0,0,10,0,15,4,0,0,0,0,10,0,425,35,4,4,0,0,0,20,0,60,4,4,0,0,0,50,0,145,80,0,0,0,0,65,0,40,20,0,0,0,0,20,0,145,65,4,0,0,0,70,0,15,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,119,65,39,24,19,19,19,19,29,19,38,29,12,19,19,19,25,19,39,22,14,19,19,19,26,19,11,14,10,19,19,19,1,19,11,11,19,19,19,19,19,19,100,31,19,19,19,19,19,19,26,33,17,3,19,19,19,29,19,54,40,19,19,19,19,35,19,39,25,19,19,19,19,31,19,74,60,13,19,19,19,42,19,12,12,7,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,91,56,43,17,23,19,19,19,30,19,28,2,15,19,19,19,27,19,27,19,26,19,19,19,16,19,18,7,19,19,19,19,14,19,19,1,19,19,19,19,19,19,72,23,16,12,19,19,19,20,19,27,3,11,19,19,19,25,19,45,34,19,19,19,19,34,19,29,20,19,19,19,19,20,19,43,25,14,19,19,19,38,19,15,15,19,19,19,19,19,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
