source,sumlevel,geoid,name,st,cnty,T9_est1,T9_est2,T9_est3,T9_est4,T9_est5,T9_est6,T9_est7,T9_est8,T9_est9,T9_est10,T9_est11,T9_est12,T9_est13,T9_est14,T9_est15,T9_est16,T9_est17,T9_est18,T9_est19,T9_est20,T9_est21,T9_est22,T9_est23,T9_est24,T9_est25,T9_est26,T9_est27,T9_est28,T9_est29,T9_est30,T9_est31,T9_est32,T9_est33,T9_est34,T9_est35,T9_est36,T9_est37,T9_est38,T9_est39,T9_est40,T9_est41,T9_est42,T9_est43,T9_est44,T9_est45,T9_est46,T9_est47,T9_est48,T9_est49,T9_est50,T9_est51,T9_est52,T9_est53,T9_est54,T9_est55,T9_est56,T9_est57,T9_est58,T9_est59,T9_est60,T9_est61,T9_est62,T9_est63,T9_est64,T9_est65,T9_est66,T9_est67,T9_est68,T9_est69,T9_est70,T9_est71,T9_est72,T9_est73,T9_moe1,T9_moe2,T9_moe3,T9_moe4,T9_moe5,T9_moe6,T9_moe7,T9_moe8,T9_moe9,T9_moe10,T9_moe11,T9_moe12,T9_moe13,T9_moe14,T9_moe15,T9_moe16,T9_moe17,T9_moe18,T9_moe19,T9_moe20,T9_moe21,T9_moe22,T9_moe23,T9_moe24,T9_moe25,T9_moe26,T9_moe27,T9_moe28,T9_moe29,T9_moe30,T9_moe31,T9_moe32,T9_moe33,T9_moe34,T9_moe35,T9_moe36,T9_moe37,T9_moe38,T9_moe39,T9_moe40,T9_moe41,T9_moe42,T9_moe43,T9_moe44,T9_moe45,T9_moe46,T9_moe47,T9_moe48,T9_moe49,T9_moe50,T9_moe51,T9_moe52,T9_moe53,T9_moe54,T9_moe55,T9_moe56,T9_moe57,T9_moe58,T9_moe59,T9_moe60,T9_moe61,T9_moe62,T9_moe63,T9_moe64,T9_moe65,T9_moe66,T9_moe67,T9_moe68,T9_moe69,T9_moe70,T9_moe71,T9_moe72,T9_moe73
2013thru2017,50,05000US48001,"Anderson County, Texas",48,1,16565,11750,9315,7765,960,515,80,985,655,220,65,45,60,40,15,4,0,45,25,0,20,0,0,0,0,0,0,1220,860,255,90,20,120,100,0,20,0,4820,2840,1705,650,475,10,1245,580,365,295,4,40,40,0,0,0,4,0,4,0,0,0,0,0,0,0,600,515,70,15,0,90,40,25,25,0,424,468,457,476,192,187,51,215,163,110,54,39,42,36,28,10,31,31,22,31,19,31,31,31,31,31,31,275,211,151,73,32,47,42,31,21,31,452,343,247,219,138,18,275,163,173,133,4,42,42,31,31,31,10,31,10,31,31,31,31,31,31,31,176,176,61,21,31,59,46,30,24,31
2013thru2017,50,05000US48003,"Andrews County, Texas",48,3,5415,3980,1965,1755,100,95,15,15,15,0,0,0,20,20,0,0,0,4,4,0,0,0,10,0,10,0,0,1930,1635,175,95,25,40,40,0,0,0,1430,630,450,135,50,0,75,45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,480,90,115,0,45,30,0,10,0,193,264,168,180,56,67,21,18,18,21,21,21,32,32,21,21,21,10,10,21,21,21,19,21,19,21,21,216,212,106,94,31,36,36,21,21,21,252,151,134,86,37,21,52,46,21,40,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,194,173,65,77,21,57,49,21,18,21
2013thru2017,50,05000US48005,"Angelina County, Texas",48,5,30930,20425,15305,13165,1105,900,135,1610,1315,180,90,30,190,125,20,40,0,30,30,0,0,0,0,0,0,0,0,3115,2470,240,390,15,180,150,30,0,0,10505,5825,3515,1055,1105,150,2970,1360,710,815,90,65,40,10,4,10,4,4,0,0,0,0,0,0,0,0,1470,680,400,330,60,175,145,25,10,0,527,609,474,529,260,211,89,242,231,94,71,29,55,51,26,54,31,29,29,31,31,31,31,31,31,31,31,245,242,102,131,24,72,69,34,31,31,541,475,398,225,224,101,318,234,176,222,95,54,48,21,4,18,5,5,31,31,31,31,31,31,31,31,266,140,163,148,85,94,87,35,20,31
2013thru2017,50,05000US48007,"Aransas County, Texas",48,7,9530,7040,5630,4380,640,585,25,30,30,0,0,0,150,130,25,0,0,0,0,0,0,0,0,0,0,0,0,1185,960,145,80,0,40,30,10,0,0,2490,1510,700,390,420,0,75,75,0,0,0,25,15,10,0,0,0,0,0,0,0,0,0,0,0,0,815,525,240,50,0,65,25,35,10,0,506,346,320,336,194,147,20,33,33,25,25,25,80,82,35,25,25,25,25,25,25,25,25,25,25,25,25,233,239,114,62,25,36,32,14,25,25,411,333,215,172,194,25,55,55,25,25,25,40,25,29,25,25,25,25,25,25,25,25,25,25,25,25,226,232,142,62,25,34,27,23,13,25
2013thru2017,50,05000US48009,"Archer County, Texas",48,9,3350,2750,2590,2215,205,165,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,115,110,4,4,0,35,25,0,10,0,600,530,370,100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,10,0,0,15,15,0,0,0,138,136,137,132,57,73,19,19,19,19,19,19,19,19,19,19,19,24,24,19,19,19,19,19,19,19,19,37,36,3,7,19,38,33,19,19,19,98,93,76,55,36,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,34,27,19,19,19,20,20,19,19,19
2013thru2017,50,05000US48011,"Armstrong County, Texas",48,11,700,570,530,480,4,45,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,135,130,90,20,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,48,49,51,50,13,24,2,13,13,13,13,13,13,13,13,13,13,3,3,13,13,13,13,13,13,13,13,25,25,13,13,13,13,13,13,13,13,41,43,34,20,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,13,13,13,13,13,13,13,13
2013thru2017,50,05000US48013,"Atascosa County, Texas",48,13,15510,11535,5040,4510,335,200,0,90,75,0,10,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6265,5405,400,395,70,95,75,4,10,0,3970,1465,1145,215,100,4,60,60,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,2295,1560,405,295,40,135,40,4,90,0,407,438,317,323,141,98,28,72,69,28,22,28,36,36,28,28,28,28,28,28,28,28,28,28,28,28,28,356,379,125,141,66,59,55,19,24,28,413,255,222,116,93,19,49,49,28,28,28,28,28,28,28,28,32,32,28,28,28,28,28,28,28,28,299,284,161,165,47,80,70,8,69,28
2013thru2017,50,05000US48015,"Austin County, Texas",48,15,11020,8175,6240,5265,580,350,45,590,510,40,25,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,990,125,60,60,110,65,25,25,0,2845,1665,1005,405,245,15,425,225,95,105,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,730,290,260,180,0,20,20,0,0,0,295,338,316,327,180,129,42,129,141,38,29,21,7,7,25,25,25,25,25,25,25,25,25,25,25,25,25,173,163,66,51,77,68,52,34,28,25,328,261,205,181,107,24,150,115,89,76,25,7,7,25,25,25,25,25,25,25,25,25,25,25,25,25,190,122,134,132,25,35,35,25,25,25
2013thru2017,50,05000US48017,"Bailey County, Texas",48,17,2230,1610,920,760,45,25,95,0,0,0,0,0,15,0,0,15,0,4,0,0,4,0,0,0,0,0,0,665,450,180,35,0,0,0,0,0,0,620,160,110,0,40,10,30,30,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,420,275,135,10,0,0,0,0,0,0,189,255,160,166,39,31,117,19,19,19,19,19,22,19,19,22,19,11,19,19,11,19,19,19,19,19,19,161,148,104,37,19,19,19,19,19,19,187,90,84,19,44,17,40,40,19,19,19,23,19,19,23,19,19,19,19,19,19,19,19,19,19,19,149,133,113,19,19,19,19,19,19,19
2013thru2017,50,05000US48019,"Bandera County, Texas",48,19,8280,7005,5985,4795,535,550,110,25,25,0,0,0,0,0,0,0,0,35,10,20,4,0,0,0,0,0,0,885,740,85,30,35,75,75,0,0,0,1270,1050,665,240,120,25,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,175,150,15,10,0,40,10,4,15,15,432,379,358,349,147,185,77,33,33,25,25,25,25,25,25,25,25,44,23,41,7,25,25,25,25,25,25,134,145,68,33,55,64,64,25,25,25,249,212,156,141,78,28,25,25,25,25,25,10,10,25,25,25,25,25,25,25,25,25,25,25,25,25,91,82,22,17,25,47,21,4,28,31
2013thru2017,50,05000US48021,"Bastrop County, Texas",48,21,26015,19910,13570,10765,1670,955,185,1145,770,95,230,50,140,55,60,30,0,95,45,50,0,0,0,0,0,0,0,4720,3495,625,590,10,240,220,20,0,0,6105,3595,2305,615,545,130,815,480,175,110,55,35,30,0,4,0,15,15,0,0,0,0,0,0,0,0,1525,825,355,285,55,120,90,10,15,0,596,706,516,526,304,216,121,247,204,82,135,92,44,31,45,31,31,50,43,41,31,31,31,31,31,31,31,332,308,228,171,21,121,117,30,31,31,605,496,413,200,203,127,187,170,125,70,53,31,30,31,15,31,21,21,31,31,31,31,31,31,31,31,323,236,171,168,58,96,89,15,30,31
2013thru2017,50,05000US48023,"Baylor County, Texas",48,23,1645,1275,1125,1005,55,40,25,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,30,40,0,0,50,45,0,4,0,370,335,245,45,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,4,0,0,0,0,0,0,0,109,110,95,99,36,37,28,31,31,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,53,35,43,13,13,52,55,13,14,13,89,87,85,47,31,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,29,27,14,13,13,13,13,13,13,13
2013thru2017,50,05000US48025,"Bee County, Texas",48,25,8530,5375,2435,2065,190,170,10,15,10,0,4,0,40,40,0,0,0,20,4,0,10,0,0,0,0,0,0,2840,2315,310,165,50,25,25,0,0,0,3155,1320,855,215,235,15,110,90,10,10,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,1710,860,520,270,65,0,0,0,0,0,297,333,225,245,70,102,16,36,33,28,9,28,37,37,28,28,28,26,13,28,25,28,28,28,28,28,28,256,253,120,84,40,36,36,28,28,28,349,259,216,169,159,24,119,85,27,35,28,28,28,28,28,28,14,14,28,28,28,28,28,28,28,28,303,218,210,123,57,28,28,28,28,28
2013thru2017,50,05000US48027,"Bell County, Texas",48,27,116395,63765,38775,32280,3980,2080,435,11085,8325,1495,1125,140,1555,1085,165,265,35,145,125,20,0,0,205,115,0,90,0,10810,8205,1430,965,215,1200,855,255,75,10,52630,22575,14510,4515,3000,550,14530,7625,3305,3405,195,1575,990,430,125,30,215,185,0,25,4,500,260,140,100,0,11520,6605,2830,1835,250,1720,975,410,310,25,1464,1309,975,869,515,310,169,650,504,335,279,106,214,169,89,126,37,74,73,31,31,31,98,63,31,75,31,577,554,270,239,115,269,225,128,50,17,1198,905,862,464,369,185,694,709,533,432,105,294,256,163,58,37,109,105,31,22,7,138,123,90,74,31,739,599,401,319,125,289,230,145,124,35
2013thru2017,50,05000US48029,"Bexar County, Texas",48,29,627890,368815,148785,122040,15810,9865,1070,20630,15755,2840,1795,240,8075,6175,1090,730,75,765,515,110,140,0,350,195,100,40,15,185680,142945,25235,15900,1605,4535,3510,605,385,40,259070,74535,42505,16110,14260,1660,28880,14595,6575,7125,580,7615,4480,1190,1390,560,390,250,125,10,4,150,105,0,45,0,143010,73410,34735,31205,3660,4495,2465,965,890,180,2209,2619,1589,1735,979,685,207,760,652,422,297,102,477,442,231,187,51,189,143,89,90,31,106,92,88,46,25,1875,2016,1221,822,254,487,446,161,111,32,2593,1715,1433,921,881,360,1007,791,635,623,193,561,443,268,309,173,146,104,95,14,7,98,73,31,73,31,2243,1609,1381,1289,486,483,386,248,223,133
2013thru2017,50,05000US48031,"Blanco County, Texas",48,31,4230,3240,2710,2220,290,175,25,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,360,270,60,30,0,150,65,0,85,0,990,815,580,140,85,10,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,165,145,15,4,0,0,0,0,0,0,261,234,225,220,105,84,23,21,21,21,21,21,29,21,21,29,21,21,21,21,21,21,21,21,21,21,21,93,87,36,28,21,72,74,21,84,21,204,173,152,66,61,16,21,21,21,21,21,24,21,21,24,21,21,21,21,21,21,21,21,21,21,21,73,69,19,4,21,21,21,21,21,21
2013thru2017,50,05000US48033,"Borden County, Texas",48,33,250,185,170,160,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,0,0,0,0,0,0,65,65,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,37,40,35,37,13,4,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,1,13,13,13,13,13,13,13,21,21,22,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1,1,13,13,13,13,13,13,13,13
2013thru2017,50,05000US48035,"Bosque County, Texas",48,35,7025,5435,4725,3820,510,365,25,70,70,0,0,0,10,4,0,4,0,25,15,10,0,0,0,0,0,0,0,565,520,30,20,4,40,10,20,10,0,1590,1285,950,140,175,20,4,4,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,250,160,50,45,0,40,40,0,0,0,224,183,185,175,110,83,26,44,44,21,21,21,16,2,21,14,21,23,18,17,21,21,21,21,21,21,21,71,70,21,18,3,25,16,19,13,21,182,156,134,60,68,20,10,10,21,21,21,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,81,71,35,43,21,40,40,21,21,21
2013thru2017,50,05000US48037,"Bowie County, Texas",48,37,33170,21585,17130,14215,1815,980,120,3170,2315,465,355,40,105,80,25,0,0,180,175,0,4,0,0,0,0,0,0,765,530,105,35,95,230,210,15,4,0,11590,6155,3710,1230,1085,125,4350,1870,1010,1300,170,185,130,40,20,0,60,60,4,0,0,0,0,0,0,0,640,285,250,105,0,200,165,4,25,10,604,608,560,564,356,246,64,288,221,164,133,34,73,71,27,31,31,62,61,31,4,31,31,31,31,31,31,258,241,97,49,115,91,89,19,3,31,628,622,449,263,292,86,311,306,224,279,106,98,89,45,33,31,54,54,8,31,31,31,31,31,31,31,215,120,143,108,31,128,121,31,36,16
2013thru2017,50,05000US48039,"Brazoria County, Texas",48,39,117090,84215,50445,43325,4130,2520,470,8995,7070,1250,630,45,5070,4285,595,175,10,210,185,0,20,0,0,0,0,0,0,18525,14790,2205,1345,185,970,825,105,30,15,32870,15545,9555,3210,2530,250,6240,3945,905,1335,55,1030,815,110,105,0,165,115,20,30,0,0,0,0,0,0,9390,6105,1380,1645,260,500,230,115,155,0,970,1397,975,952,437,347,144,614,616,329,219,74,426,401,231,111,22,117,113,31,34,31,31,31,31,31,31,842,905,560,351,100,293,287,93,34,23,1307,941,824,464,458,101,721,612,383,401,61,329,296,73,75,31,96,83,32,41,31,31,31,31,31,31,858,795,372,396,145,246,136,108,151,31
2013thru2017,50,05000US48041,"Brazos County, Texas",48,41,77480,35245,24830,20360,2255,1955,260,2570,1765,410,390,4,1310,940,220,125,20,0,0,0,0,0,20,0,20,0,0,6065,4580,985,455,40,460,380,35,20,25,42235,23135,9485,4200,8775,680,5300,2420,920,1700,260,3245,1145,725,1080,290,145,75,15,55,0,0,0,0,0,0,9350,4420,1885,2705,340,1060,485,200,360,10,830,690,595,615,351,322,128,271,236,122,141,12,172,150,98,74,25,31,31,31,31,31,32,31,32,31,31,486,356,270,197,44,122,122,32,33,26,934,910,703,451,618,205,440,338,212,348,138,232,188,189,211,108,80,66,21,51,31,31,31,31,31,31,670,565,302,453,122,261,187,94,148,23
2013thru2017,50,05000US48043,"Brewster County, Texas",48,43,3930,2155,1485,1275,95,115,0,0,0,0,0,0,4,4,0,0,0,40,15,25,0,0,0,0,0,0,0,620,520,25,65,10,4,0,4,0,0,1775,870,600,170,100,0,4,4,0,0,0,15,4,0,4,0,15,10,0,4,0,0,0,0,0,0,830,585,215,30,0,45,0,0,45,0,236,205,154,147,65,75,19,19,19,19,19,19,3,3,19,19,19,37,17,40,19,19,19,19,19,19,19,126,121,29,44,17,9,19,9,19,19,236,191,183,84,72,19,19,19,19,19,19,14,7,19,13,19,19,18,19,5,19,19,19,19,19,19,159,153,96,23,19,53,19,19,53,19
2013thru2017,50,05000US48045,"Briscoe County, Texas",48,45,665,505,360,320,30,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,115,110,4,4,0,15,15,0,0,0,160,95,85,4,0,0,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,45,30,0,15,0,10,10,0,0,0,54,57,53,53,19,10,4,6,3,13,13,13,13,13,13,13,13,13,13,13,13,13,15,15,13,13,13,38,38,7,5,13,14,14,13,13,13,42,28,27,15,13,13,11,4,13,8,13,13,13,13,13,13,13,13,13,13,13,3,13,13,3,13,27,23,13,17,13,15,15,13,13,13
2013thru2017,50,05000US48047,"Brooks County, Texas",48,47,2020,1245,110,85,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,885,130,105,10,0,0,0,0,0,780,55,15,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,425,75,185,40,0,0,0,0,0,232,165,66,67,26,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,162,144,65,65,14,19,19,19,19,19,151,57,21,19,19,53,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,156,130,61,81,47,19,19,19,19,19
2013thru2017,50,05000US48049,"Brown County, Texas",48,49,13835,10040,8190,6600,970,535,80,185,135,30,4,15,50,50,0,0,0,85,20,35,30,0,0,0,0,0,0,1430,1015,200,215,0,100,85,15,0,0,3795,2670,1560,580,360,175,215,120,70,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,845,485,275,75,15,35,25,10,0,0,401,342,311,304,173,111,51,82,77,37,9,24,35,35,28,28,28,52,33,34,42,28,28,28,28,28,28,145,171,93,124,28,65,57,29,28,28,330,290,210,141,112,111,76,64,55,24,28,26,26,28,28,28,28,28,28,28,28,28,28,28,28,28,175,124,119,72,22,30,25,17,28,28
2013thru2017,50,05000US48051,"Burleson County, Texas",48,51,6565,5125,3880,3415,210,160,95,510,415,30,70,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,715,595,30,65,25,10,10,4,0,0,1440,805,615,125,50,15,365,195,20,135,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,245,185,35,25,0,10,10,0,0,0,283,309,249,245,71,84,67,113,116,25,52,21,21,21,21,21,21,13,13,21,21,21,21,21,21,21,21,125,113,27,38,45,14,13,21,21,21,246,176,162,86,36,28,119,96,28,96,25,27,27,21,21,21,21,21,21,21,21,21,21,21,21,21,89,87,34,28,21,15,15,21,21,21
2013thru2017,50,05000US48053,"Burnet County, Texas",48,53,16545,12610,10730,8550,1495,650,35,200,120,80,0,0,85,65,0,20,0,140,125,15,0,0,0,0,0,0,0,1400,1145,175,80,0,55,35,25,0,0,3935,2950,1620,695,590,45,45,45,0,0,0,20,0,20,0,0,75,75,0,0,0,0,0,0,0,0,790,560,155,75,0,50,50,0,0,0,588,577,558,462,321,193,34,136,106,110,28,28,47,40,28,35,28,79,79,16,28,28,28,28,28,28,28,248,234,137,64,28,53,36,40,28,28,454,419,346,182,231,45,47,47,28,28,28,34,28,34,28,28,95,95,28,28,28,28,28,28,28,28,223,219,118,74,28,81,81,28,28,28
2013thru2017,50,05000US48055,"Caldwell County, Texas",48,55,12895,8670,4825,4040,475,280,30,405,310,35,50,10,70,0,0,70,0,25,10,4,4,0,0,0,0,0,0,3285,2810,255,170,50,65,45,20,0,0,4220,1840,1115,395,320,10,205,60,55,30,60,65,25,40,0,0,0,0,0,0,0,0,0,0,0,0,2100,1175,425,485,20,10,0,0,10,0,350,386,296,294,134,96,29,95,100,31,39,18,58,28,28,58,28,20,16,11,10,28,28,28,28,28,28,313,288,103,84,53,31,27,20,28,28,384,270,196,171,152,14,105,57,38,32,68,96,63,77,28,28,28,28,28,28,28,28,28,28,28,28,299,237,149,176,32,14,28,28,14,28
2013thru2017,50,05000US48057,"Calhoun County, Texas",48,57,7735,5460,3025,2635,285,100,4,135,115,15,10,0,120,110,0,10,0,10,4,4,0,0,0,0,0,0,0,2105,1755,235,115,0,60,45,15,4,0,2275,840,545,90,185,20,85,20,50,15,0,240,155,30,55,0,0,0,0,0,0,15,0,0,15,0,1060,825,165,70,0,30,30,4,0,0,330,286,193,195,108,56,4,77,75,25,15,25,53,55,25,17,25,12,11,6,25,25,25,25,25,25,25,193,206,117,77,25,27,28,22,2,25,290,184,150,66,100,25,49,23,41,20,25,54,65,41,56,25,25,25,25,25,25,25,25,25,25,25,245,230,112,47,25,29,26,3,25,25
2013thru2017,50,05000US48059,"Callahan County, Texas",48,59,5290,4350,3975,3070,335,420,150,30,20,0,10,0,4,4,0,0,0,10,10,0,0,0,0,0,0,0,0,315,210,30,0,75,20,20,0,0,0,940,760,550,60,70,80,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,55,0,30,50,30,15,4,4,0,231,214,205,205,99,118,69,29,24,21,15,21,3,3,21,21,21,16,16,21,21,21,21,21,21,21,21,84,76,29,21,52,23,23,21,21,21,150,132,110,32,43,70,24,14,14,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,69,37,21,34,64,25,19,8,15,21
2013thru2017,50,05000US48061,"Cameron County, Texas",48,61,122190,82070,14470,11840,1435,830,360,180,180,0,0,0,630,505,50,75,0,200,165,0,35,0,0,0,0,0,0,66470,49935,8675,6025,1830,120,110,10,4,0,40120,3625,2230,705,560,140,210,155,25,30,0,185,125,40,15,0,35,10,0,25,0,0,0,0,0,0,35980,17170,8015,8860,1935,85,45,30,10,0,1027,1121,440,461,283,201,147,68,68,31,31,31,123,104,53,84,31,86,105,31,46,31,31,31,31,31,31,1002,1190,693,662,302,73,71,14,3,31,1173,453,334,208,157,79,85,74,31,37,31,74,73,47,26,31,43,16,31,42,31,31,31,31,31,31,1079,945,719,698,375,63,43,36,15,31
2013thru2017,50,05000US48063,"Camp County, Texas",48,63,4730,3345,2205,1800,260,130,15,505,370,85,30,15,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,595,530,55,10,0,15,15,0,0,0,1385,750,450,135,165,0,320,140,90,90,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,240,120,55,65,0,60,35,25,0,0,192,200,172,169,85,65,18,93,83,54,27,28,21,21,21,21,21,15,15,21,21,21,21,21,21,21,21,84,81,36,14,21,16,16,21,21,21,187,150,127,71,86,21,85,68,67,53,21,30,21,21,30,21,21,21,21,21,21,21,21,21,21,21,73,61,38,53,21,64,49,38,21,21
2013thru2017,50,05000US48065,"Carson County, Texas",48,65,2290,1950,1825,1650,110,60,10,0,0,0,0,0,4,4,0,0,0,10,10,0,0,0,0,0,0,0,0,100,100,0,0,0,10,10,0,0,0,345,270,220,25,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,10,4,0,0,0,0,0,0,99,103,93,101,46,37,13,19,19,19,19,19,2,2,19,19,19,14,14,19,19,19,19,19,19,19,19,54,54,19,19,19,20,20,19,19,19,90,78,70,20,12,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,48,48,16,19,19,19,19,19,19,19
2013thru2017,50,05000US48067,"Cass County, Texas",48,67,11810,9195,7665,6225,770,555,120,1295,1015,115,150,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,180,130,40,10,0,45,35,4,0,0,2615,1695,1205,225,200,70,810,395,140,130,150,30,4,0,0,25,0,0,0,0,0,4,0,4,0,0,70,30,10,10,20,4,4,0,0,0,340,363,296,324,208,141,59,178,160,66,91,34,16,16,28,28,28,28,28,28,28,28,28,28,28,28,28,55,48,41,22,28,27,28,18,28,28,276,219,192,73,81,45,187,126,64,52,119,43,3,28,28,44,28,28,28,28,28,6,28,6,28,28,60,43,21,17,33,13,13,28,28,28
2013thru2017,50,05000US48069,"Castro County, Texas",48,69,2460,1585,830,715,75,35,0,15,15,0,0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,725,620,65,35,4,4,4,0,4,0,880,180,140,25,10,0,4,4,0,4,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,650,480,55,85,25,25,20,0,4,0,118,131,78,75,48,42,19,20,20,19,19,19,14,14,19,19,19,4,4,19,19,19,3,3,19,19,19,117,106,38,29,12,14,11,19,7,19,127,55,49,24,17,19,6,19,19,3,19,22,22,19,19,19,19,19,19,19,19,19,19,19,19,19,112,115,41,61,31,15,15,19,5,19
2013thru2017,50,05000US48071,"Chambers County, Texas",48,71,13320,11025,8235,6635,680,655,265,810,575,120,110,4,135,105,30,0,0,10,10,0,0,0,0,0,0,0,0,1780,1395,70,320,0,55,45,0,4,0,2295,1355,930,160,250,15,420,380,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,290,135,90,0,10,10,0,0,0,290,437,365,369,215,184,175,152,144,75,72,8,38,45,43,28,28,14,14,28,28,28,28,28,28,28,28,306,318,56,151,28,26,23,28,13,28,414,296,298,104,128,20,187,178,37,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,235,222,104,97,28,20,20,28,28,28
2013thru2017,50,05000US48073,"Cherokee County, Texas",48,73,17885,13170,9730,7790,1060,800,75,1110,785,210,100,15,110,70,0,40,0,125,100,0,25,0,0,0,0,0,0,1940,1585,250,85,20,155,140,10,4,0,4715,2655,1605,475,455,125,1220,610,250,285,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,600,55,105,20,55,30,20,4,0,357,369,363,342,224,176,49,161,169,94,56,29,61,74,31,40,31,78,68,31,51,31,31,31,31,31,31,182,221,123,69,34,86,85,19,3,31,411,320,255,158,155,103,204,192,84,107,57,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,214,184,49,90,37,50,38,26,5,31
2013thru2017,50,05000US48075,"Childress County, Texas",48,75,2280,1255,990,815,90,60,25,55,30,25,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,175,105,0,70,0,20,0,20,0,0,1030,775,530,130,115,0,10,0,0,10,0,50,50,0,0,0,30,15,20,0,0,0,0,0,0,0,165,150,10,4,0,0,0,0,0,0,214,161,161,159,58,55,36,52,51,37,19,19,30,30,19,19,19,19,19,19,19,19,19,19,19,19,19,96,82,19,61,19,31,19,31,19,19,219,194,153,81,90,19,56,19,19,56,19,63,63,19,19,19,29,20,36,19,19,19,19,19,19,19,120,125,24,13,19,19,19,19,19,19
2013thru2017,50,05000US48077,"Clay County, Texas",48,77,4075,3480,3325,2765,370,150,40,15,15,0,0,0,0,0,0,0,0,35,15,0,20,0,0,0,0,0,0,45,40,0,4,0,65,35,25,0,0,595,515,335,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,55,4,0,0,20,10,0,10,0,146,154,160,171,108,46,30,14,14,21,21,21,21,21,21,21,21,28,22,21,19,21,21,21,21,21,21,30,27,21,12,21,38,33,26,21,21,114,114,90,33,62,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,24,29,13,21,21,23,16,21,16,21
