source,sumlevel,geoid,name,st,cnty,T9_est1,T9_est2,T9_est3,T9_est4,T9_est5,T9_est6,T9_est7,T9_est8,T9_est9,T9_est10,T9_est11,T9_est12,T9_est13,T9_est14,T9_est15,T9_est16,T9_est17,T9_est18,T9_est19,T9_est20,T9_est21,T9_est22,T9_est23,T9_est24,T9_est25,T9_est26,T9_est27,T9_est28,T9_est29,T9_est30,T9_est31,T9_est32,T9_est33,T9_est34,T9_est35,T9_est36,T9_est37,T9_est38,T9_est39,T9_est40,T9_est41,T9_est42,T9_est43,T9_est44,T9_est45,T9_est46,T9_est47,T9_est48,T9_est49,T9_est50,T9_est51,T9_est52,T9_est53,T9_est54,T9_est55,T9_est56,T9_est57,T9_est58,T9_est59,T9_est60,T9_est61,T9_est62,T9_est63,T9_est64,T9_est65,T9_est66,T9_est67,T9_est68,T9_est69,T9_est70,T9_est71,T9_est72,T9_est73,T9_moe1,T9_moe2,T9_moe3,T9_moe4,T9_moe5,T9_moe6,T9_moe7,T9_moe8,T9_moe9,T9_moe10,T9_moe11,T9_moe12,T9_moe13,T9_moe14,T9_moe15,T9_moe16,T9_moe17,T9_moe18,T9_moe19,T9_moe20,T9_moe21,T9_moe22,T9_moe23,T9_moe24,T9_moe25,T9_moe26,T9_moe27,T9_moe28,T9_moe29,T9_moe30,T9_moe31,T9_moe32,T9_moe33,T9_moe34,T9_moe35,T9_moe36,T9_moe37,T9_moe38,T9_moe39,T9_moe40,T9_moe41,T9_moe42,T9_moe43,T9_moe44,T9_moe45,T9_moe46,T9_moe47,T9_moe48,T9_moe49,T9_moe50,T9_moe51,T9_moe52,T9_moe53,T9_moe54,T9_moe55,T9_moe56,T9_moe57,T9_moe58,T9_moe59,T9_moe60,T9_moe61,T9_moe62,T9_moe63,T9_moe64,T9_moe65,T9_moe66,T9_moe67,T9_moe68,T9_moe69,T9_moe70,T9_moe71,T9_moe72,T9_moe73
2013thru2017,50,05000US48439,"Tarrant County, Texas",48,439,689920,418850,270280,222160,28350,18090,1680,43230,32355,5710,4610,550,19235,14725,2830,1580,100,1340,1070,160,70,35,300,235,15,50,0,78860,59615,12605,6115,525,5610,4405,645,555,0,271070,118945,71730,24665,20725,1825,68355,31465,17910,17160,1820,9595,4715,2085,2150,645,815,495,125,200,0,635,325,160,150,4,66645,35800,16355,12960,1530,6070,3175,1330,1285,280,2079,3145,2076,2213,1233,920,294,1349,1235,633,484,169,668,728,454,302,64,215,205,110,45,41,125,118,26,45,31,1843,1496,835,520,129,513,455,150,143,31,2738,1986,1902,1095,941,375,1593,1379,1027,1104,324,627,411,399,420,182,182,162,81,94,31,172,149,92,113,24,1725,1407,909,919,310,682,473,294,264,136
2013thru2017,50,05000US48441,"Taylor County, Texas",48,441,49445,29150,22450,19000,2180,1060,205,970,860,70,35,4,240,185,20,35,0,55,35,15,4,0,25,15,0,0,15,5155,3875,775,435,75,255,200,4,45,0,20290,12515,6780,2910,2620,210,2285,1280,565,430,4,460,235,90,85,45,175,90,50,35,0,0,0,0,0,0,4540,2725,1035,690,95,320,125,70,120,0,723,656,539,545,282,176,70,204,184,56,29,16,73,63,23,35,31,41,29,25,3,31,29,22,31,31,22,374,390,172,150,48,75,72,15,34,31,880,745,567,380,396,123,294,288,214,172,8,125,76,68,84,67,69,56,43,32,31,31,31,31,31,31,413,371,256,186,75,131,77,57,104,31
2013thru2017,50,05000US48443,"Terrell County, Texas",48,443,345,265,90,70,0,4,15,10,10,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,160,135,20,0,0,0,0,0,0,0,80,30,20,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,4,0,0,0,0,0,0,0,74,68,45,37,13,5,28,13,13,13,13,13,13,13,13,13,13,10,13,10,13,13,13,13,13,13,13,57,49,29,13,13,13,13,13,13,13,45,20,16,14,13,13,25,13,13,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,33,29,11,13,13,13,13,13,13,13
2013thru2017,50,05000US48445,"Terry County, Texas",48,445,4140,2895,1560,1330,160,65,10,140,70,60,4,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,1175,1110,30,20,15,4,4,0,0,0,1250,525,400,65,60,0,55,20,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,450,85,125,0,4,4,0,0,0,231,270,152,180,95,55,15,69,52,83,19,21,21,21,21,21,21,23,23,21,21,21,21,21,21,21,21,172,177,30,20,22,8,8,21,21,21,217,143,122,64,64,21,51,39,18,40,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,167,135,75,78,21,21,21,21,21,21
2013thru2017,50,05000US48447,"Throckmorton County, Texas",48,447,710,520,460,425,25,15,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55,40,10,4,0,0,0,0,0,0,190,140,100,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,0,4,0,15,4,4,0,0,59,52,53,51,16,12,13,13,13,13,13,13,9,13,13,9,13,13,13,13,13,13,13,13,13,13,13,29,26,17,1,13,13,13,13,13,13,51,45,44,19,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,29,28,13,4,13,19,14,12,13,13
2013thru2017,50,05000US48449,"Titus County, Texas",48,449,10675,7165,4520,3850,410,220,45,495,320,85,90,0,35,35,4,0,0,20,15,0,4,0,0,0,0,0,0,2025,1580,210,190,40,70,50,20,0,0,3510,1545,1160,190,190,10,670,295,205,135,30,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,1235,730,355,130,20,50,40,10,0,0,257,344,245,263,111,72,39,115,99,61,55,28,21,20,28,28,28,22,23,28,13,28,28,28,28,28,28,218,222,84,84,45,55,50,25,28,28,343,224,220,83,89,14,117,105,88,64,33,28,28,28,28,28,22,28,22,28,28,28,28,28,28,28,222,155,158,70,26,26,21,15,28,28
2013thru2017,50,05000US48451,"Tom Green County, Texas",48,451,43080,27170,18040,14820,1790,1315,110,540,445,35,55,4,210,175,20,0,15,60,60,0,0,0,10,10,0,0,0,8130,6705,860,495,70,185,145,25,15,0,15910,8415,5005,1885,1435,90,1080,570,230,250,30,250,155,70,25,0,35,15,20,0,0,25,0,25,0,0,5995,3120,1530,1130,220,110,85,30,0,0,610,654,547,542,272,268,59,133,134,33,57,10,87,80,29,31,24,52,52,31,31,31,17,17,31,31,31,412,394,252,153,45,68,64,26,25,31,732,644,532,324,245,57,239,152,132,153,38,109,105,73,26,31,47,26,38,31,31,39,31,39,31,31,510,454,315,273,136,74,70,30,31,31
2013thru2017,50,05000US48453,"Travis County, Texas",48,453,447560,234225,154770,121865,19445,12525,930,13975,10360,1900,1540,175,13555,10545,1670,1265,80,425,360,30,30,0,70,70,0,0,0,47345,33755,7275,5695,625,4085,3010,695,370,10,213335,105715,61115,22445,20220,1930,21240,9625,5355,5580,680,12865,7335,2255,2525,750,400,260,90,25,20,75,55,0,15,0,68085,32105,17890,16555,1540,4960,2395,1170,1185,210,1720,2275,1717,1667,957,764,227,694,685,319,260,105,606,537,341,236,73,123,113,29,35,31,43,43,31,31,31,1162,1098,636,523,189,475,413,211,157,21,2381,1750,1414,1035,746,401,1048,873,632,577,171,561,430,371,330,199,178,149,69,31,27,82,63,31,32,31,1361,1181,1094,949,369,520,393,275,246,120
2013thru2017,50,05000US48455,"Trinity County, Texas",48,455,5935,4615,3970,3255,355,305,50,430,350,30,45,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,170,130,35,4,0,30,4,4,4,15,1320,950,610,220,75,45,210,95,0,90,25,10,0,10,0,0,15,15,0,0,0,0,0,0,0,0,115,45,40,30,0,20,10,0,10,0,266,237,216,208,104,91,38,68,85,31,55,21,21,21,21,21,21,23,23,21,21,21,21,21,21,21,21,73,63,32,10,21,27,3,16,21,26,193,167,136,82,53,39,80,65,21,66,36,19,21,19,21,21,26,26,21,21,21,21,21,21,21,21,59,34,44,32,21,16,13,21,15,21
2013thru2017,50,05000US48457,"Tyler County, Texas",48,457,7310,6165,5590,4740,460,320,70,255,185,50,15,4,4,4,0,0,0,10,10,0,0,0,0,0,0,0,0,145,140,0,10,0,160,130,20,4,4,1150,905,570,80,255,0,155,60,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,35,4,15,0,35,30,4,0,0,435,366,328,326,148,130,49,77,70,41,20,11,9,9,25,25,25,18,18,25,25,25,25,25,25,25,25,58,58,25,16,25,48,51,25,8,7,247,222,155,48,129,25,73,45,44,34,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,56,44,8,27,25,41,39,17,25,25
2013thru2017,50,05000US48459,"Upshur County, Texas",48,459,14060,10825,9625,7925,920,650,130,625,500,60,70,0,4,4,0,0,0,85,70,0,15,0,0,0,0,0,0,450,365,55,30,0,30,30,0,0,0,3240,2515,1690,400,360,70,455,255,110,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,125,15,35,0,95,60,10,25,0,430,421,395,425,206,168,81,125,109,42,56,28,28,28,28,28,28,59,64,28,28,28,28,28,28,28,28,106,109,43,34,28,28,28,28,28,28,377,347,309,127,122,65,133,95,68,66,13,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,76,66,23,42,28,50,46,17,22,28
2013thru2017,50,05000US48461,"Upton County, Texas",48,461,1310,955,500,455,40,4,0,35,35,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,400,325,40,35,0,4,4,4,0,0,355,115,85,10,10,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,155,20,30,20,0,0,0,0,0,72,82,61,65,27,8,13,26,26,13,13,13,13,13,13,13,13,3,3,13,13,13,13,13,13,13,13,65,67,22,25,13,14,7,2,13,13,64,41,40,17,13,14,21,21,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,51,55,20,21,16,13,13,13,13,13
2013thru2017,50,05000US48463,"Uvalde County, Texas",48,463,8625,6285,2610,2250,220,120,20,15,0,0,15,0,70,70,0,0,0,30,30,0,0,0,0,0,0,0,0,3505,2935,375,190,10,55,0,4,50,0,2340,610,430,90,85,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1715,1045,330,315,25,15,15,0,0,0,353,337,188,195,108,69,32,25,25,25,25,25,56,56,25,25,25,47,47,25,25,25,25,25,25,25,25,288,293,131,94,21,92,25,7,92,25,352,150,133,55,59,25,25,25,25,25,25,25,25,25,25,25,8,25,25,8,25,25,25,25,25,25,323,243,138,146,27,24,24,25,25,25
2013thru2017,50,05000US48465,"Val Verde County, Texas",48,465,15190,9590,2135,1830,205,85,15,45,0,25,20,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7355,6145,655,525,30,30,30,0,0,0,5595,1280,930,240,40,75,230,180,50,0,0,35,10,0,20,0,0,0,0,0,0,0,0,0,0,0,3940,2295,870,665,110,110,75,25,15,0,418,422,191,196,101,43,23,48,28,43,38,28,22,22,28,28,28,28,28,28,28,28,28,28,28,28,28,403,360,197,159,48,45,45,28,28,28,468,223,218,98,33,99,79,72,54,28,28,44,22,28,40,28,28,28,28,28,28,28,28,28,28,28,388,364,211,217,87,66,56,26,23,28
2013thru2017,50,05000US48467,"Van Zandt County, Texas",48,467,19355,14925,13295,10770,1540,875,110,360,305,25,30,0,40,30,0,4,0,145,110,20,15,0,0,0,0,0,0,940,740,65,130,10,145,135,4,10,0,4430,3810,2585,705,465,50,125,70,25,20,10,25,25,0,0,0,10,0,0,10,0,0,0,0,0,0,405,185,95,115,10,50,10,0,40,0,436,448,420,437,259,179,63,104,104,27,28,31,56,55,31,16,31,72,65,23,27,31,31,31,31,31,31,147,152,56,81,22,66,60,4,24,31,334,295,299,185,148,34,57,46,30,26,15,26,26,31,31,31,19,31,31,19,31,31,31,31,31,31,116,93,65,57,15,35,14,31,34,31
2013thru2017,50,05000US48469,"Victoria County, Texas",48,469,32735,21460,13195,11215,1110,725,145,970,820,95,60,0,280,235,0,45,0,45,0,0,45,0,0,0,0,0,0,6785,5275,1025,425,60,185,115,50,15,4,11275,4495,2830,970,675,20,895,555,225,110,4,75,30,10,35,0,0,0,0,0,0,0,0,0,0,0,5720,3105,1315,1180,120,90,75,0,10,0,465,580,390,431,235,201,73,155,126,76,47,31,94,73,31,66,31,66,31,31,66,31,31,31,31,31,31,381,402,218,154,57,98,84,50,25,14,614,408,386,210,199,21,181,162,111,90,11,57,36,15,41,31,31,31,31,31,31,31,31,31,31,31,405,334,279,230,73,57,56,31,20,31
2013thru2017,50,05000US48471,"Walker County, Texas",48,471,21295,11240,8485,7185,740,415,140,1460,1130,150,180,0,130,130,0,0,0,25,15,10,0,0,0,0,0,0,0,1110,935,145,25,0,35,35,0,0,0,10055,5885,2630,1030,1290,930,2860,1295,410,865,285,245,100,0,145,0,40,40,0,0,0,0,0,0,0,0,990,255,120,555,65,35,35,0,0,0,876,635,523,514,226,152,79,227,213,83,97,31,80,80,31,31,31,32,20,24,31,31,31,31,31,31,31,220,198,76,35,31,23,23,31,31,31,686,506,322,199,311,271,381,300,188,274,137,141,89,31,131,31,47,47,31,31,31,31,31,31,31,31,227,146,88,194,77,46,46,31,31,31
2013thru2017,50,05000US48473,"Waller County, Texas",48,473,14700,10085,6215,5230,620,345,25,1275,825,215,240,0,85,45,4,35,0,10,10,0,0,0,0,0,0,0,0,2340,1790,280,270,0,155,110,35,10,0,4615,1705,1115,265,320,4,1905,700,510,600,95,10,0,10,0,0,10,10,0,0,0,0,0,0,0,0,940,475,195,250,20,40,15,0,25,0,627,417,340,366,145,114,34,196,169,102,163,28,38,34,14,34,28,14,14,28,28,28,28,28,28,28,28,249,243,137,143,28,72,66,45,23,28,604,308,260,130,138,10,414,228,299,297,87,16,28,16,28,28,22,22,28,28,28,28,28,28,28,28,223,163,95,140,31,50,32,28,35,28
2013thru2017,50,05000US48475,"Ward County, Texas",48,475,3955,2765,1275,1175,70,25,4,80,45,15,20,0,25,25,0,0,0,20,20,4,0,0,0,0,0,0,0,1355,1080,160,95,20,10,4,0,4,0,1185,545,450,40,45,10,150,150,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,470,315,4,150,0,10,4,10,0,0,155,158,112,119,37,26,4,51,42,24,35,21,38,38,21,21,21,19,19,6,21,21,21,21,21,21,21,115,113,68,55,27,14,5,21,11,21,175,108,94,41,42,16,74,74,21,21,21,21,21,21,21,21,24,24,21,21,21,21,21,21,21,21,112,94,12,85,21,13,8,13,21,21
2013thru2017,50,05000US48477,"Washington County, Texas",48,477,12205,9400,7370,6125,750,365,130,1275,850,245,140,45,95,70,0,30,0,35,35,0,0,0,40,40,0,0,0,575,460,70,45,0,10,10,0,0,0,2805,1720,1120,245,300,55,520,170,220,130,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,490,285,100,55,50,30,30,0,0,0,621,477,416,386,222,116,87,203,197,123,97,66,53,56,28,42,28,46,46,28,28,28,62,62,28,28,28,136,107,51,51,28,20,20,28,28,28,390,277,201,133,111,85,224,122,140,98,28,73,73,28,28,28,28,28,28,28,28,28,28,28,28,28,172,145,67,59,62,53,53,28,28,28
2013thru2017,50,05000US48479,"Webb County, Texas",48,479,72380,45600,2415,1695,300,275,145,50,40,10,0,0,285,160,50,50,25,35,20,4,10,0,0,0,0,0,0,42800,30795,6420,4800,785,10,10,0,0,0,26780,1200,815,185,145,50,195,150,25,20,0,265,205,35,10,15,10,10,4,0,0,0,0,0,0,0,25100,10560,5635,6230,2675,10,0,10,4,0,562,923,324,309,116,103,112,48,47,15,31,31,90,98,45,64,35,21,22,3,13,31,31,31,31,31,31,851,1016,531,461,192,19,19,31,31,31,891,247,229,100,91,46,76,85,24,29,31,93,86,32,13,24,14,14,1,31,31,31,31,31,31,31,865,721,566,535,345,13,31,14,5,31
2013thru2017,50,05000US48481,"Wharton County, Texas",48,481,15225,10270,6275,5245,610,405,10,1200,880,120,205,0,4,0,4,0,0,20,20,0,0,0,0,0,0,0,0,2745,2145,310,285,4,25,15,0,10,0,4955,1840,1285,285,225,50,1000,615,140,235,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,1465,230,385,4,20,0,0,20,0,376,430,278,291,199,135,15,159,149,64,90,28,5,28,5,28,28,34,34,28,28,28,28,28,28,28,28,279,249,120,118,3,27,21,28,18,28,510,310,256,128,112,46,207,192,61,100,15,17,17,28,28,28,28,28,28,28,28,28,28,28,28,28,291,235,101,151,16,31,28,28,31,28
2013thru2017,50,05000US48483,"Wheeler County, Texas",48,483,2285,1460,1200,1080,40,80,0,25,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,170,15,0,15,35,35,0,0,0,825,500,425,30,40,0,45,20,15,10,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,265,210,0,55,0,10,10,0,0,0,86,115,94,91,24,45,19,20,9,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,61,58,20,19,23,18,18,19,19,19,99,85,78,21,27,19,27,19,18,19,19,19,19,19,19,19,3,3,19,19,19,19,19,19,19,19,66,64,19,40,19,14,14,19,19,19
2013thru2017,50,05000US48485,"Wichita County, Texas",48,485,48530,29760,23410,19205,2520,1545,140,1300,950,115,210,25,425,330,75,15,4,185,110,30,45,0,4,4,0,0,0,4000,2855,645,405,95,435,305,100,30,0,18770,12610,7150,2640,2625,195,2910,1190,625,895,195,185,130,20,30,15,150,70,65,4,10,25,25,0,0,0,2380,1365,510,495,10,510,235,140,135,0,833,580,513,549,326,231,91,178,159,69,97,24,97,106,53,18,4,80,53,39,56,31,15,15,31,31,31,310,294,163,137,81,105,100,43,22,31,846,747,609,369,339,100,301,227,167,213,77,79,64,32,32,25,78,56,52,14,13,23,23,31,31,31,358,257,192,189,16,127,91,78,80,31
2013thru2017,50,05000US48487,"Wilbarger County, Texas",48,487,5155,3345,2430,1920,295,180,30,185,135,0,50,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,660,530,105,15,10,60,60,0,0,0,1810,1030,755,185,65,20,240,175,35,30,0,30,30,0,0,0,80,80,0,0,0,0,0,0,0,0,405,280,45,60,20,25,25,0,0,0,228,236,177,197,130,93,30,87,95,21,57,21,21,4,21,4,21,21,21,21,21,21,21,21,21,21,21,125,124,74,21,17,57,57,21,21,21,259,195,174,84,56,24,93,79,38,41,21,36,36,21,21,21,49,49,21,21,21,21,21,21,21,21,142,117,68,50,31,42,42,21,21,21
2013thru2017,50,05000US48489,"Willacy County, Texas",48,489,5735,4465,820,575,70,120,55,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3630,2715,415,210,295,10,10,0,0,0,1270,135,110,10,15,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,650,160,230,80,0,0,0,0,0,183,249,138,120,40,131,59,25,25,25,25,25,25,25,25,25,25,2,25,25,2,25,25,25,25,25,25,232,213,115,73,103,17,17,25,25,25,207,110,103,15,28,25,35,35,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,180,158,78,112,71,25,25,25,25,25
2013thru2017,50,05000US48491,"Williamson County, Texas",48,491,170050,117210,86230,70790,9635,5205,595,5330,3920,935,470,0,6410,5325,640,335,110,270,205,25,40,0,95,95,0,0,0,17030,13255,2275,1450,50,1845,1420,305,110,15,52840,31110,18320,7640,4905,245,4795,2530,1310,920,35,2805,2040,440,280,45,50,50,0,0,0,20,0,0,20,0,12780,7100,3180,2190,310,1280,575,415,275,15,1055,1371,1313,1289,600,445,187,451,421,218,151,31,417,395,159,165,98,91,75,28,41,31,82,82,31,31,31,810,673,341,342,48,295,243,128,66,24,1306,1121,928,596,540,94,456,366,292,269,62,361,335,145,133,54,46,46,31,31,31,31,31,31,31,31,749,687,456,374,172,262,180,162,126,24
2013thru2017,50,05000US48493,"Wilson County, Texas",48,493,15755,13155,8805,7425,795,550,30,205,155,45,10,0,20,20,0,0,0,10,4,4,0,0,0,0,0,0,0,4040,3220,430,360,30,80,60,4,15,0,2600,1370,1040,205,90,35,25,4,4,15,0,20,10,0,10,0,15,15,0,0,0,0,0,0,0,0,1120,690,290,130,10,50,45,0,4,0,265,311,294,308,190,136,29,57,68,42,18,28,20,20,28,28,28,14,5,16,28,28,28,28,28,28,28,252,250,138,151,29,40,33,16,23,28,276,223,202,105,51,31,23,15,1,20,28,21,16,28,17,28,18,18,28,28,28,28,28,28,28,28,185,174,99,59,14,35,31,28,9,28
2013thru2017,50,05000US48495,"Winkler County, Texas",48,495,2525,1975,900,805,60,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,820,65,130,0,20,10,10,0,0,550,245,155,15,55,20,4,4,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,280,220,20,45,0,0,0,0,0,0,121,126,86,81,44,29,19,28,28,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,110,146,47,66,19,35,20,25,19,19,131,70,68,19,41,22,5,5,19,19,19,19,19,19,19,19,33,19,19,33,19,19,19,19,19,19,103,93,20,48,19,19,19,19,19,19
2013thru2017,50,05000US48497,"Wise County, Texas",48,497,21690,16640,14390,11800,1605,830,150,115,90,0,25,0,90,60,25,4,0,125,125,0,0,0,4,0,4,0,0,1835,1380,205,250,4,90,80,4,4,0,5050,3730,2250,830,595,60,55,55,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,1185,550,220,355,55,35,25,10,0,0,402,543,513,448,293,169,75,56,45,31,43,31,33,33,26,4,31,71,71,31,31,31,31,31,31,31,31,230,234,99,121,5,52,52,7,10,31,461,404,316,232,169,43,62,62,31,31,31,31,31,31,31,31,47,47,31,31,31,31,31,31,31,31,261,238,115,198,70,27,25,13,31,31
2013thru2017,50,05000US48499,"Wood County, Texas",48,499,16120,12965,11650,9385,1280,880,105,530,410,65,30,25,10,0,0,10,0,40,30,0,10,0,35,35,0,0,0,630,540,20,65,4,75,40,25,10,0,3155,2585,1585,465,495,40,205,85,0,105,15,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,315,195,50,70,0,35,4,15,15,0,406,400,404,455,199,209,84,100,94,55,33,35,19,28,28,19,28,34,31,28,18,28,56,56,28,28,28,126,139,26,48,28,48,44,31,15,28,291,257,204,158,164,33,112,61,28,85,30,28,28,28,28,28,27,27,28,28,28,28,28,28,28,28,108,89,42,83,28,33,17,17,19,28
2013thru2017,50,05000US48501,"Yoakum County, Texas",48,501,2650,2055,870,815,20,35,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,1175,1025,90,60,0,0,0,0,0,0,600,175,155,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,310,85,30,0,0,0,0,0,0,150,147,97,104,27,30,19,19,19,19,19,19,19,19,19,19,19,22,19,19,22,19,19,19,19,19,19,128,155,70,54,19,19,19,19,19,19,141,76,71,19,19,32,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,141,120,80,38,19,19,19,19,19,19
2013thru2017,50,05000US48503,"Young County, Texas",48,503,7065,5530,4880,4105,505,245,20,45,45,0,0,0,50,15,0,35,0,50,40,0,10,0,0,0,0,0,0,500,440,60,0,0,0,0,0,0,0,1535,1210,860,95,195,50,25,15,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,280,260,0,20,0,20,0,20,0,0,311,304,297,313,148,102,23,41,41,21,21,21,28,18,21,26,21,51,49,21,20,21,21,21,21,21,21,116,99,61,21,21,21,21,21,21,21,252,232,211,68,103,43,28,22,22,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,122,117,21,29,21,33,21,33,21,21
2013thru2017,50,05000US48505,"Zapata County, Texas",48,505,4455,3220,305,305,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,2360,300,210,30,0,0,0,0,0,1235,120,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,770,175,155,15,0,0,0,0,0,296,307,81,81,21,21,21,21,21,21,21,21,18,18,21,21,21,21,21,21,21,21,21,21,21,21,21,284,254,125,116,32,21,21,21,21,21,265,74,61,60,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,232,218,120,102,25,21,21,21,21,21
2013thru2017,50,05000US48507,"Zavala County, Texas",48,507,3535,2450,140,135,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2265,1855,235,150,25,40,20,0,20,0,1085,95,65,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,420,230,330,10,0,0,0,0,0,145,198,80,75,21,15,21,21,21,21,21,21,21,21,21,21,21,4,21,21,4,21,21,21,21,21,21,206,210,106,116,27,41,28,21,31,21,189,64,57,12,36,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,180,134,87,150,17,21,21,21,21,21
